"file","line","issue_text","physics_reclassification"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","27","- strictly_increasing_time, has_missing_segments, sign_stable, monotonic_direction,","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","28","- monotonic_score, dynamic_range, noise_floor_proxy, best_axis_for_description,","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","33","- CONTAMINATED_LINEAGE_EXCLUDED, TRACE_DATA_VALID, TRACE_STRUCTURE_EXISTS,","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","36","- SCALARIZATION_PLAUSIBLE_LATER, MEASUREMENT_FAILURE,","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","37","- DEFINITION_CONTAMINATION_DETECTED, ANALYSIS_COMPLETE","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","44","- [x] NO post-transient logic (verified via grep: 0 matches)","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_DEPLOYMENT_CHECKLIST.md","55","- [x] Error handling with try-catch and verdict flag updates (lines 572-602)","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","26","- [x] Noise floor proxy","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","27","- [x] Missing segment detection","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","64","- **Fields:** trace_id, temperature_K, number_of_points, finite_fraction, duplicate_time_fraction, strictly_increasing_time, has_missing_segments, sign_stable, monotonic_direction, monotonic_score, dynamic_range, noise_floor_proxy, best_axis_for_description, linear_r2_raw_T, linear_r2_log_T, linear_r2_sqrt_T, single_regime_score, multi_regime_score, kink_score, distance_to_mean_shape, shape_family_member","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","71","- [x] CONTAMINATED_LINEAGE_EXCLUDED","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","81","- [x] MEASUREMENT_FAILURE","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","82","- [x] DEFINITION_CONTAMINATION_DETECTED","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","104","- [x] NO `post-transient` logic (0 matches)","UNCLEAR"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","119","- [x] Provenance tracking enabled","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","126","#### âœ… Error Handling","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","128","- [x] Verdict flag updates in error path","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","173","- No syntax errors","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/PRODUCTION_SIGN_OFF_CERTIFICATE.md","175","- Proper error handling","REAL_PROBLEM"
"junk/aging_trace_structure_attempt/REPOSITORY_STATE_SUMMARY.md","76","**Status:** Available (use with caution - may contain contamination)","UNCLEAR"
"junk/aging_trace_structure_attempt/WORK_COMPLETION_AND_HANDOFF.md","46","âœ… Error handling complete with rethrow","REAL_PROBLEM"
"reports/alpha_from_PT_report.md","41","- PT rows are **missing** at 28â€“30 K in this canonical `PT_matrix`; those temperatures are **excluded** from PT-spread models (see `alpha_from_PT.csv` NaNs).","REAL_PROBLEM"
"reports/alpha_from_PT_report.md","42","- **22â€“24 K** is where `alpha` rises sharply in Agent 19F; geometry spreads from PT also change most rapidly there â€” LOOCV errors on {22,24} are reported explicitly.","REAL_PROBLEM"
"reports/alpha_physical_validity.md","16","## Step 3: noise sensitivity (1% kappa1 noise)","REAL_PROBLEM"
"reports/alpha_physical_validity.md","31","Summary: nT=14 | rho(alpha,k2)=0.9615 | median LOO rel=0.5123 | median noise rel=0.006861 | rmse(k1+k2)=43.49 vs rmse(k1+alpha)=63.74","REAL_PROBLEM"
"reports/alpha_res_physics_report.md","7","- **R(T) source:** `results/cross_experiment/runs/run_2026_03_25_031904_barrier_to_relaxation_mechanism/tables/barrier_descriptors.csv` (column `R_T_interp`). There is **no** relaxation row at **T = 4 K** in this barrier export, so **R** is missing for that temperature (pairwise exclusion for correlations).","REAL_PROBLEM"
"reports/alpha_res_physics_report.md","21","- **Welch two-sample t-test** p-value: **NaN** (not defined when one side has fewer than two finite samples; see `analysis/run_alpha_res_physics_agent21b.m`).","REAL_PROBLEM"
"reports/alpha_res_transition_report.md","10","| Fallback | `tables/alpha_from_PT.csv` (`residual_best`) when decomposition residual is missing |","REAL_PROBLEM"
"reports/alpha_structure_report.md","31","- Monte Carlo: 1% multiplicative noise on kappa1,kappa2 (valid T); relative std of batch-mean **alpha**: **0.0065**; of batch-mean **kappa2**: **0.0037**","REAL_PROBLEM"
"reports/alpha_structure_report.md","46","Ratios amplify relative noise when |kappa1| is small; interpret MC and LOO stability together with correlation structure.","REAL_PROBLEM"
"reports/kappa1_from_PT_aligned_report.md","40","- **Geom. tail mass (top 12.5% of I axis)**: often NaN on coarse grids; **tail_mass_quantile_top12p5** (mass above q87.5) is used as the tail-mass regressor.","REAL_PROBLEM"
"reports/kappa1_from_PT_report.md","40","- **Geom. tail mass (top 12.5% of I axis)**: often NaN on coarse grids; **tail_mass_quantile_top12p5** (mass above q87.5) is used as the tail-mass regressor.","REAL_PROBLEM"
"reports/kappa1_projection_test.md","11","- CORRELATION: NaN","REAL_PROBLEM"
"reports/kappa1_projection_test.md","12","- RMSE: NaN","REAL_PROBLEM"
"reports/kappa1_projection_test.md","13","- MAX_REL_DIFF: NaN","REAL_PROBLEM"
"reports/kappa1_projection_test.md","18","Could not be assessed because execution validity gate failed.","REAL_PROBLEM"
"reports/kappa1_projection_test.md","27","- Wrapper reported timeout/non-artifact behavior during canonical run attempts, so outputs are emitted in mandatory failure-safe form per gate policy.","REAL_PROBLEM"
"reports/kappa2_kww_shape_test.md","19","- Invalid values excluded: R_relax_norm <= 0 or >= 1","MODEL_MISMATCH"
"reports/kappa2_opening_test.md","70","2. Remaining part structured or noise: residual variance fraction = **4.91019**; residual mode = **STRUCTURED_LOW_DIMENSIONAL**.","REAL_PROBLEM"
"reports/kappa2_phenomenological_audit.md","14","- missing variables: antisym_area_res2, local_curvature, slope_asymmetry, width_asymmetry","MODEL_MISMATCH"
"reports/kappa2_state_geometry_report.md","17","correlation_vs_kappa2 asym_q_barrier     0.787137913262814  0.581818181818182 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","18","correlation_vs_kappa2 gap_q75_q25       -0.820686869704636 -0.836363636363636 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","19","correlation_vs_kappa2 gap_q90_q50       -0.733320641604492 -0.563636363636364 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","20","correlation_vs_kappa2 gap_q90_q75_proxy -0.724119566478246 -0.336363636363636 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","21","correlation_vs_kappa2 I_peak_mA         -0.898977116460627 -0.821998429608966 14        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","22","correlation_vs_kappa2 kappa1            -0.742124142053164 -0.837362637362637 14        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","23","correlation_vs_kappa2 kappa2_norm_k1     0.971495116698194   0.96043956043956 14        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","24","correlation_vs_kappa2 kappa2_norm_S      0.981970192054354  0.956043956043956 14        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","25","correlation_vs_kappa2 mean_threshold_mA -0.767616301136798 -0.573426573426573 12        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","26","correlation_vs_kappa2 median_I_use      -0.862519638967561 -0.779045301358731 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","27","correlation_vs_kappa2 residual_l2       -0.621532124279946 -0.686813186813187 13        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","28","correlation_vs_kappa2 residual_rmse     -0.621532124279946 -0.686813186813187 13        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","29","correlation_vs_kappa2 residual_variance -0.495542863284347 -0.681318681318681 13        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","30","correlation_vs_kappa2 skewness          0.0604535582180411 0.0839160839160839 12        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","31","correlation_vs_kappa2 skewness_quantile  0.792757668662073  0.642370687085269 11        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","32","correlation_vs_kappa2 std_threshold_mA  -0.706143472689384 -0.482517482517482 12        NaN           NaN           NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","60","normalization_vs_I_peak corr(kappa2, I_peak)        -0.898977116460627 -0.821998429608966 14        NaN           NaN N","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","61","normalization_vs_I_peak corr(kappa2/S_peak, I_peak) -0.912602897998436 -0.821998429608966 14        NaN           NaN N","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","62","normalization_vs_I_peak corr(kappa2/kappa1, I_peak) -0.850143486374154 -0.821998429608966 14        NaN           NaN N","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","73","loocv_model    kappa2 ~ I_peak                       NaN      NaN 14 0.113456194057352 0.835765856863153            NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","74","loocv_model    kappa2 ~ I_peak + std + (q90-q50)     NaN      NaN 11 0.112058649409926 0.712562466266902            NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","75","loocv_model    kappa2 ~ kappa1 + std + (q90-q50)     NaN      NaN 11 0.281223431183294 0.269385683869162            NaN","REAL_PROBLEM"
"reports/kappa2_state_geometry_report.md","95","Notes: q95-q75 uses **q90-q75** proxy (no q95 in barrier CSV). Barrier join is missing at some T; correlations use pairwise-complete `n`.","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","11","### 1.1 Transient score","UNCLEAR"
"reports/relaxation_canonical_definition.md","20","Define normalized transient score:","UNCLEAR"
"reports/relaxation_canonical_definition.md","31","Interpretation: `t0` is the first sustained point where field-switch and settling transients have statistically disappeared.","MODEL_MISMATCH"
"reports/relaxation_canonical_definition.md","47","Define tail noise in rate space:","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","55","Interpretation: keep only the segment where relaxation signal is above tail noise and sign-coherent.","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","77","- Thresholding is noise-normalized (`MAD`) and uses a standard significance criterion (`3-sigma`) instead of absolute fixed magnitudes.","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","80","## 5. Expected failure modes","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","81","1. No clean low-transient regime","UNCLEAR"
"reports/relaxation_canonical_definition.md","90","4. Noise floor not stationary","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","91","- If late-time noise is nonstationary, `sigma_R_tail` may misestimate end-of-window.","REAL_PROBLEM"
"reports/relaxation_canonical_definition.md","93","5. Missing or unreliable field channel","REAL_PROBLEM"
"reports/relaxation_canonical_implementation_check.md","15","- transient score Q_i: max(|dH/dt|/(sigma_Hdot+eps), |d2M/dt2|/(sigma_Mddot+eps)), with sigma values from 1.4826*MAD on last 20% points","UNCLEAR"
"reports/relaxation_canonical_implementation_check.md","30","- MG_119_14p31mg_relaxation_5K_afterFC1T.dat | T=5.000 K | status=FAILED | cutoff=NO_T0_FOUND | note=no sustained low-transient sign-coherent window","MODEL_MISMATCH"
"reports/relaxation_canonical_implementation_check.md","31","- MG_119_14p31mg_relaxation_13K_afterFC1T.dat | T=13.000 K | status=FAILED | cutoff=NO_T0_FOUND | note=no sustained low-transient sign-coherent window","MODEL_MISMATCH"
"reports/relaxation_canonical_implementation_check.md","32","- MG_119_14p31mg_relaxation_21K_afterFC1T.dat | T=21.000 K | status=FAILED | cutoff=NO_T0_FOUND | note=no sustained low-transient sign-coherent window","MODEL_MISMATCH"
"reports/relaxation_canonical_implementation_check.md","35","- t0 qualitative check: encoded per trace as t0_after_transient in notes","MODEL_MISMATCH"
"reports/relaxation_canonical_implementation_check.md","36","- early-transient avoidance check: encoded per trace as window_avoids_early","UNCLEAR"
"reports/relaxation_canonical_implementation_check.md","37","- end near noise-floor check: encoded per trace as end_near_noise_floor and snr_end","REAL_PROBLEM"
"reports/relaxation_canonical_implementation_check.md","40","## 6) Failure mode checks","REAL_PROBLEM"
"reports/relaxation_dataset_validation.md","10","- HAS_NAN: NO","REAL_PROBLEM"
"reports/relaxation_measurement_canonical_self_audit.md","13","- full-window audit: checks early transient indicators and late-tail noise relative to total relaxation span.","REAL_PROBLEM"
"reports/relaxation_measurement_canonical_self_audit.md","21","- median_late_noise_ratio = 0.0000","REAL_PROBLEM"
"reports/relaxation_measurement_canonical_self_audit.md","28","- EARLIEST_T0_CONTAINS_TRANSIENT: true","MODEL_MISMATCH"
"reports/relaxation_measurement_canonical_self_audit_v2.md","13","- full-window audit: checks early transient indicators and late-tail noise relative to total relaxation span.","REAL_PROBLEM"
"reports/relaxation_measurement_canonical_self_audit_v2.md","21","- median_late_noise_ratio = 0.0000","REAL_PROBLEM"
"reports/relaxation_measurement_canonical_self_audit_v2.md","28","- EARLIEST_T0_CONTAINS_TRANSIENT: true","MODEL_MISMATCH"
"reports/relaxation_outlier_audit.md","52","## Error Message","REAL_PROBLEM"
"reports/relaxation_outlier_audit.md","54","License checkout failed.","REAL_PROBLEM"
"reports/relaxation_outlier_audit.md","55","License Manager Error -15","REAL_PROBLEM"
"reports/relaxation_outlier_audit.md","65","Licensing error: -15,0.","REAL_PROBLEM"
"reports/relaxation_outlier_audit.md","67","Error in matlab_runner_22900 (line 3)","REAL_PROBLEM"
"reports/relaxation_outlier_audit.md","70","Error in run (line 99)","REAL_PROBLEM"
"reports/relaxation_outlier_audit_no_toolbox.md","49","## Error","REAL_PROBLEM"
"reports/relaxation_pipeline_audit.md","40","- Output table combines both model families into one schema (`S` may be NaN for KWW; `tau,n` NaN for log).","REAL_PROBLEM"
"reports/relaxation_pipeline_audit.md","45","Major inconsistencies are listed in:","UNCLEAR"
"reports/relaxation_pipeline_audit.md","46","- `tables/relaxation_pipeline_inconsistencies.csv`","UNCLEAR"
"reports/relaxation_pipeline_audit.md","51","- No-relax accounting mismatch: fallback writes `tau=Inf` while canonical summary counts `isnan(tau)`.","REAL_PROBLEM"
"reports/relaxation_pipeline_audit.md","63","- Fallback window and fixed-length heuristic can include non-equilibrium or instrumentation transients.","UNCLEAR"
"reports/relaxation_pipeline_audit.md","69","- However, configuration-to-execution drift and missing strict mass validity checks reduce reproducibility/traceability.","REAL_PROBLEM"
"reports/relaxation_pipeline_audit.md","77","Inconsistencies triggered the ""new audit required"" condition.","UNCLEAR"
"reports/relaxation_pipeline_audit.md","111","2. admissible fit window (with transient rejection rules),","MODEL_MISMATCH"
"reports/relaxation_structure_scan.md","38","`sample; dataset; wait_time; temperature; Tp; matrix_name; coeff_mode1; coeff_mode2; coeff_mode3; Dip_depth; Dip_sigma; Dip_T0; FM_abs; FM_E; FM_step_mag; n_settings; n_default_settings; FM_abs_aux; FM_signed_aux; FM_present_aux; reconstruction_error_rank1; reconstruction_error_rank2; reconstruction_error_rank3; Dip_depth_std; Dip_depth_n; Dip_sigma_std; Dip_sigma_n; Dip_T0_std; Dip_T0_n; FM_abs_std; FM_abs_n; FM_E_std; FM_E_n; FM_step_mag_std; FM_step_mag_n`","MODEL_MISMATCH"
"reports/relaxation_structure_scan.md","46","`matrix_name; dataset; wait_time; tw_seconds; log10_tw_seconds; Tp; coeff_mode1; coeff_mode2; coeff_mode3; reconstruction_error_rank1; reconstruction_error_rank2; reconstruction_error_rank3`","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","145","| `C:/Dev/matlab-functions/results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/dominant_mode_summary.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","146","| `C:/Dev/matlab-functions/results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/tables/dominant_modes_vs_temperature.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","363","| `C:/Dev/matlab-functions/results/cross_experiment/runs/run_2026_03_11_213115_parallel_analysis_coordination/tables/existing_vs_missing_matrix.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","943","| `C:/Dev/matlab-functions/results/relaxation/runs/run_2026_03_10_114441_svd_audit/tables/reconstruction_error_summary.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","951","| `C:/Dev/matlab-functions/results/relaxation/runs/run_2026_03_10_143118_geometry_observables/tables/reconstruction_error_summary.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","960","| `C:/Dev/matlab-functions/results/relaxation/runs/run_2026_03_10_150549_geometry_observables/tables/reconstruction_error_summary.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1041","| `C:/Dev/matlab-functions/results/repository_audit/runs/run_2026_03_09_213137_repository_duplication_survey/tables/naming_inconsistencies.csv` | NO | NO | NO | NO |","UNCLEAR"
"reports/relaxation_time_series_scan.md","1337","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/tables/22k_residual_audit_per_temperature.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1338","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/tables/kappa_vs_T.csv` | YES | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1339","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/tables/phi_shape.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1340","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/tables/residual_decomposition_quality.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1341","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/tables/residual_decomposition_sources.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1547","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_033200_collapse_failure_mode_test/tables/collapse_failure_mode_metrics.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1548","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_033200_collapse_failure_mode_test/tables/collapse_projection_metrics.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1594","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_043700_collapse_failure_mode_test/tables/collapse_failure_mode_metrics.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/relaxation_time_series_scan.md","1595","| `C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_043700_collapse_failure_mode_test/tables/collapse_projection_metrics.csv` | NO | NO | NO | NO |","REAL_PROBLEM"
"reports/tau_extracted.md","12","## ERROR_MESSAGE","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_171522_observable_mode_correlation/reports/observable_mode_correlation_report.md","53","- `Dip_width` was not found as a stored column in the legacy Aging runs; the available width-like variable is `Dip_sigma`.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_200643_observable_mode_correlation/reports/observable_mode_correlation_report.md","3","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_200643_observable_mode_correlation/reports/observable_mode_correlation_report.md","45","- This means the `temperature` field in this run is **not** an independent scan-temperature coordinate; it is simply the stopping temperature carried through the join for provenance consistency.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_200643_observable_mode_correlation/reports/observable_mode_correlation_report.md","72","- the requested `coeff_mode3` vs `Dip_T0` plot is weaker still, consistent with `mode3` being a weak secondary correction rather than a dominant physical coordinate","MODEL_MISMATCH"
"results/aging/runs/run_2026_03_10_220738_tp_30_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","46","- coeff_mode1 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","47","- coeff_mode1 vs FM_step_mag: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","48","- coeff_mode2 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","49","- coeff_mode2 vs FM_step_mag: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_223913_tp_6_structured_export/reports/aging_observable_summary.md","50","- coeff_mode3 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","46","- coeff_mode1 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","47","- coeff_mode1 vs FM_step_mag: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","48","- coeff_mode2 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","49","- coeff_mode2 vs FM_step_mag: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_224229_tp_10_structured_export/reports/aging_observable_summary.md","50","- coeff_mode3 vs FM_abs: Pearson = NaN, Spearman = NaN, |best| = NaN","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_225135_tp_14_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_225902_tp_18_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_231114_tp_22_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_231719_tp_26_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_10_232934_tp_34_structured_export/reports/aging_observable_summary.md","6","## Scope and dataset provenance","REAL_PROBLEM"
"results/aging/runs/run_2026_03_11_011643_observable_identification_audit/reports/aging_observable_identification_audit.md","24","- Mode interpretation: mode 1 aligns most cleanly with Dip_depth (median |corr| 0.94 across reliable T_p), supporting a dip-amplitude interpretation. Mode 2 is weaker and mixed, with its strongest recurring association to Dip_sigma (median |corr| 0.77), which is consistent with a width/background crossover rather than a single pure observable. Mode 3 is best linked to Dip_T0 (median |corr| 0.80) but remains too fragile and T_p-dependent to elevate beyond a supporting geometric correction.","MODEL_MISMATCH"
"results/aging/runs/run_2026_03_11_011643_observable_identification_audit/reports/aging_observable_identification_audit.md","29","- FM_abs: Secondary / supporting observable. Useful background-magnitude descriptor, but missing at low Tp and less smooth across the sweep than dip-amplitude metrics.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_11_011643_observable_identification_audit/reports/aging_observable_identification_audit.md","34","- coeff_mode3: Geometric descriptor only. Acts as a weak correction channel with fragile Tp-dependent correlations and should be treated as residual geometry rather than a primary observable.","UNCLEAR"
"results/aging/runs/run_2026_03_11_011643_observable_identification_audit/reports/aging_observable_identification_audit.md","37","- T_p = 30 K and 34 K have only 3 physical points, so their correlations and any perfect |corr| values are structurally valid but statistically fragile.","UNCLEAR"
"results/aging/runs/run_2026_03_11_082451_aging_shape_collapse_analysis/reports/aging_shape_collapse_analysis.md","32","- Physically, near-separability at T_p = 26 K suggests one dominant aging response shape F(T), with t_w controlling how strongly that shape appears.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_211204_aging_dataset_build/reports/aging_dataset_build_report.md","40","- Missing Dip_depth values: 0","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_211204_aging_dataset_build/reports/aging_dataset_build_report.md","41","- Missing FM_abs values: 8","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_211204_aging_dataset_build/reports/aging_dataset_build_report.md","42","- Missing FM_abs values occur at Tp = 6 K and Tp = 10 K, and are preserved as NaN from the latest selected export.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","11","- Fragile high-T_p cases with only 3 points: `30, 34` K.","UNCLEAR"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","22","- `30 K` and `34 K` remain unresolved in the consensus curve because the direct Dip-depth half-range is not observed within the sampled waiting-time window.","UNCLEAR"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","32","- `T_p = 30 K`: logistic `700 s` (ok), stretched `5.03E+11 s` (extrapolated, \beta = 1.87), direct half-range `NaN s` (no_upward_crossing), consensus `NaN s` from ``.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","33","- `T_p = 34 K`: logistic `682 s` (ok), stretched `1.35E+12 s` (extrapolated, \beta = 1.72), direct half-range `NaN s` (no_upward_crossing), consensus `NaN s` from ``.","REAL_PROBLEM"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","39","- The high-T_p fit-only cases (`30, 34 K`) disagree by many decades and should be treated as unresolved rather than as genuine long aging times.","UNCLEAR"
"results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/reports/aging_timescale_extraction_report.md","42","- `30 K` and `34 K` are structurally fragile because only 3 waiting times are available and the shortest sampled point is already the local maximum.","UNCLEAR"
