"file_path","line_number","kind","var","value","code"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","104","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","104","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","105","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\motion_activity_comparison.m","105","default_runname","compositeRunName","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","129","explicit_runid_in_line","","run_legacy_cross_analysis","source.legacyCrossRunDir = fullfile(repoRoot, 'results', 'cross_analysis', 'runs', 'run_legacy_cross_analysis');"
"C:\Dev\matlab-functions\analysis\relaxation_aging_canonical_comparison.m","492","explicit_runid_in_line","","run_legacy_cross_analysis","lines(end + 1) = '- Legacy cross tree found: `results/cross_analysis/runs/run_legacy_cross_analysis/`; it is historical and non-canonical for this task.';"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","90","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","90","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","91","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","91","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","92","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\relaxation_switching_bridge_visualization.m","92","default_runname","compositeRunName","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","125","explicit_runid_in_line","","run_legacy_observable_survey","sources.relax.legacySurveyRunDir = fullfile(relaxRunsRoot, 'run_legacy_observable_survey');"
"C:\Dev\matlab-functions\analysis\relaxation_tau_time_window_test.m","126","explicit_runid_in_line","","run_legacy_observable_survey","sources.relax.legacySurveyRunName = ""run_legacy_observable_survey"";"
"C:\Dev\matlab-functions\analysis\relaxation_temperature_scaling_test.m","213","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\relaxation_temperature_scaling_test.m","213","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","50","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefault(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","50","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefault(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","51","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefault(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\ridge_crossover_vs_relaxation.m","51","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefault(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","273","explicit_runid_in_line","","run_2026_03_11_084425_relaxation_switching_motion_test","lines(end + 1) = ""- Prior ridge-motion bridge runs already existed for the older switching alignment-audit source. The main direct comparison was `run_2026_03_11_084425_relaxation_switching_motion_test`, which reported positive motion-vs-A alignment and a near-crossover peak match."";"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","274","explicit_runid_in_line","","run_2026_03_12_004907_switching_relaxation_observable_comparis","lines(end + 1) = ""- `run_2026_03_12_004907_switching_relaxation_observable_comparis` reused that saved motion baseline and ranked `|dI_peak/dT|` as the strongest saved switching observable against `A(T)` among motion, centroid, width, and curvature."";"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","275","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","lines(end + 1) = ""- For the newer full-scaling switching run `run_2026_03_12_234016_switching_full_scaling_collapse`, existing cross-experiment reuse was limited to width-only and composite-observable analyses; no saved run was found that directly derived full-scaling `|dI_peak/dT|` and compared it to Relaxation `A(T)`."";"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","355","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","355","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","356","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_motion_relaxation_analysis.m","356","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","94","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","94","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","95","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","95","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\run_alpha_decomposition_agent21a.m","13","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","ptRunDir = fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_013356_pt_robust_canonical');"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","15","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","ptRunDir = fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_013356_pt_robust_canonical');"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","37","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","decCfg.alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","38","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","decCfg.fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","39","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","decCfg.ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","10","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","ptRunDir = fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_013356_pt_robust_canonical');"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","44","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","'run_2026_03_25_031904_barrier_to_relaxation_mechanism', 'tables', 'barrier_descriptors.csv');"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","46","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', 'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","49","explicit_runid_in_line","","run_2026_03_25_013849_pt_robust_minpts7","'run_2026_03_25_013849_pt_robust_minpts7', 'tables', 'PT_summary.csv');"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","31","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","decCfg.alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","32","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","decCfg.fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","33","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","decCfg.ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\analysis\run_effective_collective_state_test.m","19","explicit_runid_in_line","","run_2026_03_25_043610_kappa_phi_temperature_structure_test","'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","14","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', 'tables', 'phi_shape.csv');"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","53","explicit_runid_in_line","","run_2026_03_25_041314_phi_physical_structure_test","'run_2026_03_25_041314_phi_physical_structure_test', 'tables', 'phi_physical_kernel_correlations.csv'));"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","58","explicit_runid_in_line","","run_2026_03_25_041024_pt_deformation_mode_test","'run_2026_03_25_041024_pt_deformation_mode_test', 'tables', 'pt_deformation_mode_correlation.csv'));"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","68","explicit_runid_in_line","","run_2026_03_25_034055_phi_pt_independence_test","'run_2026_03_25_034055_phi_pt_independence_test', 'tables', 'phi_projection_metrics.csv'));"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","70","explicit_runid_in_line","","run_2026_03_25_034055_phi_pt_independence_test","'run_2026_03_25_034055_phi_pt_independence_test', 'tables', 'phi_pt_correlation_metrics.csv'));"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","76","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","fullfile(rootDir, 'results', 'switching', 'runs', 'run_2026_03_24_220314_residual_decomposition', 'tables', 'phi_shape.csv'), ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","77","explicit_runid_in_line","","run_2026_03_25_011526_rsr_child_tmax_28k","fullfile(rootDir, 'results', 'switching', 'runs', 'run_2026_03_25_011526_rsr_child_tmax_28k', 'tables', 'phi_shape.csv'), ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","78","explicit_runid_in_line","","run_2026_03_25_011605_rsr_child_tmax_25k","fullfile(rootDir, 'results', 'switching', 'runs', 'run_2026_03_25_011605_rsr_child_tmax_25k', 'tables', 'phi_shape.csv'), ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","79","explicit_runid_in_line","","run_2026_03_25_043610_kappa_phi_temperature_structure_test","fullfile(rootDir, 'results', 'switching', 'runs', 'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', 'phi_shape.csv') ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","111","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","fprintf(fid, '- Canonical Phi source: `run_2026_03_24_220314_residual_decomposition/tables/phi_shape.csv`.\n\n');"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","16","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","17","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition');"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","32","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","kappaRunId = 'run_2026_03_24_220314_residual_decomposition';"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","31","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","decCfg.alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","32","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","decCfg.fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","33","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","decCfg.ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","40","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","decCfg.alignmentRunId = 'run_2026_03_10_112659_alignment_audit';"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","41","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","decCfg.fullScalingRunId = 'run_2026_03_12_234016_switching_full_scaling_collapse';"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","42","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","decCfg.ptRunId = 'run_2026_03_24_212033_switching_barrier_distribution_from_map';"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","42","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","'run_2026_03_12_234016_switching_full_scaling_collapse', ..."
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","104","explicit_runid_in_line","","run_legacy_mode23_analysis","'run_legacy_mode23_analysis', 'reports', 'mode23_analysis_report.md'), ..."
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","110","explicit_runid_in_line","","run_legacy_mechanism_followup","'run_legacy_mechanism_followup', 'reports', 'mechanism_followup_report.md'), ..."
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","20","explicit_runid_in_line","","run_2026_03_25_031904_barrier_to_relaxation_mechanism","'run_2026_03_25_031904_barrier_to_relaxation_mechanism', 'tables', 'barrier_descriptors.csv');"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","22","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', 'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","26","explicit_runid_in_line","","run_2026_03_25_013849_pt_robust_minpts7","'run_2026_03_25_013849_pt_robust_minpts7', 'tables', 'PT_summary.csv');"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","94","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","94","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","95","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","95","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","54","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefault(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","54","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefault(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","55","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefault(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","55","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefault(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","179","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","179","default_runname","switchRunName","run_2026_03_10_112659_alignment_audit","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_10_112659_alignment_audit');"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","180","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","180","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","124","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","124","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","125","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","125","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","126","explicit_runid_in_line","","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","126","default_runname","motionRunName","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","837","explicit_runid_in_line","","run_2026_03_13_002809_switching_width_relaxation_correlation","lines(end+1) = ""- `run_2026_03_13_002809_switching_width_relaxation_correlation` already tested the full-scaling width alone against relaxation observables."";"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","838","explicit_runid_in_line","","run_2026_03_13_011259_switching_width_dynamics_analysis","lines(end+1) = ""- `run_2026_03_13_011259_switching_width_dynamics_analysis` already tested width-only inverse, product, and ridge-motion hypotheses."";"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","839","explicit_runid_in_line","","run_2026_03_10_233449_simple_switching_vs_relaxation_search","lines(end+1) = ""- Older runs such as `run_2026_03_10_233449_simple_switching_vs_relaxation_search` scanned derived observables from the earlier alignment-audit switching data, not from the full-scaling collapse run."";"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","133","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","133","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","134","explicit_runid_in_line","","run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","cfg = setDefaultField(cfg, 'switchFigureRunName', 'run_2026_03_12_235922_switching_full_scaling_collapse_figure_r');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","134","default_runname","switchFigureRunName","run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","cfg = setDefaultField(cfg, 'switchFigureRunName', 'run_2026_03_12_235922_switching_full_scaling_collapse_figure_r');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","135","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","135","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","136","explicit_runid_in_line","","run_2026_03_13_115401_AX_functional_relation_analysis","cfg = setDefaultField(cfg, 'axRunName', 'run_2026_03_13_115401_AX_functional_relation_analysis');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","136","default_runname","axRunName","run_2026_03_13_115401_AX_functional_relation_analysis","cfg = setDefaultField(cfg, 'axRunName', 'run_2026_03_13_115401_AX_functional_relation_analysis');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","137","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","137","default_runname","compositeRunName","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","125","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","125","default_runname","switchRunName","run_2026_03_12_234016_switching_full_scaling_collapse","cfg = setDefaultField(cfg, 'switchRunName', 'run_2026_03_12_234016_switching_full_scaling_collapse');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","126","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","126","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","127","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","127","default_runname","compositeRunName","run_2026_03_13_071713_switching_composite_observable_scan","cfg = setDefaultField(cfg, 'compositeRunName', 'run_2026_03_13_071713_switching_composite_observable_scan');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","128","explicit_runid_in_line","","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","128","default_runname","motionRunName","run_2026_03_11_084425_relaxation_switching_motion_test","cfg = setDefaultField(cfg, 'motionRunName', 'run_2026_03_11_084425_relaxation_switching_motion_test');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","462","explicit_runid_in_line","","run_2026_03_13_071713_switching_composite_observable_scan","baselineCorrTbl.saved_composite_run = repmat(string('run_2026_03_13_071713_switching_composite_observable_scan'), 1, 1);"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","98","explicit_runid_in_line","","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","98","default_runname","relaxRunName","run_2026_03_10_175048_relaxation_observable_stability_audit","cfg = setDefaultField(cfg, 'relaxRunName', 'run_2026_03_10_175048_relaxation_observable_stability_audit');"
