T_K,logt,M,R_relax,C
5,3.13944536204498,1.08440461009242e-05,3.39345885114569e-05,0.00088282151578614
5,3.14845792866617,1.03633037592487e-05,3.54743857290529e-05,-0.000461194715135267
5,3.15747049528735,1.02046155714668e-05,2.56214923204669e-05,-0.00150372697758653
5,3.16648306190853,9.90147294630418e-06,8.36950659792449e-06,0.000296127034811153
5,3.17549562852971,1.00537540998664e-05,3.09592215796029e-05,0.00198493379775581
5,3.18450819515089,9.34342885225209e-06,4.41482027797367e-05,-0.001344537514683
5,3.19352076177207,9.25797686235092e-06,6.72375372809025e-06,-0.00121004847115842
5,3.20253332839326,9.22223229541438e-06,2.23369178573798e-05,0.00175245252215996
5,3.21154589501444,8.85535094174777e-06,3.83119439409512e-05,-0.000944820208189902
5,3.22055846163562,8.53165440110491e-06,5.30640771468251e-06,-0.000660746452873671
5,3.2295710282568,8.75970223565233e-06,2.64019010884865e-05,0.00326351877805808
5,3.23858359487798,8.05575661613333e-06,6.41317685281232e-05,3.49067761951979e-05
5,3.24759616149916,7.60371856286472e-06,2.70311003804662e-05,-0.00296229920209748
5,3.25660872812034,7.56851743008782e-06,1.07359307065795e-05,-8.55429086454431e-06
5,3.26562129474153,7.41020198139777e-06,2.68769081478388e-05,0.00100241065196682
5,3.27463386136271,7.08405757958008e-06,2.88045162718526e-05,0.000561135277748609
5,3.28364642798389,6.8909967376159e-06,3.69914462962461e-05,0.000211623383915081
5,3.29265899460507,6.41728183126264e-06,3.26190559641211e-05,-0.00123315972276431
5,3.30167156122625,6.30303390762262e-06,1.47635779843078e-05,-0.000355125376724148
5,3.31068412784743,6.15116637096152e-06,2.6217873730925e-05,0.00033610023130218
5,3.31969669446862,5.83045324029107e-06,2.08218294363209e-05,-0.000560428460947922
5,3.3287092610898,5.77585012102194e-06,1.61160760495225e-05,-0.00030560470478283
5,3.33772182771098,5.53995882215442e-06,1.53132639131182e-05,0.00121700333049856
5,3.34673439433216,5.49982649861256e-06,3.80527232381549e-05,0.00169794615406333
5,3.35574696095334,4.85405341555203e-06,4.59189695784624e-05,-0.000977427865531712
5,3.36475952757452,4.6721309536089e-06,2.04344557271503e-05,-0.00139714360240523
5,3.3737720941957,4.48571962833504e-06,2.07352699863972e-05,0.000361141736821545
5,3.38278466081689,4.29837494928757e-06,2.69440836527396e-05,0.000136334756049363
5,3.39179722743807,4.00004893040084e-06,2.31927221297531e-05,-0.00103207221134037
5,3.40080979405925,3.88032304264574e-06,8.34084452759226e-06,8.15738309781221e-05
5,3.40982236068043,3.84970409643718e-06,2.46631013022235e-05,0.00165728364273773
5,3.41883492730161,3.43576735550334e-06,3.82136030083235e-05,0.000742177948530893
5,3.42784749392279,3.1608988105415e-06,3.80409577140342e-05,-0.000934600819451372
5,3.43686006054398,2.75007402404052e-06,2.13672987092846e-05,-0.000828590475838813
5,3.44587262716516,2.77575040427713e-06,2.3105503983681e-05,0.000574983548032283
5,3.45488519378634,2.33359423610279e-06,3.17314537747314e-05,0.000135448844902295
5,3.46389776040752,2.20378672201381e-06,2.55469874605686e-05,-0.000165462616351998
5,3.4729103270287,1.87310638318514e-06,2.87489680683571e-05,-0.000132368906868778
5,3.48192289364988,1.68558274200132e-06,2.31610202771134e-05,-0.000136973222310054
5,3.49093546027106,1.45562590666117e-06,2.6280007485583e-05,0.000591441192251013
5,3.49994802689225,1.2118821054632e-06,3.38218265724642e-05,-0.000257164560758419
5,3.50896059351343,8.45982976192166e-07,2.16445820126969e-05,-0.000874930185865594
5,3.51797316013461,8.2173563070915e-07,1.8051093394474e-05,0.000891170072110475
5,3.52698572675579,5.20609612586487e-07,3.77080413040918e-05,0.000566698807869413
5,3.53599829337697,1.42043161894482e-07,2.82659149146068e-05,-0.00165478708546031
5,3.54501085999815,1.11127300334891e-08,7.88028360093318e-06,-0.00149973309118936
5,3.55402342661934,0,1.23302611792756e-06,-0.000737554324134151
7,0.318512009615164,6.55985652146503e-05,2.07455765449333e-06,8.47233414632778e-06
7,0.327524576236345,6.55798681255797e-05,2.15091513042402e-06,1.25995388094594e-05
7,0.336537142857527,6.55597946828314e-05,2.30166602032616e-06,1.65088186535458e-05
7,0.345549709478708,6.55383802888839e-05,2.44848878632819e-06,1.60729690163639e-05
7,0.35456227609989,6.55156603462154e-05,2.5913834284465e-06,1.56371193791554e-05
7,0.363574842721072,6.54916702573041e-05,2.73034994666422e-06,1.52012697397795e-05
7,0.372587409342253,6.54664454246285e-05,2.86538834095912e-06,1.47654201015966e-05
7,0.381599975963435,6.54400212506672e-05,2.99649861137496e-06,1.43295704650061e-05
7,0.390612542584616,6.54124331378979e-05,3.12368075789669e-06,1.38937208269562e-05
7,0.399625109205798,6.53837164887995e-05,3.24693478051304e-06,1.34578711887823e-05
7,0.408637675826979,6.53539067058499e-05,3.36626067923305e-06,1.30220215502736e-05
7,0.417650242448161,6.53230391915278e-05,3.48165845404165e-06,1.25861719124735e-05
7,0.426662809069342,6.52911493483114e-05,3.59312810496667e-06,1.21503222749242e-05
7,0.435675375690524,6.52582725786789e-05,3.70066963198481e-06,1.17144726367909e-05
7,0.444687942311705,6.52244442851089e-05,3.80428303510884e-06,1.12786229989913e-05
7,0.453700508932887,6.51896998700794e-05,3.903968314332e-06,1.0842773360858e-05
7,0.462713075554068,6.51540747360691e-05,3.99972546965505e-06,1.04069237233504e-05
7,0.47172564217525,6.5117604285556e-05,4.0915545010885e-06,9.97107408484102e-06
7,0.480738208796431,6.50803239210186e-05,4.17945540860378e-06,9.53522444636087e-06
7,0.489750775417613,6.50422690449354e-05,4.26342819223e-06,9.09937481041066e-06
7,0.498763342038795,6.50034750597844e-05,4.34347285198364e-06,8.66352517199907e-06
7,0.507775908659976,6.49639773680438e-05,4.41958938780384e-06,8.22767553264227e-06
7,0.516788475281158,6.49238113721927e-05,4.49177779973445e-06,7.79182589601066e-06
7,0.525801041902339,6.48830124747085e-05,4.56003808778073e-06,7.35597625758538e-06
7,0.534813608523521,6.48416160780702e-05,4.62437025190509e-06,6.92012661945211e-06
7,0.543826175144702,6.47996575847559e-05,4.68477429215038e-06,6.48427698215308e-06
7,0.552838741765884,6.47571723972438e-05,4.74125020848878e-06,6.04842734343579e-06
7,0.561851308387065,6.47141959180125e-05,4.79379800092256e-06,5.61257770626185e-06
7,0.570863875008247,6.46707635495402e-05,4.84241766947727e-06,5.17672806837885e-06
7,0.579876441629428,6.4626910694305e-05,4.88710921411457e-06,4.74087842931279e-06
7,0.58888900825061,6.45826727547858e-05,4.92787263485148e-06,4.30502879244575e-06
7,0.597901574871792,6.45380851334604e-05,4.96470793171062e-06,6.29708247799177e-06
7,0.606914141492973,6.44931832328073e-05,5.04137838555543e-06,1.47938289566139e-05
7,0.615926708114155,6.44472136163356e-05,5.23136866981831e-06,2.47637814474145e-05
7,0.624939274735336,6.43988871154939e-05,5.48774884572983e-06,2.7800840055644e-05
7,0.633951841356518,6.43482962121907e-05,5.73248251607092e-06,2.64317474301913e-05
7,0.642964407977699,6.42955583543322e-05,5.96418461498752e-06,2.49858139959686e-05
7,0.651976974598881,6.42407909898235e-05,6.18285514251715e-06,2.35398805607427e-05
7,0.660989541220062,6.41841115665701e-05,6.38849409860422e-06,2.20939471234748e-05
7,0.670002107841244,6.41256375324781e-05,6.58110148326751e-06,2.06480136886263e-05
7,0.679014674462425,6.40654863354527e-05,6.76067729653184e-06,1.92020802530686e-05
7,0.688027241083607,6.40037754233995e-05,6.92722153835962e-06,1.77561468169687e-05
7,0.697039807704788,6.39406222442244e-05,7.08073420877866e-06,1.63102133818282e-05
7,0.70605237432597,6.38761442458325e-05,7.22121530777844e-06,1.486427994577e-05
7,0.715064940947151,6.38104588761299e-05,7.34866483535295e-06,1.34183465102311e-05
7,0.724077507568333,6.37436835830218e-05,7.46308279151755e-06,1.19724130747792e-05
7,0.733090074189515,6.3675935814414e-05,7.56446917625846e-06,1.05264796396205e-05
7,0.742102640810696,6.3607333018212e-05,7.65282398959474e-06,9.0805462037896e-06
7,0.751115207431878,6.35379926423212e-05,7.7281472314952e-06,7.63461276710571e-06
7,0.760127774053059,6.34680321346477e-05,7.79043890197566e-06,6.1886793322155e-06
7,0.769140340674241,6.33975689430966e-05,7.83969900105265e-06,4.64732352248577e-06
7,0.778152907295422,6.33267205155737e-05,7.87420752768883e-06,-4.90734346224627e-07
7,0.787165473916604,6.3255635303232e-05,7.83085344907534e-06,-1.00707233119486e-05
7,0.796178040537785,6.31855683387527e-05,7.69268139814399e-06,-1.60900808483622e-05
7,0.805190607158967,6.31169736960394e-05,7.54082759790322e-06,-1.55720785960081e-05
7,0.814203173780148,6.30496439165428e-05,7.4119926065904e-06,-1.30179993961879e-05
7,0.82321574040133,6.29833715417142e-05,7.30617642423793e-06,-1.04639201945275e-05
7,0.832228307022511,6.29179491130037e-05,7.22337905084658e-06,-7.90984099408177e-06
7,0.841240873643693,6.28531691718626e-05,7.1636004863937e-06,-5.35576179426416e-06
7,0.850253440264874,6.27888242597414e-05,7.12684073089061e-06,-2.80168259384032e-06
7,0.859266006886056,6.27247069180912e-05,7.11309978433692e-06,-2.47603392788692e-07
7,0.868278573507238,6.26606096883625e-05,7.12237764674434e-06,2.30647580830468e-06
7,0.877291140128419,6.25963251120062e-05,7.1546743181019e-06,4.8605550087703e-06
7,0.886303706749601,6.2531645730473e-05,7.20998979840926e-06,7.41463420950806e-06
7,0.895316273370782,6.24663640852138e-05,7.28832408767167e-06,9.96871341020408e-06
7,0.904328839991964,6.24002727176792e-05,7.38967718588312e-06,1.25227926100242e-05
7,0.913341406613145,6.23331641693202e-05,7.51404909303383e-06,1.50768718102196e-05
7,0.922353973234327,6.22648309815876e-05,7.66143980914035e-06,1.76309510119168e-05
7,0.931366539855508,6.21950656959321e-05,7.83184933421321e-06,2.01850302123209e-05
7,0.94037910647669,6.21236608538043e-05,8.02527766821856e-06,2.2739109412433e-05
7,0.949391673097871,6.20504089966555e-05,8.24172481118498e-06,2.52931886138381e-05
7,0.958404239719053,6.19751026659358e-05,8.48119076310721e-06,2.78472678139501e-05
7,0.967416806340234,6.18975344030966e-05,8.7436755239672e-06,3.04013470140346e-05
7,0.976429372961416,6.18174967495883e-05,9.0291790937825e-06,3.2955426214548e-05
7,0.985441939582598,6.1734782246862e-05,9.33770147254332e-06,3.55095054156788e-05
7,0.994454506203779,6.16491834363683e-05,9.66924266027052e-06,3.80635846163811e-05
7,1.00346707282496,6.15604928595579e-05,1.00238026569355e-05,4.06176638165e-05
7,1.01247963944614,6.14685030578819e-05,1.04013814625564e-05,4.31717430178812e-05
7,1.02149220606732,6.13730065727907e-05,1.08019790771377e-05,4.57258222185924e-05
7,1.03050477268851,6.12737959457352e-05,1.12255955006634e-05,4.82799014187555e-05
7,1.03951733930969,6.11706637181663e-05,1.16722307331393e-05,5.08339806188874e-05
7,1.04852990593087,6.10634024315348e-05,1.21418847745584e-05,5.33880598199274e-05
7,1.05754247255205,6.09518046272915e-05,1.26345576249446e-05,5.59421390206868e-05
7,1.06655503917323,6.08356628468869e-05,1.31502492842689e-05,5.84962182201949e-05
7,1.07556760579441,6.07147696317723e-05,1.36889597525378e-05,6.10502974214755e-05
7,1.08458017241559,6.05889175233981e-05,1.42506890297767e-05,6.36043766227765e-05
7,1.09359273903678,6.0457899063215e-05,1.48354371159612e-05,6.61584558228218e-05
7,1.10260530565796,6.03215067926741e-05,1.54432040110925e-05,6.87125350230518e-05
7,1.11161787227914,6.01795332532261e-05,1.6073989715172e-05,0.000242931896668923
7,1.12063043890032,6.00317709863218e-05,1.98220838173691e-05,0.000662576230716488
7,1.1296430055215,5.98222375512768e-05,2.80170145570574e-05,0.000692240111905809
7,1.13865557214268,5.95267605658777e-05,3.22998040701775e-05,-6.69472257562737e-05
7,1.14766813876387,5.92400292792094e-05,2.68102818925935e-05,-0.000704722289045437
7,1.15668070538505,5.90435016624982e-05,1.95970909112655e-05,-0.000577778589945028
7,1.16569327200623,5.88867891043712e-05,1.63957458242515e-05,-0.000278523662281658
7,1.17470583862741,5.87479661594082e-05,1.45766647874886e-05,-0.000183432637310819
7,1.18371840524859,5.86240427793475e-05,1.30893480957265e-05,-0.000146621331614812
7,1.19273097186977,5.85120289159271e-05,1.19337957489593e-05,-0.000113700364128059
7,1.20174353849095,5.84089345208854e-05,1.10398838826134e-05,-0.000125033178114701
7,1.21075610511214,5.83130335379627e-05,9.68005605372487e-06,-0.000165713661818466
7,1.21976867173332,5.82344502207234e-05,8.05287304825451e-06,-0.000132378965144935
7,1.2287812383545,5.81678794282841e-05,7.29390756850168e-06,-2.05343334192708e-05
7,1.23779380497568,5.81029765649437e-05,7.68273895232911e-06,0.000106820826526032
7,1.24680637159686,5.80293970350021e-05,9.21936719969244e-06,0.000273476223895714
7,1.25581893821804,5.7936796242759e-05,1.26121843266668e-05,0.000525282533926054
7,1.26483150483923,5.78020607320366e-05,1.86876548635993e-05,0.000659527744165335
7,1.27384407146041,5.75999487738552e-05,2.45002597922867e-05,0.000451914991950929
7,1.28285663808159,5.73604402848082e-05,2.68334828077348e-05,5.73720777107668e-05
7,1.29186920470277,5.71162716708892e-05,2.55343991374143e-05,-0.000322732194487209
7,1.30088177132395,5.69001793380927e-05,2.10161920005037e-05,-0.000502785258329536
7,1.30989433794513,5.67374520098331e-05,1.647162786373e-05,-0.00038000922329405
7,1.31890690456631,5.66032760511304e-05,1.41664751173027e-05,-0.000173796238324909
7,1.3279194711875,5.6482099408269e-05,1.33389275109009e-05,-2.37478034384753e-05
7,1.33693203780868,5.63628401054361e-05,1.37384177961106e-05,6.97124654507331e-05
7,1.34594460442986,5.62344625969549e-05,1.45955039893037e-05,7.30651190580185e-05
7,1.35495717105104,5.60997542012895e-05,1.50554263025002e-05,5.16056642359735e-05
7,1.36396973767222,5.59630865318318e-05,1.55257029632176e-05,8.02390493745583e-05
7,1.3729823042934,5.58199013366962e-05,1.6501745858717e-05,0.000174710740420297
7,1.38199487091459,5.56656403639967e-05,1.86748873381666e-05,0.000300801904794708
7,1.39100743753577,5.54832840041395e-05,2.19237402722003e-05,0.000250314067171098
7,1.40002000415695,5.52704620244194e-05,2.31868317513627e-05,-9.66943382535863e-05
7,1.40903257077813,5.5065338272353e-05,2.01808119413975e-05,-0.000482682986895164
7,1.41804513739931,5.49067002002367e-05,1.44864065987571e-05,-0.000559120765978559
7,1.42705770402049,5.48042188632074e-05,1.01025856360636e-05,-0.000301824918292216
7,1.43607027064167,5.47245997480543e-05,9.04597223067546e-06,4.37020207920109e-05
7,1.44508283726286,5.46411640084427e-05,1.08903203838005e-05,0.000298455273351444
7,1.45409540388404,5.45283002720842e-05,1.44256682997232e-05,0.000379925421672856
7,1.46310797050522,5.43811394152301e-05,1.77385267316135e-05,0.000314497274133815
7,1.4721205371264,5.42085609642237e-05,2.00945235703442e-05,0.000325770209760314
7,1.48113310374758,5.40189329504329e-05,2.36105781689347e-05,0.000438572872748536
7,1.49014567036876,5.37829771467995e-05,2.79998580381212e-05,0.000152639671403792
7,1.49915823698994,5.35142317785286e-05,2.63619285840581e-05,-0.000561441071922897
7,1.50817080361113,5.3307799871546e-05,1.78798079089718e-05,-0.000833234474356188
7,1.51718337023231,5.31919458586214e-05,1.13427661616517e-05,-0.000409423818415159
7,1.52619593685349,5.31033450001453e-05,1.04998890294428e-05,5.50133308952393e-05
7,1.53520850347467,5.30026839598357e-05,1.23343887811445e-05,0.000218067457656385
7,1.54422107009585,5.28810159989021e-05,1.44305840095218e-05,0.000265194873641413
7,1.55323363671703,5.2742570760299e-05,1.71145617137218e-05,0.0004469476368996
7,1.56224620333822,5.25725237436275e-05,2.24868747169995e-05,0.000531070316861188
7,1.5712587699594,5.23372418473206e-05,2.66871749362123e-05,0.000110269684734501
7,1.58027133658058,5.20914838595401e-05,2.44745004769319e-05,-0.000350593637812242
7,1.58928390320176,5.18960857151837e-05,2.0367677900723e-05,-0.00024817996896078
7,1.59829646982294,5.17243537515421e-05,2.00010234683291e-05,0.000134992577049277
7,1.60730903644412,5.15355646021835e-05,2.28009370887657e-05,0.000253422680577424
7,1.61632160306531,5.13133638224662e-05,2.45690010523757e-05,1.12462045040847e-05
7,1.62533416968649,5.10927050845825e-05,2.30036514234228e-05,-0.000207866750770646
7,1.63434673630767,5.08987199404982e-05,2.08221751730784e-05,-0.00019022008835073
7,1.64335930292885,5.0717382602692e-05,1.95749089855274e-05,-0.000121675834433075
7,1.65237186955003,5.0545879597827e-05,1.86289520450469e-05,2.23670495968015e-05
7,1.66138443617121,5.03815932599145e-05,1.99780780347482e-05,0.000292058177315598
7,1.67039700279239,5.01857720793244e-05,2.38933396056813e-05,0.000242764593888316
7,1.67940956941358,4.99509126299169e-05,2.43539421861149e-05,-0.000167025803807801
7,1.68842213603476,4.97467890264427e-05,2.08826772371318e-05,-0.000382360621483862
7,1.69743470265594,4.95744995902604e-05,1.74618410372368e-05,-0.000358350053918843
7,1.70644726927712,4.94320370150896e-05,1.44233697678377e-05,0.000128774562536292
7,1.7154598358983,4.93145164283913e-05,1.97830196851801e-05,0.00109776954234338
7,1.72447240251948,4.9075445449328e-05,3.42108120379817e-05,0.000528710356651127
7,1.73348496914067,4.8697861983077e-05,2.93130943104376e-05,-0.00111558111352582
7,1.74249753576185,4.85470730186362e-05,1.41023138240073e-05,-0.000854872629377006
7,1.75151010238303,4.84436658973737e-05,1.39039012606704e-05,0.000139201805670778
7,1.76052266900421,4.8296453345824e-05,1.66114449188001e-05,0.000150271542679996
7,1.76953523562539,4.81442423893642e-05,1.66125658400123e-05,0.000509682414808926
7,1.77854780224657,4.79970096330603e-05,2.57985383570188e-05,0.00114049578362022
7,1.78756036886775,4.76792202980208e-05,3.71701543021165e-05,0.00012193627585236
7,1.79657293548894,4.73270126491252e-05,2.7996455976336e-05,-0.00136906956792469
7,1.80558550211012,4.71745804487332e-05,1.24924929222001e-05,-0.0011377810970139
7,1.8145980687313,4.71018337996733e-05,7.48780010202189e-06,0.000708346939168851
7,1.82361063535248,4.70396118542021e-05,2.52605408825365e-05,0.00149280650846424
7,1.83262320197366,4.66465091844915e-05,3.4395836322152e-05,-0.000103346815612435
7,1.84163576859484,4.64196223215129e-05,2.33977007609488e-05,-0.000336347928664808
7,1.85064833521603,4.62247625107103e-05,2.83331200921737e-05,-0.000289128293292407
7,1.85966090183721,4.59089140566794e-05,1.81861247502141e-05,-0.00107014249511364
7,1.86867346845839,4.58969551889255e-05,9.04365902943854e-06,0.000543502965360081
7,1.87768603507957,4.57459008976753e-05,2.79828381184474e-05,0.00127765782623908
7,1.88669860170075,4.53925608033411e-05,3.2073611585542e-05,-0.000481119933564283
7,1.89571116832193,4.51677697752822e-05,1.93105872103958e-05,-0.000704449409815654
7,1.90472373494311,4.50444848958855e-05,1.93758171111129e-05,-4.14712597866674e-05
7,1.9137363015643,4.48185180901746e-05,1.85630622270122e-05,0.000101355935983141
7,1.92274886818548,4.47098832258572e-05,2.12027713621142e-05,0.00118945230385857
7,1.93176143480666,4.44363353112652e-05,4.00030984894951e-05,0.000420836276881544
7,1.94077400142784,4.39888220454768e-05,2.87884013261227e-05,-0.00192196392290598
7,1.94978656804902,4.39174205415273e-05,5.35944269210582e-06,-0.000324226739452426
7,1.9587991346702,4.38922173768468e-05,2.29441711467568e-05,0.00127187807126609
7,1.96781170129138,4.35038487994715e-05,2.8285214394713e-05,0.000662568380907436
7,1.97682426791257,4.33823726185931e-05,3.48870544947947e-05,0.000592747532073268
7,1.98583683453375,4.2875004993769e-05,3.89695676394196e-05,-0.00159942396304333
7,1.99484940115493,4.26799409694954e-05,6.05722444991518e-06,-0.00120682609535763
7,2.00386196777611,4.27658227159804e-05,1.72163664702412e-05,0.00131692599786411
7,2.01287453439729,4.236961366992e-05,2.97949910317436e-05,0.000425687396639089
7,2.02188710101847,4.22287640326783e-05,2.48894385142542e-05,-0.00030986489071163
7,2.03089966763966,4.19209782243728e-05,2.42096350895341e-05,0.000185878375234345
7,2.03991223426084,4.17923821344403e-05,2.82399209947284e-05,0.000332504018283774
7,2.04892480088202,4.14119498856891e-05,3.02030643227192e-05,-0.000257833337381568
7,2.0579373675032,4.12479678756957e-05,2.35924407341032e-05,-0.000166032062842808
7,2.06694993412438,4.09866929979444e-05,2.72103142674737e-05,9.16277659827701e-05
7,2.07596250074556,4.0757498335458e-05,2.52440434246424e-05,-0.000775207275025604
7,2.08497506736674,4.05316657516393e-05,1.32370998446903e-05,-0.000240887758923637
7,2.09398763398793,4.05188978470149e-05,2.0902009473588e-05,0.00105096446462012
7,2.10300020060911,4.01549042458446e-05,3.21808743524637e-05,0.00077696792159707
7,2.11201276723029,3.99388332989561e-05,3.49069597854147e-05,-0.000100178838688875
7,2.12102533385147,3.95257016446268e-05,3.03751374370319e-05,-0.00117324252637737
7,2.13003790047265,3.93913173993986e-05,1.37591069218595e-05,5.88284755746115e-06
7,2.13905046709383,3.92776919090644e-05,3.04811765480996e-05,0.000756726109163508
7,2.14806303371502,3.88418901307349e-05,2.73991958675121e-05,-0.00117727746803228
7,2.1570756003362,3.87838177528187e-05,9.26059332357757e-06,0.000164564693885182
7,2.16608816695738,3.86749667021741e-05,3.03654964017807e-05,0.00147421782358003
7,2.17510073357856,3.82364756342062e-05,3.58335660218696e-05,-0.000294335374655377
7,2.18411330019974,3.8029061900081e-05,2.50600620556775e-05,-0.000305476260395492
7,2.19312586682092,3.77847646765908e-05,3.0327315725863e-05,8.68258475268591e-05
7,2.20213843344211,3.74824079932389e-05,2.66251095262309e-05,-0.000248732985418332
7,2.21115100006329,3.73048435297878e-05,2.58438705219252e-05,0.000673572891407595
7,2.22016356668447,3.70165687835829e-05,3.87663506422944e-05,-0.00104503112357341
7,2.22917613330565,3.66060748941404e-05,7.00704527710135e-06,-0.00187653904000682
7,2.23818869992683,3.68902658588279e-05,4.94148441168116e-06,0.00203781600486659
7,2.24720126654801,3.65170039792048e-05,4.37389502882353e-05,0.00211603056503945
7,2.25621383316919,3.61018654520015e-05,4.30832172914236e-05,-0.000460061291905641
7,2.26522639979038,3.57404232470169e-05,3.54462842019792e-05,-0.00104567024421287
7,2.27423896641156,3.54629414563139e-05,2.42348718119049e-05,-0.00188507723043887
7,2.28325153303274,3.53035864534958e-05,1.46751595117959e-06,-2.80750034293958e-05
7,2.29226409965392,3.54364892857586e-05,2.37288161343103e-05,0.00244019193700123
7,2.3012766662751,3.48758713809914e-05,4.54523007525593e-05,-0.00051346240130541
7,2.31028923289628,3.46172055085219e-05,1.44735879358382e-05,-0.00117776893195468
7,2.31930179951746,3.46149830299529e-05,2.42228588253642e-05,0.00100940339441996
7,2.32831436613865,3.41805852506836e-05,3.26682186155582e-05,-0.000401877794787746
7,2.33732693275983,3.40261340366166e-05,1.69789580271654e-05,-0.000237952180205044
7,2.34633949938101,3.38745372699275e-05,2.83790988620523e-05,0.000769270251291664
7,2.35535206600219,3.351459699833e-05,3.08451568060814e-05,-0.000314720444300759
7,2.36436463262337,3.33185492086164e-05,2.27062209194363e-05,7.19587974062278e-05
7,2.37337719924455,3.31053143408267e-05,3.21422237172886e-05,0.000578827046201345
7,2.38238976586574,3.27391813434062e-05,3.31396555515032e-05,-0.000640373464800082
7,2.39140233248692,3.25079676339046e-05,2.05994066893889e-05,6.27077748302694e-05
7,2.4004148991081,3.23678742931164e-05,3.42699715481507e-05,0.00125187098056211
7,2.40942746572928,3.18902468305373e-05,4.31645479162647e-05,-0.000566587436733211
7,2.41844003235046,3.15898275655795e-05,2.40571575075873e-05,-0.00122950221296507
7,2.42745259897164,3.14566133610306e-05,2.10026067057929e-05,0.000746864572281497
7,2.43646516559282,3.12112527812707e-05,3.75194909369595e-05,0.000818951063006063
7,2.44547773221401,3.0780319537706e-05,3.57643087354579e-05,-0.00151435786526834
7,2.45449029883519,3.05665963509928e-05,1.02229886388664e-05,-0.000569302345610411
7,2.46350286545637,3.05960488053553e-05,2.55025581006422e-05,0.00126033556745343
7,2.47251543207755,3.01069093432077e-05,3.29407051722999e-05,-0.000317906989941401
7,2.48152799869873,3.00022882055273e-05,1.97722422482709e-05,-0.000139385849661988
7,2.49054056531991,2.97505120421824e-05,3.0428256660043e-05,0.000589574418419744
7,2.4995531319411,2.9453814824897e-05,3.03993996965794e-05,-0.00091250828823436
7,2.50856569856228,2.92025588121635e-05,1.39801731798519e-05,-3.73076129660631e-05
7,2.51757826518346,2.92018203405789e-05,2.97269250019117e-05,0.000965555815353189
7,2.52659083180464,2.86667270281184e-05,3.13844454045287e-05,-0.000432248794593897
7,2.53560339842582,2.86361115304247e-05,2.19355828855072e-05,0.000411883123608055
7,2.544615965047,2.82713352238583e-05,3.88086935878433e-05,0.000324091005065376
7,2.55362853166818,2.79365796575419e-05,2.7777366434461e-05,-0.00194266457357686
7,2.56264109828937,2.7770644492755e-05,3.79190580388812e-06,-0.000509342546953162
7,2.57165366491055,2.78682300501843e-05,1.85963991596221e-05,0.00229260617481687
7,2.58066623153173,2.74354419200747e-05,4.51164375772195e-05,0.000568168113399715
7,2.58967879815291,2.70550002514343e-05,2.88377051077122e-05,-0.000761310035737521
7,2.59869136477409,2.69156384431043e-05,3.13937227443049e-05,1.89716833780896e-05
7,2.60770393139527,2.64891242159945e-05,2.91796722284342e-05,-0.000915637888415675
7,2.61671649801646,2.63896709632181e-05,1.48892278038502e-05,-0.00044549653477408
7,2.62572906463764,2.62207439009541e-05,2.11495378301174e-05,0.000829896551286865
7,2.63474163125882,2.60084477258159e-05,2.9848223718171e-05,0.00042799054738826
7,2.64375419788,2.56827256913863e-05,2.88641244732613e-05,-0.000295012566201794
7,2.65276676450118,2.54881680362613e-05,2.45305829042131e-05,0.000235701146093756
7,2.66177933112236,2.52405586660251e-05,3.31126690369782e-05,0.000184455091971689
7,2.67079189774354,2.48913077648596e-05,2.78554105142346e-05,-0.000127392258421796
7,2.67980446436473,2.47384611799851e-05,3.08164066048789e-05,0.000213000201999452
7,2.68881703098591,2.43358379297556e-05,3.16947675359265e-05,-7.15354924499006e-05
7,2.69782959760709,2.41671587720644e-05,2.95269698219116e-05,7.97161420077189e-05
7,2.70684216422827,2.38036103644725e-05,3.31316616171825e-05,0.000481693071874746
7,2.71585473084945,2.35699561568739e-05,3.82095516243756e-05,0.000467591254087015
7,2.72486729747063,2.31148781053123e-05,4.15600562750632e-05,-0.000358020187544588
7,2.73387986409182,2.28208306049555e-05,3.17561900404262e-05,-0.000703753963605882
7,2.742892430713,2.25424685485636e-05,2.88747973112213e-05,-0.00059380793562856
7,2.75190499733418,2.23003585360746e-05,2.10527228803507e-05,-8.53200077262574e-05
7,2.76091756395536,2.21629904135308e-05,2.73368928037163e-05,0.00140700752522392
7,2.76993013057654,2.18076074008555e-05,4.6414220995515e-05,-0.000420158920068292
7,2.77894269719772,2.13263678957463e-05,1.97634722865193e-05,-0.00183558346646654
7,2.7879552638189,2.14513681795593e-05,1.33275844349826e-05,0.00136398288920034
7,2.79696783044009,2.10861364105068e-05,4.43494456046685e-05,0.000619369021860051
7,2.80598039706127,2.06519635133099e-05,2.44917935802065e-05,-0.00130639031475854
7,2.81499296368245,2.06446685678792e-05,2.08015861146172e-05,0.000679462387381336
7,2.82400553030363,2.02770121519415e-05,3.67391936459271e-05,0.000109689537766642
7,2.83301809692481,1.99824397071945e-05,2.27787546481538e-05,-0.000308522291077634
7,2.84203066354599,1.98664220643135e-05,3.11780382410145e-05,0.000303269197227704
7,2.85104323016718,1.94204514136645e-05,2.82452223364898e-05,-0.000412869994951473
7,2.86005579678836,1.93572981682379e-05,2.37360015702375e-05,-0.00116100306878746
7,2.86906836340954,1.89926068227201e-05,7.31798732680705e-06,-2.21580259093924e-05
7,2.87808093003072,1.92253904716063e-05,2.33366002008331e-05,0.00239122179096054
