"loss_type","method","path","evidence"
"outputs_without_current_code","alpha_observable","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_physical_validity","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_cross_correlation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_cross_experiment","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_origin","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_physics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_predictability","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_smoothed","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_state","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_trajectory","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_transition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_res_vs_transition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_structure","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","alpha_with_kappa1","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","amplitude_observable_alignment_around_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","architecture","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_10p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_10p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_10p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_10p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_14p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_14p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_14p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_14p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_18p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_18p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_18p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_18p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_22p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_22p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_22p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_22p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_26p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_26p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_26p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_26p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_30p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_30p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_30p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_34p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_34p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_34p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_6p0k_wait_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_6p0k_wait_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_6p0k_wait_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","baseline_subtracted_tp_6p0k_wait_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","bridge_refinement_metrics_v1","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","canonical_implementation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","canonical_r_support_table","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","canonical_two_time_definition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","censored_support_table","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","clock_alignment_local_clock","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","clock_alignment_tau_dip","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","clock_alignment_tau_fm","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","clock_collapse_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","clock_ratio_data","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","coeff_heatmap_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","coeff_heatmap_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","col_collapse_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","col_collapse_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_attempt","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_quality_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_quality_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_variance_metric_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_variance_profiles","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","collapse_variance_profiles_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","component_correlation_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","conversation_session_complete","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","correlation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","cross_temperature_per_tp_quality","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","cross_temperature_per_z_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","cross_temperature_scenario_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","curve_mode_coefficients","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","debug_infrastructure_guide","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","debug_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_36s_clean","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_3s_clean","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_60min_clean","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_audit_6min_clean","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_reconstruction_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_reconstruction_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_reconstruction_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_reconstruction_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_regions","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_maps","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_raw","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_summary_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_summary_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_summary_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_summary_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","decomposition_stability_summary_by_wait_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deformation_closure_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","delivery","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_map","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_10p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_14p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_18p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_22p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_26p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deltam_shifted_bytp_tp_6p0k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deployment_checklist","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","deployment_complete","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_36s_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_3s_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_60min_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","derivativeshape_wait_6min_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dip_depth_vs_log_tw_by_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dip_depth_vs_tw_by_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dip_visibility_vs_tw_by_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dip_vs_tw","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dominant_mode","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","dominant_modes_vs_temperature","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","enhanced_diagnostics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","exploratory_extended_r_support_table","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","extracted_g_f","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","f_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","f_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","factorization_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","factorization_metrics_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","final_completion","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fit_vs_derivative_audit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_36s_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_3s_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_60min_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_10k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_14k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_18k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_22k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_26k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_30k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_34k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fitderivativeaudit_wait_6min_tp_6k","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_abs_using_extracted_dip_tau","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_afm","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_amplitude","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_baseline_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_collapse_using_dip_tau_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_construction_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_construction_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_construction_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_construction_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_construction_audit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_extracted_dip_tau","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_extracted_dip_tau_collapse_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_raw_vs_tw","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_rescaled_vs_tw_over_tau_dip","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_rescaled_vs_tw_over_tau_fm","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_signed_vs_tp_36s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_signed_vs_tp_3s","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_signed_vs_tp_60min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_signed_vs_tp_6min","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_vs_tw","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","fm_vs_tw_by_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","functional_form_test_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","g_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","g_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","heatmaps_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","heatmaps_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","hight_window_and_censoring_diagnostics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","implementation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","index","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","interpretation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_from_pt","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_from_pt_aligned","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_interpretation_survey","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_projection_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_speak_equivalence","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_speak_equivalence_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa1_speak_ratio_test","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_opening","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_opening_decomposition","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_operational_signature","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_phen_inputs_check","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_phenomenological_audit","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","kappa2_state_geometry","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","local_clock_fit_parameters","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","log","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","log_slope_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","loglog_clock_relation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","logr_vs_logt","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","lower_boundary","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","lower_temperature_classification","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","main_aging_memory","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","manifest","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","map_pair_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_amplitudes","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_attempt_raw_overlap","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_attempt_tau_dip","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_attempt_tau_fm","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_comparisons","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_master_modes","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_metrics_common_overlap","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_per_tp_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_per_z_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_curve_scenario_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","master_executive","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","mode_stability_details","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","mode_stability_metrics","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","mode_stability_vs_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","modes_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","modes_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","normalized_component_comparison","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","notes","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_matrix","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_coeff_mode1_vs_dip_depth_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_coeff_mode2_vs_dip_sigma_raw_t","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_coeff_mode2_vs_fm_abs_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_coeff_mode3_vs_dip_t0_shifted_tp","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_correlation","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_correlation_review","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_correlations","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observable_mode_joined_table","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","observables","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_10","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_14","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_18","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_22","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_26","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_30","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_34","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","overlay_tp_6","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_correlation_matrix","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_cosine_similarity_matrix","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_kappa_canonical_verdict","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_kappa_stability","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_kappa_stability_canonical","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_l2_difference_matrix","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_mode_overlays","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_similarity_matrices","(multiple)","tables/reports exist but script not found in active inventory"
"outputs_without_current_code","phi_similarity_pairs","(multiple)","tables/reports exist but script not found in active inventory"
