"run_dir","manifest_exists","manifest_valid","required_outputs_defined","required_outputs_missing_count","run_status","invalid_reason"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132243_aging_dip_switching_shape_link","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_133614_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_172302_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200404_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200623_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_202022_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205800_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210315_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_235644_observable_physical_quantity_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003331_creep_activation_scaling","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003621_creep_activation_scaling","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_004456_creep_activation_scaling","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110426_observable_catalog_completion","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110455_observable_catalog_completion","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110547_observable_catalog_completion","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_110632_observable_catalog_completion","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145120_observable_physics_reduction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145158_observable_physics_reduction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_145913_observable_physics_completeness_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_150042_observable_physics_completeness_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151335_observable_basis_sufficiency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151417_observable_basis_sufficiency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151440_observable_basis_sufficiency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_151513_observable_basis_sufficiency_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_152954_observable_basis_sufficiency_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153030_observable_basis_sufficiency_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_153106_observable_basis_sufficiency_robustness","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173124_R_X_reconciliation_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173235_R_X_reconciliation_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_173307_R_X_reconciliation_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062756_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_062942_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063053_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063154_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063312_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063546_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063802_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_063903_phase_diagram_synthesis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070309_repository_documentation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070502_repository_documentation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070643_repository_documentation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_070830_repository_documentation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071027_repository_documentation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_17_071311_observable_naming_update","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_075347_x_single_observable_residual_test","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080529_x_single_observable_residual_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_080734_x_single_observable_residual_test_corrected","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091015_dimensionless_constrained_basin_scan","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_22_091808_dimensionless_constrained_basin_scan","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_162548_x_necessity_tests","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171127_basin_scan","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171742_basin_scan","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_171749_svd_projection_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_172510_svd_projection_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_23_185109_functional_equivalence","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_030732_barrier_to_relaxation_mechanism","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031205_barrier_to_relaxation_mechanism","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_031904_barrier_to_relaxation_mechanism","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_034859_barrier_relaxation_mechanism_closure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_035350_barrier_relaxation_mechanism_closure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_040041_barrier_relaxation_mechanism_closure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041304_pt_to_phi_prediction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_042420_pt_to_phi_prediction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043508_alternative_coordinate_search","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_alternative_coordinate_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043540_pt_to_phi_prediction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_043622_alternative_coordinate_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044126_alternative_coordinate_search","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044142_alternative_coordinate_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044412_alternative_coordinate_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_044523_alternative_coordinate_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_180406_kappa_from_pt_agent14","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_181142_barrier_to_dynamics_mechanism_agent13","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203018_prediction_falsification_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203318_kappa_vs_speak_decoupling","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_203406_prediction_falsification_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233421_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233607_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233721_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233808_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_233930_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_234045_alpha_res_state","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235432_alpha_res_trajectory","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_235802_R_trajectory","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_000112_R_trajectory","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_002707_a_prediction_from_switching_agent24a","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003414_aging_prediction_pt_state_trajectory","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003741_aging_prediction_agent24b","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003830_aging_prediction_agent24b","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003911_aging_prediction_agent24b","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_003942_aging_prediction_agent24b","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_004501_aging_kappa1_prediction_agent24d","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_005343_aging_kappa1_prediction_agent24d","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011319_aging_kappa2_closure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011408_aging_alpha_closure_alpha_residual","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_011517_aging_alpha_closure_alpha_residual","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012056_aging_alpha_closure_alpha_residual","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_012433_aging_kappa2_closure","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_014455_aging_hermetic_closure_agent24i","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_26_015008_aging_hermetic_closure_agent24i","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_legacy_cross_experiment","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\legacy_root\runs\run_legacy_results_root","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\phaseC\runs\run_legacy_phaseC","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_09_205312_derivative_smoothing","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_014001_coordinate_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_015246_coordinate_extraction","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_073818_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_074713_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_102734_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103044_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_103713_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_113434_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_114441_svd_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_133938_time_mode_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_142409_geometry_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143118_geometry_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_143906_timelaw_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_150549_geometry_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_151424_geometry_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_10_175048_relaxation_observable_stability_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_142636_beta_T_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_143034_beta_T_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_143323_beta_T_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_11_195951_beta_T_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_024004_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_024719_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_025004_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080251_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080409_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_080603_relaxation_temperature_scaling_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_22_001750_a_observable_export","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_27_112254_build_relaxation_dataset_pipeline_captur","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_183339_relaxation_measurement_robustness_audit","YES","YES","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_183456_relaxation_measurement_robustness_audit","YES","YES","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_183606_relaxation_measurement_robustness_audit","YES","YES","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_183850_relaxation_measurement_robustness_audit","YES","YES","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_184220_relaxation_measurement_robustness_audit","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_184220_relaxation_measurement_robustness_audit_01","YES","YES","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_232552_relaxation_measurement_focused_t0_norm_window_audit","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_29_232553_relaxation_measurement_focused_t0_norm_w","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_002521_relaxation_measurement_canonical_self_audit","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_002635_relaxation_measurement_canonical_self_audit","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_124149_aging_measurement_definition_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_124438_relaxation_canonical_implementation_check","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_124439_relaxation_canonical_implementation_chec","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_30_133703_aging_measurement_definition_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_corrected_geometry","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_derivative_smoothing","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_geometry_maps","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_geometry_maps_relaxband","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_geometry_maps_relaxband_validation","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_kww_model","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_log_model","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation\runs\run_legacy_observable_survey","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\relaxation_canonical\runs\run_2026_03_29_172821","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\repository_audit\runs\run_2026_03_09_205525_helper_adoption","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\repository_audit\runs\run_2026_03_09_212439_repository_compliance_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\repository_audit\runs\run_2026_03_09_213137_repository_duplication_survey","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\repository_audit\runs\run_2026_03_09_221205_switching_helper_refactor","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\repository_audit\runs\run_2026_03_09_999999_helper_layout_smoke","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\review\runs\run_2026_03_12_201404_run_review_audit","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\review\runs\run_2026_03_12_201446_run_review_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\review\runs\run_2026_03_12_201625_run_review_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\fingerprints","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_20260324_000000_threshold_distribution_model","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_20260324_005028_threshold_distribution_model","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_20260324_005122_threshold_distribution_model","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_20260324_005137_test_threshold_distribution","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_20260324_021500_x_vs_r_predictor_comparison","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_132236_switching_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_141041_switching_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_145524_switching_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_222702_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_223621_mechanism_survey","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_224017_mechanism_followup","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_224359_mode23_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_224738_observable_basis_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_225131_second_coordinate_duel","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_225513_second_observable_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_225929_shape_rank_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_09_230048_XI_Xshape_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_10_112659_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_230929_switching_energy_scale_collapse_filtered","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_231143_switching_energy_scale_collapse_filtered","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_112155_switching_geometry_diagnostics","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_152008_switching_effective_observables","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_161801_switching_dynamic_shape_mode","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200522_switching_residual_collapse_verification","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200723_switching_residual_collapse_verification","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200939_switching_residual_collapse_verification","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210205_switching_ridge_susceptibility_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210347_switching_translation_mode_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210551_switching_ridge_susceptibility_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_212255_switching_ridge_motion_decomposition","YES","MISSING","NO","0","VALID",""
