"file_path","line_number","loader_type","run_dir","explicit_run_id","pipeline_status","classification"
"analysis/unified_dynamical_crossover_synthesis.m","153","readtable","fullfile(auditRunDir, 'tables', 'aging_tp_observable_metrics.csv')","NO","UNKNOWN","UNKNOWN"
"Relaxation ver3/diagnostics/render_relaxation_derivative_interpretable.m","27","resolve_results_input_dir","results/relaxation/runs/<latest_CANONICAL>/derivative_smoothing","NO","CANONICAL","SAFE"
"run_kappa2_robust_audit.m","342","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"run_parameter_robustness_stage1_canonical.m","141","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', canonicalRunId, ...","NO","UNKNOWN","UNKNOWN"
"run_parameter_robustness_stage1b_width_kappa.m","76","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', canonicalRunId, ...","NO","UNKNOWN","UNKNOWN"
"run_x_vs_r_predictor_comparison_wrapper.m","27","readtable","fullfile(repoRoot, 'results', 'aging', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"run_x_vs_r_predictor_comparison_wrapper.m","26","readtable","fullfile(repoRoot, 'results', 'cross_experiment', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/debug_fix_o2_pipeline.m","221","readtable","fullfile(runsRoot, candRunId, 'tables', 'closure_metrics_per_temperature.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_aging_kappa_comparison.m","38","readtable","fullfile(repoRoot, 'results', 'aging', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_aging_nonlinear_law_test.m","108","readtable","fullfile(repoRoot, 'results', 'cross_experiment', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_alpha_observable_search.m","94","load","'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_10_112659_alignment_audit/switching_alignment_core_data.mat'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/run_alpha_physical_validity_test.m","132","readtable","'C:/Dev/matlab-functions/results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/tables/table_clock_ratio.csv'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/run_asymmetric_spread_analysis.m","416","readtable","fullfile(auditRunDir, 'tables', 'pt_robustness_metrics_by_variant.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_asymmetric_spread_analysis.m","40","readtable","fullfile(auditRunDir, 'tables', 'pt_variant_child_runs.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_kappa2_opening_test.m","90","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_kappa2_physical_necessity.m","94","readtable","fullfile(repoRoot, 'results', 'cross_experiment', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_parameter_robustness_switching_canonical.m","28","readtable","fullfile(baseFolder, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_parameter_robustness_switching_canonical.m","27","readtable","fullfile(baseFolder, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_phi_asymmetry_link.m","304","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', char(alignmentRunId), 'observables.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_phi_even_deformation_test.m","69","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_phi_physical_identification.m","68","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_phi_pt_independence_test.m","227","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', char(cfg.ptRunId), 'tables', 'PT_summary.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_phi_pt_restricted_deformation_5_1.m","957","readtable","fullfile(repoRoot, 'analysis', 'knowledge', 'run_registry.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_prediction_falsification_test.m","253","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', cfg.ptRunId, 'tables', 'PT_summary.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_prediction_falsification_test.m","272","readtable","fullfile(repoRoot, 'results', 'cross_experiment', 'runs', cfg.barrierRunId, 'tables', 'barrier_descriptors.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_prediction_falsification_test.m","213","load","fullfile(repoRoot, 'results', 'switching', 'runs', cfg.alignmentRunId, 'switching_alignment_core_data.mat')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_prediction_falsification_test.m","215","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', cfg.fullScalingRunId, 'tables', 'switching_full_scaling_parameters.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_PT_kappa_relaxation_mapping.m","52","readtable","'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv'","YES","NON_CANONICAL","VIOLATION"
"Switching/analysis/run_PT_kappa_relaxation_mapping.m","51","readtable","'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv'","YES","NON_CANONICAL","VIOLATION"
"Switching/analysis/run_PT_kappa_relaxation_mapping.m","50","readtable","'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/run_PT_to_relaxation_mapping.m","46","readtable","'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_meta.csv'","YES","NON_CANONICAL","VIOLATION"
"Switching/analysis/run_PT_to_relaxation_mapping.m","45","readtable","'C:/Dev/matlab-functions/results/relaxation/runs/run_legacy_derivative_smoothing/tables/S_time_cuts_values.csv'","YES","NON_CANONICAL","VIOLATION"
"Switching/analysis/run_PT_to_relaxation_mapping.m","44","readtable","'C:/Dev/matlab-functions/results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/tables/PT_matrix.csv'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/run_residual_decomposition_22k_failure_audit.m","40","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', fullScalingRunId, ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_residual_rank2_audit.m","34","readtable","fullfile(baseRunDir, 'tables', 'residual_decomposition_sources.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_residual_temperature_structure_test.m","39","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', fullScalingRunId, ...","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_switching_peak_jump_audit.m","53","readtable","fullfile(runsRoot, referenceScalingRunId, 'tables', 'switching_full_scaling_parameters.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/run_width_interaction_closure_test.m","38","readtable","'C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition\tables\phi_shape.csv'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/run_width_interaction_closure_test.m","28","readtable","'C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition\run_2026_03_24_220314_residual_decomposition\tables\residual_decomposition_sources.csv'","YES","UNKNOWN","UNKNOWN"
"Switching/analysis/switching_energy_mapping_analysis.m","191","readtable","fullfile(runDir, 'tables', 'PT_matrix.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/switching_energy_mapping_analysis.m","152","getLatestRun","results/switching/runs/<latest_CANONICAL>","NO","CANONICAL","SAFE"
"Switching/analysis/switching_full_scaling_collapse.m","173","readtable","fullfile(info.run_dir, 'tables', 'switching_energy_scale_collapse_metrics.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/switching_geometry_diagnostics.m","30","readtable","fullfile(sourceRunDir, 'tables', 'switching_full_scaling_parameters.csv')","NO","UNKNOWN","UNKNOWN"
"Switching/analysis/switching_mechanism_followup.m","23","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/mechanism_survey","NO","CANONICAL","SAFE"
"Switching/analysis/switching_mechanism_followup.m","22","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_mechanism_survey.m","22","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_mode23_analysis.m","23","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/mechanism_followup","NO","CANONICAL","SAFE"
"Switching/analysis/switching_mode23_analysis.m","22","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_observable_basis_test.m","17","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_second_coordinate_duel.m","18","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/mechanism_followup","NO","CANONICAL","SAFE"
"Switching/analysis/switching_second_coordinate_duel.m","17","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_second_structural_observable_search.m","18","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/mechanism_followup","NO","CANONICAL","SAFE"
"Switching/analysis/switching_second_structural_observable_search.m","17","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_shape_rank_analysis.m","19","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"Switching/analysis/switching_XI_Xshape_analysis.m","20","resolve_results_input_dir","results/switching/runs/<latest_CANONICAL>/alignment_audit","NO","CANONICAL","SAFE"
"tools/build_kappa2_phen_inputs.m","43","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', 'residual_rank_structure_vs_T.csv')","YES","UNKNOWN","UNKNOWN"
"tools/get_run_status_value.m","18","readtable","fullfile(runDir, 'run_status.csv')","NO","UNKNOWN","UNKNOWN"
"tools/openLatestRun.m","13","getLatestRun","results/<experiment>/runs/<latest_CANONICAL>","NO","CANONICAL","SAFE"
"tools/run_phi1_curvature_generator_test.m","49","load","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_curvature_generator_test.m","58","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_curvature_generator_test.m","43","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_curvature_generator_test.m","26","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_curvature_generator_test.m","35","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_from_pt_shape_test.m","68","load","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_from_pt_shape_test.m","82","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_from_pt_shape_test.m","56","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_from_pt_shape_test.m","27","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/run_phi1_from_pt_shape_test.m","43","readtable","fullfile(repoRoot, 'results', 'switching', 'runs', ...","NO","UNKNOWN","UNKNOWN"
"tools/tau_vs_barrier_minimal_probe.m","39","readtable","fullfile(repo_root, 'results', 'switching', 'runs', 'run_2026_03_25_013356_pt_robust_canonical', ...","YES","UNKNOWN","UNKNOWN"
"tools/tau_vs_barrier_minimal_probe.m","38","readtable","fullfile(repo_root, 'results', 'aging', 'runs', 'run_2026_03_12_223709_aging_timescale_extraction', ...","YES","UNKNOWN","UNKNOWN"
