"file_path","line_number","loader_type","code","run_dependency","reason"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","74","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","225","readtable","tbl = readtable(fallbackPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","214","readtable","tbl = readtable(mainPath);","YES","prev_assign"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","79","readtable","relaxTbl = readtable(fullfile(char(source.relaxRunDir), 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","184","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","198","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","164","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","183","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","385","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","371","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","262","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',', 'ReadVariableNames', true);","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_observable_summary.m","15","load_observables","T = load_observables(resultsRoot);","YES","direct_loader"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","187","readtable","tbl = readtable(fullfile(runDir, 'tables', 'composite_observables_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","197","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","162","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","176","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","145","load","core = load(fullfile(runDir, 'switching_alignment_core_data.mat'), 'temps', 'currents', 'Smap');","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","158","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","144","readtable","matrixTbl = readtable(fullfile(runDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","132","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","133","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_ridge_motion_decomposition.m","167","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","184","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","197","readtable","tbl = readtable(fullfile(runDir, 'tables', 'correlation_results.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","170","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","152","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","169","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","146","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","145","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","122","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","155","readtable","recTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_observable_recommendation_table.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","207","readtable","obsTbl = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","208","readtable","curveTbl = readtable(fullfile(switchCompareRunDir, 'tables', 'switching_relaxation_observable_curves.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","154","readtable","rankTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_tp_rank_summary.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","142","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","143","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","153","readtable","auditTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_tp_observable_metrics.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\render_relaxation_derivative_interpretable.m","27","resolve_results_input_dir","srcDir = resolve_results_input_dir(repoRoot, 'relaxation', 'derivative_smoothing');","YES","direct_loader"
"C:\Dev\matlab-functions\reports\functional_form_test_analysis.m","11","readtable","T = readtable(data_path);","YES","prev_assign"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","29","readtable","K = readtable(kappaPath);","YES","prev_assign"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","188","readtable","Rrob = readtable(robustPath);","YES","prev_assign"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","27","readtable","B = readtable(barrierPath);","YES","prev_assign"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","28","readtable","PT = readtable(ptPath);","YES","prev_assign"
"C:\Dev\matlab-functions\run_kappa2_robust_audit.m","342","readtable","resTbl = readtable(selectedResidualPath);","YES","prev_assign_chain"
"C:\Dev\matlab-functions\run_parameter_robustness_stage1_canonical.m","141","readtable","Tsamp = readtable(canonicalSourceFile);","YES","prev_assign"
"C:\Dev\matlab-functions\run_parameter_robustness_stage1b_width_kappa.m","76","readtable","Tsamp = readtable(canonicalSourceFile);","YES","prev_assign"
"C:\Dev\matlab-functions\run_x_vs_r_predictor_comparison_wrapper.m","27","readtable","rRaw = readtable(rPath);","YES","prev_assign"
"C:\Dev\matlab-functions\run_x_vs_r_predictor_comparison_wrapper.m","26","readtable","ax = readtable(axPath);","YES","prev_assign"
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","26","readtable","tblR = readtable(r_canonical_csv);","YES","prev_assign"
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","25","readtable","tbl = readtable(composite_csv);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching ver12\plots\plotAmpTempSwitchingMap_switchCh.m","713","getLatestRun","runId = string(getLatestRun('switching'));","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\debug_fix_o2_pipeline.m","221","readtable","T_k = readtable(kappaTablePath, 'VariableNamingRule', 'preserve');","YES","prev_assign_chain"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","38","readtable","clk = readtable(clockRatioPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","108","readtable","barrierTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","94","load","mapData = load(switchingMapMatPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","132","readtable","C = readtable(clockRatioPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","416","readtable","au = readtable(auditCsv);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","40","readtable","vm = readtable(childMapPath, opts);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","90","readtable","ptTbl = readtable(ptPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","94","readtable","barrierTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","28","readtable","Tobs = readtable(obsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","27","readtable","Tsamp = readtable(samplesPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_asymmetry_link.m","304","readtable","obs = readtable(obsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_even_deformation_test.m","69","readtable","phiTbl = readtable(phiCanonPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_physical_identification.m","68","readtable","phiTbl = readtable(phiCanonPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_independence_test.m","227","readtable","ptSum = readtable(ptSumPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_phi_pt_restricted_deformation_5_1.m","957","readtable","reg = readtable(registryPath, 'Delimiter', ',', 'TextType', 'string');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","253","readtable","tbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","272","readtable","tbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","213","load","core = load(alignPath, 'Smap', 'temps', 'currents');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_prediction_falsification_test.m","215","readtable","paramsTbl = readtable(scalePath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","52","readtable","mt = readtable(metaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","51","readtable","rd = readtable(rPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_kappa_relaxation_mapping.m","50","readtable","pt = readtable(ptPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","46","readtable","meta = readtable(metaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","45","readtable","rd = readtable(rPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_PT_to_relaxation_mapping.m","44","readtable","pt = readtable(ptPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_decomposition_22k_failure_audit.m","40","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_rank2_audit.m","34","readtable","src = readtable(srcPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_residual_temperature_structure_test.m","39","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_switching_peak_jump_audit.m","53","readtable","refTbl = readtable(refParamsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","38","readtable","ph=readtable(phip,'VariableNamingRule','preserve'); ft=readtable(char(fp),'VariableNamingRule','preserve'); pm=readtable(char(ptm),'VariableNamingRule','preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","28","readtable","st=readtable(srcp,'VariableNamingRule','preserve'); sv=string(st.Properties.VariableNames); sl=lower(sv);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","191","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\switching_energy_mapping_analysis.m","152","getLatestRun","latestRunId = string(getLatestRun('switching'));","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","173","readtable","metricsTbl = readtable(metricsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\switching_geometry_diagnostics.m","30","readtable","paramsTbl = readtable(paramsPath);","YES","prev_assign"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","23","resolve_results_input_dir","mechDir = resolve_results_input_dir(repoRoot, 'switching', 'mechanism_survey');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_followup.m","22","resolve_results_input_dir","alignmentDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_mechanism_survey.m","22","resolve_results_input_dir","alignmentDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","23","resolve_results_input_dir","followupDir = resolve_results_input_dir(repoRoot, 'switching', 'mechanism_followup');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_mode23_analysis.m","22","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_observable_basis_test.m","17","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","18","resolve_results_input_dir","followDir = resolve_results_input_dir(repoRoot, 'switching', 'mechanism_followup');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_coordinate_duel.m","17","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","18","resolve_results_input_dir","followDir = resolve_results_input_dir(repoRoot, 'switching', 'mechanism_followup');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_second_structural_observable_search.m","17","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_shape_rank_analysis.m","19","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\Switching\analysis\switching_XI_Xshape_analysis.m","20","resolve_results_input_dir","alignDir = resolve_results_input_dir(repoRoot, 'switching', 'alignment_audit');","YES","direct_loader"
"C:\Dev\matlab-functions\tmp\fix_aging_timescale_outputs.m","10","readtable","T = readtable(fullfile(runDir, 'tables', 'tau_vs_Tp.csv'), 'TextType', 'string');","YES","arg_expr"
"C:\Dev\matlab-functions\tmp\refresh_tau_figure_only.m","6","readtable","T = readtable(fullfile(runDir, 'tables', 'tau_vs_Tp.csv'), 'TextType', 'string');","YES","arg_expr"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","53","readtable","Tpt = readtable(ptPath);","YES","prev_assign"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","52","readtable","Tscale = readtable(scalingPath);","YES","prev_assign"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","51","readtable","Tsamp = readtable(alignmentPath);","YES","prev_assign"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","43","readtable","resTbl = readtable(fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', 'residual_rank_structure_vs_T.csv'));","YES","arg_expr"
"C:\Dev\matlab-functions\tools\get_run_status_value.m","18","readtable","t = readtable(statusPath, 'TextType', 'string', 'Delimiter', ',', 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\openLatestRun.m","13","getLatestRun","run_id = getLatestRun(experiment);","YES","direct_loader"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","49","load","core = load(alignmentCorePath, 'currents', 'temps', 'Smap');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","58","readtable","scaleTbl = readtable(scalePath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","43","readtable","ptTbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","26","readtable","phiTbl = readtable(phiShapePath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","35","readtable","kappaTbl = readtable(kappaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","68","load","core = load(alignmentCorePath, 'currents', 'temps', 'Smap');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","82","readtable","scaleTbl = readtable(scalePath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","56","readtable","ptTbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","27","readtable","phiTbl = readtable(phiShapePath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","43","readtable","kappaTbl = readtable(kappaPath, 'VariableNamingRule', 'preserve');","YES","prev_assign"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","39","readtable","pt = readtable(pt_csv);","YES","prev_assign"
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","38","readtable","aging = readtable(aging_csv);","YES","prev_assign"
