"file_path","line_number","loader_type","code"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","102","readtable","obsTbl = readtable(fullfile(relaxRunDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","103","readtable","tempTbl = readtable(fullfile(relaxRunDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","126","readtable","obsTbl = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));"
"C:\Dev\matlab-functions\analysis\ridge_relaxation_comparison.m","127","readtable","obsLong = readtable(fullfile(switchRunDir, 'observables.csv'));"
"C:\Dev\matlab-functions\analysis\run_A_prediction_from_switching_agent24a.m","36","readtable","tbl = readtable(cfg.barrierDescriptorsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_A_prediction_from_switching_agent24a.m","37","readtable","alphaTbl = readtable(cfg.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_alpha_closure_agent24f.m","53","readtable","bar = readtable(opts.barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_alpha_closure_agent24f.m","54","readtable","en = readtable(opts.energyStatsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_alpha_closure_agent24f.m","70","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_alpha_closure_agent24f.m","71","readtable","aD = readtable(opts.decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_hermetic_closure_agent24i.m","46","readtable","bar = readtable(opts.barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_hermetic_closure_agent24i.m","47","readtable","en = readtable(opts.energyStatsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_hermetic_closure_agent24i.m","62","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_hermetic_closure_agent24i.m","63","readtable","aD = readtable(opts.decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa1_prediction_agent24d.m","48","readtable","clk = readtable(opts.clockRatioPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa1_prediction_agent24d.m","53","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa2_agent24g.m","51","readtable","bar = readtable(opts.barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa2_agent24g.m","52","readtable","en = readtable(opts.energyStatsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa2_agent24g.m","67","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_kappa2_agent24g.m","68","readtable","aD = readtable(opts.decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_prediction_agent24b.m","52","readtable","bar = readtable(opts.barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_prediction_agent24b.m","53","readtable","en = readtable(opts.energyStatsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_prediction_agent24b.m","71","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_prediction_agent24b.m","72","readtable","aD = readtable(opts.decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_R_vs_collective_state_agent23a.m","47","readtable","aS = readtable(alphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_R_vs_collective_state_agent23a.m","48","readtable","bTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_vs_trajectory_agent23b.m","56","readtable","aS = readtable(alphaStructPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_vs_trajectory_agent23b.m","57","readtable","aD = readtable(decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_aging_vs_trajectory_agent23b.m","58","readtable","bTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_decomposition_agent21a.m","28","readtable","aTbl = readtable(alphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_decomposition_agent21a.m","246","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","31","readtable","aTbl = readtable(alphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","33","readtable","sumTbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_from_pt_agent20b.m","263","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_cross_experiment_correlation.m","35","readtable","kapTbl = readtable(opts.switchingKappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_cross_experiment_correlation.m","40","readtable","master = readtable(opts.masterPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_cross_experiment_correlation.m","46","readtable","bestTbl = readtable(opts.bestModelPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_physics_agent21b.m","49","readtable","aPt = readtable(alphaPtPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_physics_agent21b.m","53","readtable","aStr = readtable(structPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_physics_agent21b.m","58","readtable","bTbl = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_transition_agent22a.m","37","readtable","dec = readtable(decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_transition_agent22a.m","38","readtable","apt = readtable(ptPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_res_transition_agent22a.m","39","readtable","bar = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","59","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\analysis\run_alpha_structure_agent19f.m","62","load","core = load(alignPath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","26","readtable","aTbl = readtable(alphaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","28","readtable","sumTbl = readtable(ptSummaryPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alpha_with_kappa1_agent21c.m","260","readtable","tbl = readtable(ptMatrixPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","51","readtable","bd = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","52","readtable","kap = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_alternative_coordinate_search.m","58","readtable","pt = readtable(ptSumPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_relaxation_mechanism_closure.m","169","readtable","desc = readtable(paths.barrierDescriptorsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_relaxation_mechanism_closure.m","201","readtable","kTbl = readtable(paths.kappaCsvPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_relaxation_mechanism_closure.m","1329","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_relaxation_mechanism_closure.m","1337","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_relaxation_mechanism_closure.m","1345","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","175","readtable","raw = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","331","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","339","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","347","readtable","tbl = readtable(pathStr, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","56","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","59","load","core = load(alignPath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\analysis\run_effective_collective_state_test.m","23","readtable","tbl = readtable(dataPath, 'TextType', 'string');"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","15","readtable","Tphi = readtable(phiFile);"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","52","readtable","Tphys = readtable(fullfile(rootDir, 'results', 'switching', 'runs', ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","57","readtable","Tptdef = readtable(fullfile(rootDir, 'results', 'switching', 'runs', ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","67","readtable","Tproj = readtable(fullfile(rootDir, 'results', 'switching', 'runs', ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","69","readtable","Tcorr = readtable(fullfile(rootDir, 'results', 'switching', 'runs', ..."
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","82","readtable","base = readtable(winFiles{1});"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","89","readtable","Ti = readtable(winFiles{i});"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","19","readtable","src = readtable(srcPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","49","readtable","PT = readtable(ptPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","50","readtable","K = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","51","readtable","S = readtable(speakPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","180","load","core = load(alignPath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","62","readtable","paramsTbl = readtable(paramsPath);"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","65","load","core = load(alignPath, 'Smap', 'temps', 'currents');"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","29","readtable","resMapTbl = readtable(residualMapPath);"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","45","readtable","scaleTbl = readtable(scalingPath);"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","28","readtable","bd = readtable(barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","29","readtable","kap = readtable(kappaPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","35","readtable","pt = readtable(ptSumPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_temperature_boundary_audit.m","14","readtable","phiTbl = readtable(phiPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_temperature_boundary_audit.m","15","readtable","kapTbl = readtable(kapPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","38","readtable","bar = readtable(opts.barrierPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","39","readtable","en = readtable(opts.energyStatsPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","54","readtable","aS = readtable(opts.alphaStructurePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","55","readtable","aD = readtable(opts.decompPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","43","readtable","relaxTbl = readtable(paths.relaxTemperatureObservables);"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","44","readtable","relaxSummary = readtable(paths.relaxSummaryObservables);"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","45","readtable","switchTbl = readtable(paths.switchObservableVsT);"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","46","readtable","agingMetrics = readtable(paths.agingMetrics);"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","47","readtable","agingShape = readtable(paths.agingShapeVariation);"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","106","readtable","obsTbl = readtable(fullfile(relaxRunDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","107","readtable","tempTbl = readtable(fullfile(relaxRunDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","130","readtable","obsWide = readtable(fullfile(switchRunDir, 'observable_matrix.csv'));"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","131","readtable","obsLong = readtable(fullfile(switchRunDir, 'observables.csv'));"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","132","load","core = load(fullfile(switchRunDir, 'switching_alignment_core_data.mat'));"
"C:\Dev\matlab-functions\analysis\switching_a1_amplitude_response_test.m","352","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_amplitude_response_test.m","366","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_integral_consistency_test.m","251","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_integral_consistency_test.m","265","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","165","readtable","a1Tbl = readtable(source.a1Path);"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","166","readtable","obsTbl = readtable(source.obsPath);"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","167","readtable","derivTbl = readtable(source.derivPath);"
"C:\Dev\matlab-functions\analysis\switching_a1_single_derivative_scan.m","235","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_single_derivative_scan.m","250","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_static_vs_dynamic_test.m","221","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_static_vs_dynamic_test.m","236","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_dX_test.m","226","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_dX_test.m","241","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_geometry_deformation_test.m","291","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_geometry_deformation_test.m","305","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_logdS_test.m","294","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_logdS_test.m","309","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","361","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","376","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","389","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_activation_signature_test.m","405","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_activation_signature_test.m","421","readtable","tbl = readtable(pathValue);"
"C:\Dev\matlab-functions\analysis\switching_barrier_distribution_from_map.m","157","load","core = load(char(source.corePath));"
"C:\Dev\matlab-functions\analysis\switching_barrier_distribution_from_map.m","171","readtable","samplesTbl = readtable(char(source.samplesPath), 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","74","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","75","readtable","obs = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","86","readtable","tbl = readtable(fullfile(runDir, 'observable_matrix.csv'));"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","79","readtable","relaxTbl = readtable(fullfile(char(source.relaxRunDir), 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","214","readtable","tbl = readtable(mainPath);"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","225","readtable","tbl = readtable(fallbackPath);"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","164","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","183","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","184","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","198","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));"
"C:\Dev\matlab-functions\analysis\switching_creep_barrier_analysis.m","91","readtable","tbl = readtable(p, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_creep_barrier_analysis.m","142","readtable","tbl = readtable(tablePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_creep_scaling_test.m","93","readtable","tbl = readtable(p, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_creep_scaling_test.m","134","readtable","tbl = readtable(tablePath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","181","load","core = load(char(source.corePath), 'temps', 'currents', 'Smap', 'metricType');"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","193","readtable","samplesTbl = readtable(char(source.samplesPath));"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","371","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","380","readtable","tbl = readtable(relaxPath);"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","382","readtable","tbl = readtable(fullfile(relaxPath, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","385","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","232","readtable","paramsTbl = readtable(source.switchParamPath, 'VariableNamingRule', 'preserve', 'Delimiter', ',', 'ReadVariableNames', true);"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","235","readtable","metricTbl = readtable(source.switchMetricPath, 'VariableNamingRule', 'preserve', 'Delimiter', ',', 'ReadVariableNames', true);"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","240","readtable","samplesTbl = readtable(source.alignSamplesPath, 'VariableNamingRule', 'preserve', 'Delimiter', ',', 'ReadVariableNames', true);"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","262","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'), 'VariableNamingRule', 'preserve', 'Delimiter', ',', 'ReadVariableNames', true);"
"C:\Dev\matlab-functions\analysis\switching_observable_summary.m","15","load_observables","T = load_observables(resultsRoot);"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","162","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","176","readtable","tbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","187","readtable","tbl = readtable(fullfile(runDir, 'tables', 'composite_observables_table.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","197","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","132","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","133","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","144","readtable","matrixTbl = readtable(fullfile(runDir, 'observable_matrix.csv'));"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","145","load","core = load(fullfile(runDir, 'switching_alignment_core_data.mat'), 'temps', 'currents', 'Smap');"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","158","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));"
"C:\Dev\matlab-functions\analysis\switching_ridge_motion_decomposition.m","167","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","330","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","338","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","351","readtable","tbl = readtable(filePath);"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","42","readtable","collapseTbl = sortrows(readtable(source.collapseObservablesPath), 'T');"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","43","readtable","chiTbl = sortrows(readtable(source.chiDecompPath), 'T_K');"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","47","readtable","effectiveTbl = sortrows(readtable(source.effectiveAsymPath), 'T_K');"
"C:\Dev\matlab-functions\analysis\switching_susceptibility_ridge_motion_test.m","35","readtable","susTbl = sortrows(readtable(source.susceptTablePath), 'T_K');"
"C:\Dev\matlab-functions\analysis\switching_susceptibility_ridge_motion_test.m","54","readtable","motionTbl = readtable(source.motionTablePath);"
"C:\Dev\matlab-functions\analysis\switching_threshold_residual_structure_test.m","31","readtable","obs = readtable(source.observablesPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_threshold_residual_structure_test.m","32","readtable","samples = readtable(source.samplesPath, 'VariableNamingRule', 'preserve');"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","152","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","169","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","170","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","184","readtable","tbl = readtable(fullfile(runDir, 'tables', 'relaxation_switching_motion_table.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","197","readtable","tbl = readtable(fullfile(runDir, 'tables', 'correlation_results.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","122","readtable","tbl = readtable(fullfile(runDir, 'tables', 'switching_full_scaling_parameters.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","145","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","146","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\switching_width_roughness_competition_test.m","32","readtable","obsTbl = readtable(source.observablesPath);"
"C:\Dev\matlab-functions\analysis\switching_width_roughness_competition_test.m","33","readtable","samplesTbl = readtable(source.samplesPath);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","131","readtable","relaxTbl = readtable(source.relaxation.temperatureTable);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","132","readtable","relaxObsTbl = readtable(source.relaxation.observableTable);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","144","readtable","switchTbl = readtable(source.switching.observableMatrix);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","151","readtable","motionTbl = readtable(source.motion.motionTable);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","164","readtable","agingRecTbl = readtable(source.agingAudit.recommendationTable);"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","165","readtable","agingMetricsTbl = readtable(source.agingAudit.metricsTable);"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","142","readtable","tempTbl = readtable(fullfile(runDir, 'tables', 'temperature_observables.csv'));"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","143","readtable","obsTbl = readtable(fullfile(runDir, 'tables', 'observables_relaxation.csv'));"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","153","readtable","auditTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_tp_observable_metrics.csv'));"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","154","readtable","rankTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_tp_rank_summary.csv'));"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","155","readtable","recTbl = readtable(fullfile(auditRunDir, 'tables', 'aging_observable_recommendation_table.csv'));"
