"file_path","line","loader","targets_runs_tree","has_status_guard","PARTIAL_BLOCKED","LOADER_SAFE"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","175","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","331","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","339","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_barrier_to_relaxation_mechanism.m","347","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","56","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_deformation_closure_agent19e.m","59","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_effective_collective_state_test.m","23","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","15","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","52","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","57","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","67","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","69","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","82","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_elastic_mode_phi_test.m","89","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_full_prediction_trajectory_agent23c.m","59","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_full_prediction_trajectory_agent23c.m","60","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_full_prediction_trajectory_agent23c.m","61","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","19","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","49","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","50","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_kappa1_pt_vs_speak_test.m","51","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_kappa1_simplification_test.m","15","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_local_shift_agent19g.m","180","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_mode_coupling_agent_e.m","25","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_mode_coupling_agent_e.m","26","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","62","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_nonlinear_response_agent19h.m","65","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","29","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_phi2_reconciliation_audit.m","45","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","28","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","29","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_pt_to_phi_prediction.m","35","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_residual_shape_consistency.m","59","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\run_temperature_boundary_audit.m","14","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_temperature_boundary_audit.m","15","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","54","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_transition_driver_comparison.m","55","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","44","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","45","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","46","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\run_unified_barrier_mechanism.m","47","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\R_X_reconciliation_analysis.m","20","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\R_X_reconciliation_analysis.m","21","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\R_X_reconciliation_analysis.m","22","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\R_X_reconciliation_analysis.m","81","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","106","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","107","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","130","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","131","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\simple_switching_observable_search_vs_relaxation.m","132","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_amplitude_response_test.m","352","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_amplitude_response_test.m","366","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_integral_consistency_test.m","251","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_integral_consistency_test.m","265","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","165","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","166","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_model_scan.m","167","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_single_derivative_scan.m","235","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_single_derivative_scan.m","250","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_static_vs_dynamic_test.m","221","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_static_vs_dynamic_test.m","236","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_dX_test.m","226","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_dX_test.m","241","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_geometry_deformation_test.m","291","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_geometry_deformation_test.m","305","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_logdS_test.m","294","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_logdS_test.m","309","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","361","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","376","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_a1_vs_mobility_test.m","389","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_activation_signature_test.m","405","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_activation_signature_test.m","421","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_barrier_distribution_from_map.m","157","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_barrier_distribution_from_map.m","171","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","74","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","75","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_barrier_projection.m","86","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","79","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","214","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_chi_shift_shape_decomposition.m","225","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","164","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","183","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","184","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_composite_observable_scan.m","198","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_creep_barrier_analysis.m","91","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_creep_barrier_analysis.m","142","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_creep_scaling_test.m","93","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_creep_scaling_test.m","134","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","181","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","193","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","371","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","380","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","382","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_dynamical_susceptibility.m","385","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","232","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","235","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","240","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_joule_heating_null_test.m","262","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","162","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","176","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","187","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_bridge_robustness_audit.m","197","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","132","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","133","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","144","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","145","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_relaxation_observable_comparison.m","158","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_ridge_motion_decomposition.m","167","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","330","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","338","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_ridge_temperature_susceptibility_test.m","351","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","42","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","43","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_shape_sector_vs_collapse_asymmetry.m","47","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_susceptibility_ridge_motion_test.m","35","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_susceptibility_ridge_motion_test.m","54","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_threshold_residual_structure_test.m","31","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_threshold_residual_structure_test.m","32","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","152","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","169","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","170","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","184","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_dynamics_analysis.m","197","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","122","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","145","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_relaxation_correlation.m","146","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_roughness_competition_test.m","32","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\switching_width_roughness_competition_test.m","33","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","131","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","132","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","144","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","151","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","164","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_crossover_map.m","165","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","142","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","143","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","153","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","154","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","155","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","207","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\unified_dynamical_crossover_synthesis.m","208","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\analysis\knowledge\load_run_evidence.m","27","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\list_all_runs.m","15","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","35","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","300","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","327","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","344","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","362","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\analysis\query\query_system.m","381","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\General ver2\loadAllColormaps.m","44","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\General ver2\read_data.m","3","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\General ver2\read_data_old_ppms.m","3","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\github_repo\ScientificColourMaps8\loadScientificColourMaps.m","28","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\GUIs\FigureControlStudio.m","4711","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\GUIs\FigureControlStudio.m","6302","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\GUIs\FigureControlStudio.m","6785","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\GUIs\FinalFigureFormatterUI.m","1619","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\GUIs\test_FCS_state_persistence_audit.m","136","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\HC ver1\importOneFileHC.m","47","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MH ver1\importOneFile_MH.m","44","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MH ver1\importOneFile_MH_diff_temps.m","44","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MH ver1\importOneFile_MH_diff_temps_MPMS.m","116","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MH ver1\importOneFile_MH_MPMS.m","98","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MT ver2\importOneFile_MT.m","44","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\MT ver2\importOneFile_MT_MPMS.m","80","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Relaxation ver3\importFiles_relaxation.m","45","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\render_relaxation_derivative_interpretable.m","27","resolve_results_input_dir","NO","YES","YES","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","202","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","203","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","204","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_beta_T_audit.m","217","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Relaxation ver3\diagnostics\run_relaxation_coordinate_extraction.m","30","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\reports\functional_form_test_analysis.m","11","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Resistivity ver6\read_and_combine_resistivity _tables.m","17","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","233","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","236","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","239","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","309","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","314","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","449","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","450","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","451","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog\reports\effective_observables_catalog_run_script_copy.m","452","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","27","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","28","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","29","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","151","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","152","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_25_041503_temperature_regime_analysis\run_temperature_regime_analysis.m","188","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","25","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\scripts\run_adversarial_observable_search.m","26","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Susceptibility ver1\importFiles_Susceptibility.m","72","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\analyze_phi_kappa_canonical_space.m","30","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\analyze_phi_kappa_canonical_space.m","36","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\debug_fix_o2_pipeline.m","221","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\find_relaxation_time_series.m","71","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\inspect_relaxation_data_structure.m","84","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\locate_relaxation_raw_runs.m","78","load","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_collapse_kappa1_kappa2.m","62","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_collapse_kappa1_kappa2.m","66","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","38","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_kappa_comparison.m","39","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","108","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","109","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_aging_nonlinear_law_test.m","110","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","72","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_observable_search.m","90","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","45","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_alpha_physical_validity_test.m","128","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","40","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","50","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","262","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_asymmetric_spread_analysis.m","416","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_build_relaxation_dataset.m","72","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","30","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","326","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","389","load","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","390","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_collapse_failure_mode_test.m","439","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_extract_tau_from_relaxation.m","76","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_kww_shape_test.m","77","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_kww_shape_test.m","78","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_kww_shape_test.m","80","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","60","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","90","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","91","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_opening_test.m","92","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_operational_signature_test.m","20","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_operational_signature_test.m","21","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","94","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","95","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_kappa2_physical_necessity.m","96","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","27","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_parameter_robustness_switching_canonical.m","28","readtable","YES","YES","YES","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_observable_phi2_driver_test.m","20","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_observable_phi2_driver_test.m","21","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_observable_phi2_driver_test.m","22","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_fixed.m","53","readtable","NO","YES","NO","YES"
"C:\Dev\matlab-functions\Switching\analysis\run_phi1_phi2_observable_closure_fixed.m","54","readtable","NO","YES","NO","YES"
