"run_id","run_dir","experiment","run_status","manifest_exists"
"run_2026_03_12_225857_aging_timescale_extraction","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_12_225857_aging_timescale_extraction","aging","MISSING","YES"
"run_2026_03_12_230511_aging_time_rescaling_collapse","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_12_230511_aging_time_rescaling_collapse","aging","MISSING","YES"
"run_2026_03_12_230929_switching_energy_scale_collapse_filtered","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_230929_switching_energy_scale_collapse_filtered","switching","MISSING","YES"
"run_2026_03_12_231143_switching_energy_scale_collapse_filtered","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_231143_switching_energy_scale_collapse_filtered","switching","MISSING","YES"
"run_2026_03_12_232904_aging_time_rescaling_collapse","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_12_232904_aging_time_rescaling_collapse","aging","MISSING","YES"
"run_2026_03_12_233337_aging_time_rescaling_collapse","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_12_233337_aging_time_rescaling_collapse","aging","MISSING","YES"
"run_2026_03_12_233710_aging_time_rescaling_collapse","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_12_233710_aging_time_rescaling_collapse","aging","MISSING","YES"
"run_2026_03_12_234016_switching_full_scaling_collapse","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse","switching","MISSING","YES"
"run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","switching","MISSING","YES"
"run_2026_03_13_001549_switching_width_relaxation_correlation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_001549_switching_width_relaxation_correlation","cross_experiment","MISSING","YES"
"run_2026_03_13_002324_switching_width_relaxation_correlation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002324_switching_width_relaxation_correlation","cross_experiment","MISSING","YES"
"run_2026_03_13_002809_switching_width_relaxation_correlation","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002809_switching_width_relaxation_correlation","cross_experiment","MISSING","YES"
"run_2026_03_13_003251_aging_fm_using_dip_clock","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_003251_aging_fm_using_dip_clock","aging","MISSING","YES"
"run_2026_03_13_003818_aging_fm_using_dip_clock","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_003818_aging_fm_using_dip_clock","aging","MISSING","YES"
"run_2026_03_13_004253_aging_fm_using_dip_clock","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_004253_aging_fm_using_dip_clock","aging","MISSING","YES"
"run_2026_03_13_005134_aging_fm_using_dip_clock","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_005134_aging_fm_using_dip_clock","aging","MISSING","YES"
"run_2026_03_13_005805_aging_fm_using_extracted_dip_tau","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_005805_aging_fm_using_extracted_dip_tau","aging","MISSING","YES"
"run_2026_03_13_010148_aging_fm_using_extracted_dip_tau","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_010148_aging_fm_using_extracted_dip_tau","aging","MISSING","YES"
"run_2026_03_13_011143_aging_fm_timescale_analysis","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_011143_aging_fm_timescale_analysis","aging","MISSING","YES"
"run_2026_03_13_011259_switching_width_dynamics_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_011259_switching_width_dynamics_analysis","cross_experiment","MISSING","YES"
"run_2026_03_13_012211_aging_fm_timescale_analysis","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_012211_aging_fm_timescale_analysis","aging","MISSING","YES"
"run_2026_03_13_013634_aging_fm_timescale_analysis","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_13_013634_aging_fm_timescale_analysis","aging","MISSING","YES"
"run_2026_03_13_020134_switching_composite_observable_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020134_switching_composite_observable_scan","cross_experiment","MISSING","YES"
"run_2026_03_13_020519_switching_composite_observable_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan","cross_experiment","MISSING","YES"
"run_2026_03_13_021053_switching_composite_observable_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan","cross_experiment","MISSING","YES"
"run_2026_03_13_022413_switching_composite_observable_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan","cross_experiment","MISSING","YES"
"run_2026_03_13_071713_switching_composite_observable_scan","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan","cross_experiment","MISSING","YES"
"run_2026_03_13_072517_ridge_motion_relaxation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_13_074018_aging_fm_switching_sector_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link","cross_experiment","MISSING","YES"
"run_2026_03_13_075458_aging_fm_switching_sector_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link","cross_experiment","MISSING","YES"
"run_2026_03_13_082430_switching_relaxation_bridge_robustness_a","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a","cross_experiment","MISSING","YES"
"run_2026_03_13_082753_switching_relaxation_bridge_robustness_a","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a","cross_experiment","MISSING","YES"
"run_2026_03_13_090347_relaxation_switching_bridge_visualizatio","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_090347_relaxation_switching_bridge_visualizatio","cross_experiment","MISSING","YES"
"run_2026_03_13_111242_motion_activity_comparison","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison","cross_experiment","MISSING","YES"
"run_2026_03_13_111257_barrier_observable_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test","cross_experiment","MISSING","YES"
"run_2026_03_13_111303_activation_coordinate_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111303_activation_coordinate_test","cross_experiment","MISSING","YES"
"run_2026_03_13_112143_barrier_observable_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test","cross_experiment","MISSING","YES"
"run_2026_03_13_112155_switching_geometry_diagnostics","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_112155_switching_geometry_diagnostics","switching","MISSING","YES"
"run_2026_03_13_115111_AX_functional_relation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_13_115401_AX_functional_relation_analysis","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis","cross_experiment","MISSING","YES"
"run_2026_03_13_121414_AX_power_law_exponent_summary","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121414_AX_power_law_exponent_summary","cross_experiment","MISSING","YES"
"run_2026_03_13_121740_aging_timescale_bridge","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge","cross_experiment","MISSING","YES"
"run_2026_03_13_122404_aging_timescale_bridge","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge","cross_experiment","MISSING","YES"
"run_2026_03_13_123230_AX_scaling_temperature_robustness","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness","cross_experiment","MISSING","YES"
"run_2026_03_13_152008_switching_effective_observables","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_13_152008_switching_effective_observables","switching","MISSING","YES"
"run_2026_03_13_153214_switching_joule_heating_null_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_153214_switching_joule_heating_null_test","cross_experiment","MISSING","YES"
"run_2026_03_13_153844_switching_joule_heating_null_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_153844_switching_joule_heating_null_test","cross_experiment","MISSING","YES"
"run_2026_03_13_154252_switching_joule_heating_null_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test","cross_experiment","MISSING","YES"
"run_2026_03_13_160239_switching_joule_heating_null_test","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test","cross_experiment","MISSING","YES"
"run_2026_03_14_063231_switching_dynamical_susceptibility","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_063231_switching_dynamical_susceptibility","cross_experiment","MISSING","YES"
"run_2026_03_14_070731_tri_scaling_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_070731_tri_scaling_test","aging","MISSING","YES"
"run_2026_03_14_070929_tri_scaling_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_070929_tri_scaling_test","aging","MISSING","YES"
"run_2026_03_14_071151_tri_scaling_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_071151_tri_scaling_test","aging","MISSING","YES"
"run_2026_03_14_071722_tri_scaling_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_071722_tri_scaling_test","aging","MISSING","YES"
"run_2026_03_14_073402_TRI_cross_temperature_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_073402_TRI_cross_temperature_test","aging","MISSING","YES"
"run_2026_03_14_073850_TRI_clock_consistency_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_073850_TRI_clock_consistency_test","aging","MISSING","YES"
"run_2026_03_14_074027_TRI_clock_consistency_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_074027_TRI_clock_consistency_test","aging","MISSING","YES"
"run_2026_03_14_074415_TRI_clock_consistency_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_074415_TRI_clock_consistency_test","aging","MISSING","YES"
"run_2026_03_14_074613_aging_clock_ratio_analysis","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_074613_aging_clock_ratio_analysis","aging","MISSING","YES"
"run_2026_03_14_074701_TRI_clock_consistency_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_074701_TRI_clock_consistency_test","aging","MISSING","YES"
"run_2026_03_14_075006_TRI_clock_consistency_test","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_075006_TRI_clock_consistency_test","aging","MISSING","YES"
"run_2026_03_14_111741_aging_switching_clock_bridge","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_111741_aging_switching_clock_bridge","cross_experiment","MISSING","YES"
"run_2026_03_14_121504_switching_susceptibility_ridge_motion_te","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121504_switching_susceptibility_ridge_motion_te","cross_experiment","MISSING","YES"
"run_2026_03_14_121511_switching_chi_shift_shape_decomposition","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition","cross_experiment","MISSING","YES"
"run_2026_03_14_121519_switching_dyn_susc_robustness_audit","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121519_switching_dyn_susc_robustness_audit","cross_experiment","MISSING","YES"
"run_2026_03_14_122017_switching_susceptibility_ridge_motion_te","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te","cross_experiment","MISSING","YES"
"run_2026_03_14_130940_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_130940_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_131154_aging_dip_switching_shape_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131154_aging_dip_switching_shape_link","cross_experiment","MISSING","YES"
"run_2026_03_14_131220_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_131220_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm","cross_experiment","MISSING","YES"
"run_2026_03_14_131833_aging_dip_switching_shape_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131833_aging_dip_switching_shape_link","cross_experiment","MISSING","YES"
"run_2026_03_14_131833_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_131833_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_132243_aging_dip_switching_shape_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132243_aging_dip_switching_shape_link","cross_experiment","MISSING","YES"
"run_2026_03_14_132250_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_132250_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_132559_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_132559_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_132600_aging_dip_switching_shape_link","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link","cross_experiment","MISSING","YES"
"run_2026_03_14_133454_clock_ratio_temperature_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_133454_clock_ratio_temperature_support_audit","aging","MISSING","YES"
"run_2026_03_14_152820_clock_ratio_lower_support_audit","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_14_152820_clock_ratio_lower_support_audit","aging","MISSING","YES"
"run_2026_03_14_161801_switching_dynamic_shape_mode","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_161801_switching_dynamic_shape_mode","switching","MISSING","YES"
"run_2026_03_14_200522_switching_residual_collapse_verification","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200522_switching_residual_collapse_verification","switching","MISSING","YES"
"run_2026_03_14_200723_switching_residual_collapse_verification","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200723_switching_residual_collapse_verification","switching","MISSING","YES"
"run_2026_03_14_200939_switching_residual_collapse_verification","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_200939_switching_residual_collapse_verification","switching","MISSING","YES"
"run_2026_03_14_210205_switching_ridge_susceptibility_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210205_switching_ridge_susceptibility_test","switching","MISSING","YES"
"run_2026_03_14_210347_switching_translation_mode_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210347_switching_translation_mode_test","switching","MISSING","YES"
"run_2026_03_14_210551_switching_ridge_susceptibility_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_210551_switching_ridge_susceptibility_test","switching","MISSING","YES"
"run_2026_03_14_212255_switching_ridge_motion_decomposition","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_212255_switching_ridge_motion_decomposition","switching","MISSING","YES"
"run_2026_03_14_214124_switching_a1_model_scan","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214124_switching_a1_model_scan","switching","MISSING","YES"
"run_2026_03_14_214125_switching_a1_single_derivative_scan","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_214125_switching_a1_single_derivative_scan","switching","MISSING","YES"
"run_2026_03_14_222708_switching_a1_model_scan","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_222708_switching_a1_model_scan","switching","MISSING","YES"
"run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","switching","MISSING","YES"
"run_2026_03_15_131431_switching_a1_vs_dX_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_131431_switching_a1_vs_dX_test","switching","MISSING","YES"
"run_2026_03_15_133614_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_133614_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_134104_switching_a1_vs_logdS_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_134104_switching_a1_vs_logdS_test","switching","MISSING","YES"
"run_2026_03_15_172302_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_172302_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_172302_switching_a1_vs_logdS_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172302_switching_a1_vs_logdS_test","switching","MISSING","YES"
"run_2026_03_15_172420_switching_a1_vs_logdS_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172420_switching_a1_vs_logdS_test","switching","MISSING","YES"
"run_2026_03_15_172539_switching_a1_vs_logdS_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_172539_switching_a1_vs_logdS_test","switching","MISSING","YES"
"run_2026_03_15_200404_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200404_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_200623_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_200623_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_202022_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_202022_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_205458_switching_a1_vs_curvature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_205458_switching_a1_vs_curvature_test","switching","MISSING","YES"
"run_2026_03_15_205800_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205800_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_205938_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_210111_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_210315_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210315_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_210701_effective_observables_catalog","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210701_effective_observables_catalog","cross_experiment","MISSING","YES"
"run_2026_03_15_211022_switching_a1_vs_curvature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_211022_switching_a1_vs_curvature_test","switching","MISSING","NO"
"run_2026_03_15_212718_switching_a1_vs_curvature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_212718_switching_a1_vs_curvature_test","switching","MISSING","YES"
"run_2026_03_15_221649_switching_a1_amplitude_response_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_221649_switching_a1_amplitude_response_test","switching","MISSING","YES"
"run_2026_03_15_222144_switching_a1_amplitude_response_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_222144_switching_a1_amplitude_response_test","switching","MISSING","YES"
"run_2026_03_15_225310_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225310_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_225418_switching_ridge_temperature_susceptibili","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225418_switching_ridge_temperature_susceptibili","switching","MISSING","YES"
"run_2026_03_15_225725_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225725_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_225730_switching_ridge_temperature_susceptibili","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225730_switching_ridge_temperature_susceptibili","switching","MISSING","YES"
"run_2026_03_15_225834_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_225834_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_230047_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230047_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_230257_switching_a1_integral_consistency_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230257_switching_a1_integral_consistency_test","switching","MISSING","YES"
"run_2026_03_15_230258_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230258_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_230302_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230302_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_15_230935_switching_a1_integral_consistency_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230935_switching_a1_integral_consistency_test","switching","MISSING","YES"
"run_2026_03_15_230936_switching_a1_integral_consistency_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_230936_switching_a1_integral_consistency_test","switching","MISSING","YES"
"run_2026_03_15_231316_switching_ridge_temperature_susceptibili","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231316_switching_ridge_temperature_susceptibili","switching","MISSING","YES"
"run_2026_03_15_231424_switching_ridge_temperature_susceptibili","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_15_231424_switching_ridge_temperature_susceptibili","switching","MISSING","YES"
"run_2026_03_15_235644_observable_physical_quantity_audit","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_235644_observable_physical_quantity_audit","cross_experiment","MISSING","YES"
"run_2026_03_16_003331_creep_activation_scaling","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003331_creep_activation_scaling","cross_experiment","MISSING","YES"
"run_2026_03_16_003621_creep_activation_scaling","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_003621_creep_activation_scaling","cross_experiment","MISSING","YES"
"run_2026_03_16_004449_switching_a1_integral_consistency_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_a1_integral_consistency_test","switching","MISSING","YES"
"run_2026_03_16_004449_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_004449_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_16_004456_creep_activation_scaling","C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_16_004456_creep_activation_scaling","cross_experiment","MISSING","YES"
"run_2026_03_16_010353_switching_creep_barrier_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_010353_switching_creep_barrier_analysis","switching","MISSING","YES"
"run_2026_03_16_011733_switching_activation_signature_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_011733_switching_activation_signature_test","switching","MISSING","YES"
"run_2026_03_16_012510_switching_creep_barrier_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_012510_switching_creep_barrier_analysis","switching","MISSING","YES"
"run_2026_03_16_014254_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014254_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_014335_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014335_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_014636_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014636_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_014951_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_014951_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_015033_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015033_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015222_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015222_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_015319_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015319_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015338_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015338_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_015437_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015437_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015455_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015455_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015536_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015536_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_015541_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015541_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015648_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015648_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015731_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015731_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_015738_switching_creep_scaling_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015738_switching_creep_scaling_test","switching","MISSING","YES"
"run_2026_03_16_015956_switching_ridge_susceptibility_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_015956_switching_ridge_susceptibility_analysis","switching","MISSING","YES"
"run_2026_03_16_020941_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_020941_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_021030_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021030_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_021331_switching_ridge_curvature_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021331_switching_ridge_curvature_analysis","switching","MISSING","YES"
"run_2026_03_16_021808_switching_a1_vs_mobility_test","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021808_switching_a1_vs_mobility_test","switching","MISSING","YES"
"run_2026_03_16_021947_switching_ridge_susceptibility_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_021947_switching_ridge_susceptibility_analysis","switching","MISSING","YES"
"run_2026_03_16_022315_switching_ridge_susceptibility_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_022315_switching_ridge_susceptibility_analysis","switching","MISSING","YES"
"run_2026_03_16_023247_switching_ridge_susceptibility_analysis","C:\Dev\matlab-functions\results\switching\runs\run_2026_03_16_023247_switching_ridge_susceptibility_analysis","switching","MISSING","YES"
"run_2026_03_16_023652_aging_clock_ratio_temperature_scaling","C:\Dev\matlab-functions\results\aging\runs\run_2026_03_16_023652_aging_clock_ratio_temperature_scaling","aging","MISSING","YES"
"run_2026_03_16_024004_relaxation_temperature_scaling_test","C:\Dev\matlab-functions\results\relaxation\runs\run_2026_03_16_024004_relaxation_temperature_scaling_test","relaxation","MISSING","YES"
