"run_id","experiment","run_rel_path","tables_csv","reports_md","snapshot_source_run_path","snapshot_runpack_path","snapshot_analysis_ids","snapshot_report_ids","snapshot_has_entry","resolution_method"
"run_2026_03_11_224713_relaxation_aging_canonical_comparison","cross_experiment","results\cross_experiment\runs\run_2026_03_11_224713_relaxation_aging_canonical_comparison","tables/normalized_overlay_metrics.csv;tables/peak_window_summary.csv;tables/relaxation_aging_observable_alignment.csv;tables/source_run_manifest.csv","","","","","","0",""
"run_2026_03_11_225249_unified_crossover_map","cross_experiment","results\cross_experiment\runs\run_2026_03_11_225249_unified_crossover_map","tables/crossover_peak_summary.csv;tables/crossover_window_overlap_summary.csv;tables/source_run_manifest.csv;tables/unified_crossover_observables.csv","reports/unified_crossover_map.md","","","","","0",""
"run_2026_03_11_230812_relaxation_tau_time_window_test","cross_experiment","results\cross_experiment\runs\run_2026_03_11_230812_relaxation_tau_time_window_test","tables/fit_quality_summary.csv;tables/tau_model_comparison.csv;tables/tau_vs_temperature.csv;tables/time_window_alignment_summary.csv","reports/relaxation_tau_time_window_test.md","","","","","0",""
"run_2026_03_11_231731_relaxation_tau_time_window_test","cross_experiment","results\cross_experiment\runs\run_2026_03_11_231731_relaxation_tau_time_window_test","tables/fit_quality_summary.csv;tables/tau_model_comparison.csv;tables/tau_vs_temperature.csv;tables/time_window_alignment_summary.csv","reports/relaxation_tau_time_window_test.md","","","","","0",""
"run_2026_03_11_232459_relaxation_tau_time_window_test","cross_experiment","results\cross_experiment\runs\run_2026_03_11_232459_relaxation_tau_time_window_test","tables/fit_quality_summary.csv;tables/tau_model_comparison.csv;tables/tau_vs_temperature.csv;tables/time_window_alignment_summary.csv","reports/relaxation_tau_time_window_test.md","","","","","0",""
"run_2026_03_11_235727_switching_collapse_asymmetry_test","cross_experiment","results\cross_experiment\runs\run_2026_03_11_235727_switching_collapse_asymmetry_test","tables/asymmetry_bin_residuals.csv;tables/collapse_residual_vs_asymmetry.csv;tables/residual_mode_correlations.csv","","","","","","0",""
"run_2026_03_11_235752_switching_collapse_asymmetry_test","cross_experiment","results\cross_experiment\runs\run_2026_03_11_235752_switching_collapse_asymmetry_test","tables/asymmetry_bin_residuals.csv;tables/collapse_residual_vs_asymmetry.csv;tables/residual_mode_correlations.csv","reports/switching_collapse_asymmetry_test.md","","","","","0",""
"run_2026_03_12_004447_switching_analysis_audit","cross_experiment","results\cross_experiment\runs\run_2026_03_12_004447_switching_analysis_audit","","","","","","","0",""
"run_2026_03_12_004513_switching_analysis_audit","cross_experiment","results\cross_experiment\runs\run_2026_03_12_004513_switching_analysis_audit","tables/files_used.csv;tables/joined_switching_audit_data.csv;tables/mode_geometry_correlations.csv;tables/mode_residual_asymmetry_correlations.csv;tables/regime_correlations.csv;tables/saved_run_inventory.csv;tables/svd_mode_summary.csv;tables/temperature_coverage_audit.csv","reports/switching_analysis_audit.md","","","","","0",""
"run_2026_03_12_004703_switching_relaxation_observable_comparis","cross_experiment","results\cross_experiment\runs\run_2026_03_12_004703_switching_relaxation_observable_comparis","","","","","","","0",""
"run_2026_03_12_004907_switching_relaxation_observable_comparis","cross_experiment","results\cross_experiment\runs\run_2026_03_12_004907_switching_relaxation_observable_comparis","tables/source_run_manifest.csv;tables/switching_relaxation_observable_alignment_summary.csv;tables/switching_relaxation_observable_curves.csv","reports/switching_relaxation_observable_comparison.md","","","","","0",""
"run_2026_03_12_012249_switching_relaxation_amplitude_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_012249_switching_relaxation_amplitude_test","tables/source_run_manifest.csv;tables/switching_relaxation_amplitude_correlation.csv;tables/switching_relaxation_amplitude_overlay.csv;tables/switching_relaxation_peak_temperature_summary.csv","reports/switching_relaxation_amplitude_test.md","","","","","0",""
"run_2026_03_12_012407_switching_relaxation_amplitude_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_012407_switching_relaxation_amplitude_test","tables/source_run_manifest.csv;tables/switching_relaxation_amplitude_correlation.csv;tables/switching_relaxation_amplitude_overlay.csv;tables/switching_relaxation_peak_temperature_summary.csv","","","","","","0",""
"run_2026_03_12_012410_switching_relaxation_amplitude_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_012410_switching_relaxation_amplitude_test","tables/source_run_manifest.csv;tables/switching_relaxation_amplitude_correlation.csv;tables/switching_relaxation_amplitude_overlay.csv;tables/switching_relaxation_peak_temperature_summary.csv","reports/switching_relaxation_amplitude_test.md","","","","","0",""
"run_2026_03_12_012602_switching_relaxation_amplitude_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_012602_switching_relaxation_amplitude_test","tables/source_run_manifest.csv;tables/switching_relaxation_amplitude_correlation.csv;tables/switching_relaxation_amplitude_overlay.csv;tables/switching_relaxation_peak_temperature_summary.csv","reports/switching_relaxation_amplitude_test.md","","","","","0",""
"run_2026_03_12_014828_switching_ridge_linear_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_014828_switching_ridge_linear_test","","","","","","","0",""
"run_2026_03_12_015017_switching_ridge_linear_test","cross_experiment","results\cross_experiment\runs\run_2026_03_12_015017_switching_ridge_linear_test","tables/linear_fit_results.csv","reports/switching_ridge_linear_test.md","","","","","0",""
"run_2026_03_12_074720_unified_dynamical_crossover_synthesis","cross_experiment","results\cross_experiment\runs\run_2026_03_12_074720_unified_dynamical_crossover_synthesis","","","","","","","0",""
"run_2026_03_12_074905_unified_dynamical_crossover_synthesis","cross_experiment","results\cross_experiment\runs\run_2026_03_12_074905_unified_dynamical_crossover_synthesis","","","","","","","0",""
"run_2026_03_12_075103_unified_dynamical_crossover_synthesis","cross_experiment","results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis","tables/aging_switching_lagged_correlations.csv;tables/aging_switching_pair_correlations.csv;tables/optional_two_basis_fit_results.csv;tables/source_run_manifest.csv;tables/unified_crossover_summary.csv","reports/unified_dynamical_crossover_and_aging_switching_link.md","","","","","0",""
"run_2026_03_12_081213_relaxation_switching_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_12_081213_relaxation_switching_observable_scan","","","","","","","0",""
"run_2026_03_12_081243_relaxation_switching_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_12_081243_relaxation_switching_observable_scan","tables/observable_correlations.csv;tables/observable_curves.csv;tables/repository_discovery.csv;tables/source_run_manifest.csv","reports/analysis_report.md","","","","","0",""
"run_2026_03_12_084004_common_dynamical_subspace","cross_experiment","results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace","tables/observable_matrix.csv;tables/observable_pairwise_correlations.csv;tables/pc_scores.csv;tables/pca_loadings.csv;tables/repository_state_summary.csv;tables/variance_explained.csv","reports/common_dynamical_subspace_analysis.md","","","","","0",""
"run_2026_03_12_201404_run_review_audit","review","results\review\runs\run_2026_03_12_201404_run_review_audit","","","","","","","0",""
"run_2026_03_12_201446_run_review_audit","review","results\review\runs\run_2026_03_12_201446_run_review_audit","","","","","","","0",""
"run_2026_03_12_201625_run_review_audit","review","results\review\runs\run_2026_03_12_201625_run_review_audit","","","","","","","0",""
"run_2026_03_12_211204_aging_dataset_build","aging","results\aging\runs\run_2026_03_12_211204_aging_dataset_build","tables/aging_observable_dataset.csv","reports/aging_dataset_build_report.md","","","","","0",""
"run_2026_03_12_213819_aging_log_time_scaling_test","aging","results\aging\runs\run_2026_03_12_213819_aging_log_time_scaling_test","","","","","","","0",""
"run_2026_03_12_213923_aging_component_clock_test","aging","results\aging\runs\run_2026_03_12_213923_aging_component_clock_test","","","","","","","0",""
"run_2026_03_12_213929_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_213929_aging_timescale_extraction","","","","","","","0",""
"run_2026_03_12_214012_aging_log_time_scaling_test","aging","results\aging\runs\run_2026_03_12_214012_aging_log_time_scaling_test","","","","","","","0",""
"run_2026_03_12_214126_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_214126_aging_timescale_extraction","","","","","","","0",""
"run_2026_03_12_214127_aging_component_clock_test","aging","results\aging\runs\run_2026_03_12_214127_aging_component_clock_test","","","","","","","0",""
"run_2026_03_12_222238_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_222238_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_223427_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_223427_aging_timescale_extraction","","","","","","","0",""
"run_2026_03_12_223709_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_223709_aging_timescale_extraction","tables/tau_vs_Tp.csv","reports/aging_timescale_extraction_report.md","results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction","30_runs_evidence/runpacks/runpack__aging__run_2026_03_12_223709_aging_timescale_extraction__v2026_03_23.zip","analysis_aging_timescale_extraction","report_aging_timescale_extraction","1","exact_run_id"
"run_2026_03_12_223712_aging_log_time_scaling_test","aging","results\aging\runs\run_2026_03_12_223712_aging_log_time_scaling_test","tables/log_slope_vs_Tp.csv","reports/aging_log_scaling_report.md","","","","","0",""
"run_2026_03_12_223741_aging_component_clock_test","aging","results\aging\runs\run_2026_03_12_223741_aging_component_clock_test","tables/component_correlation_vs_Tp.csv","","","","","","0",""
"run_2026_03_12_224309_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_224309_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_224808_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_224808_aging_timescale_extraction","","","","","","","0",""
"run_2026_03_12_225058_aging_component_clock_test","aging","results\aging\runs\run_2026_03_12_225058_aging_component_clock_test","tables/component_correlation_vs_Tp.csv","","","","","","0",""
"run_2026_03_12_225559_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_225559_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_225842_aging_component_clock_test","aging","results\aging\runs\run_2026_03_12_225842_aging_component_clock_test","tables/component_correlation_vs_Tp.csv","reports/aging_component_clock_report.md","","","","","0",""
"run_2026_03_12_225857_aging_timescale_extraction","aging","results\aging\runs\run_2026_03_12_225857_aging_timescale_extraction","","","","","","","0",""
"run_2026_03_12_230511_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_230511_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_230929_switching_energy_scale_collapse_filtered","switching","results\switching\runs\run_2026_03_12_230929_switching_energy_scale_collapse_filtered","","","","","","","0",""
"run_2026_03_12_231143_switching_energy_scale_collapse_filtered","switching","results\switching\runs\run_2026_03_12_231143_switching_energy_scale_collapse_filtered","tables/switching_energy_scale_collapse_metrics.csv;tables/switching_energy_scale_collapse_temperature_decisions.csv","reports/switching_energy_scale_collapse_filtered.md","","","","","0",""
"run_2026_03_12_232904_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_232904_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_233337_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_233337_aging_time_rescaling_collapse","","","","","","","0",""
"run_2026_03_12_233710_aging_time_rescaling_collapse","aging","results\aging\runs\run_2026_03_12_233710_aging_time_rescaling_collapse","tables/tau_rescaling_estimates.csv","reports/aging_collapse_test_report.md","","","","","0",""
"run_2026_03_12_234016_switching_full_scaling_collapse","switching","results\switching\runs\run_2026_03_12_234016_switching_full_scaling_collapse","tables/switching_full_scaling_metrics.csv;tables/switching_full_scaling_parameters.csv","reports/switching_full_scaling_collapse.md","results/switching/runs/run_2026_03_12_234016_switching_full_scaling_collapse","30_runs_evidence/runpacks/runpack__switching__run_2026_03_12_234016_switching_full_scaling_collapse__v2026_03_23.zip","analysis_switching_full_scaling_collapse","report_switching_full_scaling_collapse","1","exact_run_id"
"run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","switching","results\switching\runs\run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","tables/switching_full_scaling_collapse_clean_repair_summary.csv","reports/switching_full_scaling_collapse_clean.md","","","","","0",""
"run_2026_03_13_001549_switching_width_relaxation_correlation","cross_experiment","results\cross_experiment\runs\run_2026_03_13_001549_switching_width_relaxation_correlation","tables/correlation_results.csv;tables/source_run_manifest.csv","reports/switching_width_relaxation_correlation.md","","","","","0",""
"run_2026_03_13_002324_switching_width_relaxation_correlation","cross_experiment","results\cross_experiment\runs\run_2026_03_13_002324_switching_width_relaxation_correlation","tables/correlation_results.csv;tables/source_run_manifest.csv","reports/switching_width_relaxation_correlation.md","","","","","0",""
"run_2026_03_13_002809_switching_width_relaxation_correlation","cross_experiment","results\cross_experiment\runs\run_2026_03_13_002809_switching_width_relaxation_correlation","tables/correlation_results.csv;tables/source_run_manifest.csv","reports/switching_width_relaxation_correlation.md","","","","","0",""
"run_2026_03_13_003251_aging_fm_using_dip_clock","aging","results\aging\runs\run_2026_03_13_003251_aging_fm_using_dip_clock","","","","","","","0",""
"run_2026_03_13_003818_aging_fm_using_dip_clock","aging","results\aging\runs\run_2026_03_13_003818_aging_fm_using_dip_clock","","","","","","","0",""
"run_2026_03_13_004253_aging_fm_using_dip_clock","aging","results\aging\runs\run_2026_03_13_004253_aging_fm_using_dip_clock","tables/fm_collapse_using_dip_tau_metrics.csv","reports/aging_fm_using_dip_clock_report.md","","","","","0",""
"run_2026_03_13_005134_aging_fm_using_dip_clock","aging","results\aging\runs\run_2026_03_13_005134_aging_fm_using_dip_clock","tables/fm_collapse_using_dip_tau_metrics.csv","reports/aging_fm_using_dip_clock_report.md","","","","","0",""
"run_2026_03_13_005805_aging_fm_using_extracted_dip_tau","aging","results\aging\runs\run_2026_03_13_005805_aging_fm_using_extracted_dip_tau","","","","","","","0",""
"run_2026_03_13_010148_aging_fm_using_extracted_dip_tau","aging","results\aging\runs\run_2026_03_13_010148_aging_fm_using_extracted_dip_tau","tables/fm_extracted_dip_tau_collapse_metrics.csv","reports/fm_extracted_dip_tau_report.md","","","","","0",""
"run_2026_03_13_011143_aging_fm_timescale_analysis","aging","results\aging\runs\run_2026_03_13_011143_aging_fm_timescale_analysis","tables/tau_FM_vs_Tp.csv","reports/aging_fm_timescale_analysis_report.md","","","","","0",""
"run_2026_03_13_011259_switching_width_dynamics_analysis","cross_experiment","results\cross_experiment\runs\run_2026_03_13_011259_switching_width_dynamics_analysis","tables/analysis_results.csv;tables/source_run_manifest.csv","reports/switching_width_dynamics_analysis.md","","","","","0",""
"run_2026_03_13_012211_aging_fm_timescale_analysis","aging","results\aging\runs\run_2026_03_13_012211_aging_fm_timescale_analysis","tables/tau_FM_vs_Tp.csv","reports/aging_fm_timescale_analysis_report.md","","","","","0",""
"run_2026_03_13_013634_aging_fm_timescale_analysis","aging","results\aging\runs\run_2026_03_13_013634_aging_fm_timescale_analysis","tables/tau_FM_vs_Tp.csv","reports/aging_fm_timescale_analysis_report.md","","","","","0",""
"run_2026_03_13_020134_switching_composite_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_13_020134_switching_composite_observable_scan","","","","","","","0",""
"run_2026_03_13_020519_switching_composite_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan","tables/composite_observables_table.csv;tables/correlation_summary.csv;tables/source_run_manifest.csv;tables/top_candidate_fit_summary.csv","reports/switching_composite_observable_scan.md","","","","","0",""
"run_2026_03_13_021053_switching_composite_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan","tables/composite_observables_table.csv;tables/correlation_summary.csv;tables/source_run_manifest.csv;tables/top_candidate_fit_summary.csv","reports/switching_composite_observable_scan.md","","","","","0",""
"run_2026_03_13_022413_switching_composite_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan","tables/composite_observables_table.csv;tables/correlation_summary.csv;tables/source_run_manifest.csv;tables/top_candidate_fit_summary.csv","reports/switching_composite_observable_scan.md","","","","","0",""
"run_2026_03_13_071713_switching_composite_observable_scan","cross_experiment","results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan","tables/composite_observables_table.csv;tables/correlation_summary.csv;tables/source_run_manifest.csv;tables/top_candidate_fit_summary.csv","reports/switching_composite_observable_scan.md","","","","","0",""
"run_2026_03_13_072517_ridge_motion_relaxation_analysis","cross_experiment","results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis","tables/ridge_motion_feature_summary.csv;tables/ridge_motion_fit_summary.csv;tables/ridge_motion_results.csv;tables/source_run_manifest.csv","reports/ridge_motion_relaxation_analysis.md","","","","","0",""
"run_2026_03_13_074018_aging_fm_switching_sector_link","cross_experiment","results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link","tables/dip_switching_control_correlations.csv;tables/fm_representation_summary.csv;tables/fm_switching_correlations.csv;tables/repository_scan_summary.csv;tables/switching_observable_summary.csv","","","","","","0",""
"run_2026_03_13_075458_aging_fm_switching_sector_link","cross_experiment","results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link","tables/dip_switching_control_correlations.csv;tables/fm_representation_summary.csv;tables/fm_switching_correlations.csv;tables/repository_scan_summary.csv;tables/switching_observable_summary.csv","reports/aging_fm_switching_sector_link_report.md","","","","","0",""
"run_2026_03_13_082430_switching_relaxation_bridge_robustness_a","cross_experiment","results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a","tables/baseline_correlations.csv;tables/component_comparison.csv;tables/endpoint_trim_correlations.csv;tables/interpolation_sensitivity.csv;tables/leave_one_out_correlations.csv;tables/merged_relaxation_switching_table.csv;tables/source_run_manifest.csv;tables/subsampling_statistics.csv","reports/switching_relaxation_bridge_robustness_audit.md","","","","","0",""
"run_2026_03_13_082753_switching_relaxation_bridge_robustness_a","cross_experiment","results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a","tables/baseline_correlations.csv;tables/component_comparison.csv;tables/endpoint_trim_correlations.csv;tables/interpolation_sensitivity.csv;tables/leave_one_out_correlations.csv;tables/merged_relaxation_switching_table.csv;tables/source_run_manifest.csv;tables/subsampling_statistics.csv","reports/switching_relaxation_bridge_robustness_audit.md","results/cross_experiment/runs/run_2026_03_13_082753_switching_relaxation_bridge_robustness_a","30_runs_evidence/runpacks/runpack__cross_experiment__run_2026_03_13_082753_switching_relaxation_bridge_robustness_a__v2026_03_23.zip","analysis_switching_relaxation_bridge_robustness","report_switching_relaxation_bridge_robustness","1","exact_run_id"
"run_2026_03_13_090347_relaxation_switching_bridge_visualizatio","cross_experiment","results\cross_experiment\runs\run_2026_03_13_090347_relaxation_switching_bridge_visualizatio","tables/merged_relaxation_switching_table.csv;tables/source_run_manifest.csv","reports/relaxation_switching_bridge_visualization.md","","","","","0",""
"run_2026_03_13_111242_motion_activity_comparison","cross_experiment","results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison","tables/motion_activity_correlations.csv;tables/motion_activity_curves.csv;tables/motion_activity_peaks.csv;tables/source_run_manifest.csv","reports/motion_vs_activity_analysis.md","","","","","0",""
"run_2026_03_13_111257_barrier_observable_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test","tables/barrier_observable_correlation_summary.csv;tables/barrier_observable_curves.csv;tables/barrier_observable_leave_one_out.csv;tables/source_run_manifest.csv","reports/barrier_observable_analysis.md","","","","","0",""
"run_2026_03_13_111303_activation_coordinate_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_111303_activation_coordinate_test","tables/activation_coordinate_aligned_data.csv;tables/activation_coordinate_fit_summary.csv;tables/source_run_manifest.csv","reports/activation_coordinate_analysis.md","","","","","0",""
"run_2026_03_13_112143_barrier_observable_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test","tables/barrier_observable_correlation_summary.csv;tables/barrier_observable_curves.csv;tables/barrier_observable_leave_one_out.csv;tables/source_run_manifest.csv","reports/barrier_observable_analysis.md","","","","","0",""
"run_2026_03_13_112155_switching_geometry_diagnostics","switching","results\switching\runs\run_2026_03_13_112155_switching_geometry_diagnostics","tables/switching_geometry_characteristic_points.csv;tables/switching_geometry_near_26K_comparison.csv;tables/switching_geometry_observables.csv;tables/switching_geometry_scatter_correlations.csv","reports/switching_geometry_diagnostics.md","","","","","0",""
"run_2026_03_13_115111_AX_functional_relation_analysis","cross_experiment","results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis","tables/AX_aligned_data.csv;tables/AX_best_fit_curve.csv;tables/AX_bootstrap_family_rankings.csv;tables/AX_bootstrap_family_summary.csv;tables/AX_family_comparison.csv;tables/AX_loocv_family_rankings.csv;tables/AX_loocv_family_summary.csv;tables/AX_model_comparison.csv;tables/AX_parameter_estimates.csv;tables/source_run_manifest.csv","","","","","","0",""
"run_2026_03_13_115401_AX_functional_relation_analysis","cross_experiment","results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis","tables/AX_aligned_data.csv;tables/AX_best_fit_curve.csv;tables/AX_bootstrap_family_rankings.csv;tables/AX_bootstrap_family_summary.csv;tables/AX_family_comparison.csv;tables/AX_loocv_family_rankings.csv;tables/AX_loocv_family_summary.csv;tables/AX_model_comparison.csv;tables/AX_parameter_estimates.csv;tables/source_run_manifest.csv","reports/AX_functional_relation_analysis.md","results/cross_experiment/runs/run_2026_03_13_115401_AX_functional_relation_analysis","30_runs_evidence/runpacks/runpack__cross_experiment__run_2026_03_13_115401_AX_functional_relation_analysis__v2026_03_23.zip","analysis_ax_scaling","report_ax_functional_relation","1","exact_run_id"
"run_2026_03_13_121414_AX_power_law_exponent_summary","cross_experiment","results\cross_experiment\runs\run_2026_03_13_121414_AX_power_law_exponent_summary","tables/ax_exponent_summary.csv;tables/source_run_manifest.csv","reports/AX_power_law_exponent_summary.md","","","","","0",""
"run_2026_03_13_121740_aging_timescale_bridge","cross_experiment","results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge","tables/aligned_dynamical_timescale_dataset.csv;tables/correlation_summary.csv;tables/pearson_correlation_table.csv;tables/source_run_manifest.csv;tables/spearman_correlation_table.csv;tables/temperature_alignment_summary.csv","reports/aging_timescale_bridge_analysis.md","","","","","0",""
"run_2026_03_13_122404_aging_timescale_bridge","cross_experiment","results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge","tables/aligned_dynamical_timescale_dataset.csv;tables/correlation_summary.csv;tables/pearson_correlation_table.csv;tables/source_run_manifest.csv;tables/spearman_correlation_table.csv;tables/temperature_alignment_summary.csv","reports/aging_timescale_bridge_analysis.md","","","","","0",""
"run_2026_03_13_123230_AX_scaling_temperature_robustness","cross_experiment","results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness","tables/beta_exclusion_tests.csv;tables/beta_leave_one_temperature_out.csv;tables/residual_statistics.csv;tables/source_run_manifest.csv","reports/AX_scaling_temperature_robustness.md","results/cross_experiment/runs/run_2026_03_13_123230_AX_scaling_temperature_robustness","30_runs_evidence/runpacks/runpack__cross_experiment__run_2026_03_13_123230_AX_scaling_temperature_robustness__v2026_03_23.zip","analysis_ax_scaling","report_ax_temperature_robustness","1","exact_run_id"
"run_2026_03_13_152008_switching_effective_observables","switching","results\switching\runs\run_2026_03_13_152008_switching_effective_observables","tables/switching_effective_asymmetry_comparison.csv;tables/switching_effective_collapse_defect_vs_T.csv;tables/switching_effective_collapse_metrics.csv;tables/switching_effective_collapse_residual_profiles.csv;tables/switching_effective_coordinate_x.csv;tables/switching_effective_master_curve.csv;tables/switching_effective_observables_table.csv;tables/switching_effective_source_consistency.csv;tables/switching_effective_sources.csv;tables/switching_effective_switching_map.csv","reports/switching_effective_observables.md","results/switching/runs/run_2026_03_13_152008_switching_effective_observables","30_runs_evidence/runpacks/runpack__switching__run_2026_03_13_152008_switching_effective_observables__v2026_03_23.zip","analysis_switching_effective_observables","report_switching_effective_observables","1","exact_run_id"
"run_2026_03_13_153214_switching_joule_heating_null_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_153214_switching_joule_heating_null_test","","","","","","","0",""
"run_2026_03_13_153844_switching_joule_heating_null_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_153844_switching_joule_heating_null_test","","","","","","","0",""
"run_2026_03_13_154252_switching_joule_heating_null_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test","tables/coordinate_comparison_summary.csv;tables/heating_model_predictions.csv;tables/heating_model_summary.csv;tables/master_curve_library.csv;tables/relaxation_bridge_correlations.csv;tables/source_run_manifest.csv;tables/temperature_observable_bridge_table.csv","reports/switching_joule_heating_null_test.md","","","","","0",""
"run_2026_03_13_160239_switching_joule_heating_null_test","cross_experiment","results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test","tables/coordinate_comparison_summary.csv;tables/heating_model_predictions.csv;tables/heating_model_summary.csv;tables/master_curve_library.csv;tables/relaxation_bridge_correlations.csv;tables/source_run_manifest.csv;tables/temperature_observable_bridge_table.csv","reports/switching_joule_heating_null_test.md","","","","","0",""
"run_2026_03_14_063231_switching_dynamical_susceptibility","cross_experiment","results\cross_experiment\runs\run_2026_03_14_063231_switching_dynamical_susceptibility","tables/susceptibility_observables.csv","reports/switching_dynamical_susceptibility.md","","","","","0",""
"run_2026_03_14_070731_tri_scaling_test","aging","results\aging\runs\run_2026_03_14_070731_tri_scaling_test","","","","","","","0",""
"run_2026_03_14_070929_tri_scaling_test","aging","results\aging\runs\run_2026_03_14_070929_tri_scaling_test","tables/cross_temperature_per_tp_quality.csv;tables/cross_temperature_per_z_metrics.csv;tables/cross_temperature_scenario_metrics.csv;tables/mode_stability_details.csv;tables/mode_stability_metrics.csv;tables/rank_structure_metrics.csv;tables/tri_scaling_summary.csv;tables/waiting_time_collapse_metrics.csv","","","","","","0",""
"run_2026_03_14_071151_tri_scaling_test","aging","results\aging\runs\run_2026_03_14_071151_tri_scaling_test","tables/cross_temperature_per_tp_quality.csv;tables/cross_temperature_per_z_metrics.csv;tables/cross_temperature_scenario_metrics.csv;tables/mode_stability_details.csv;tables/mode_stability_metrics.csv;tables/rank_structure_metrics.csv;tables/tri_scaling_summary.csv;tables/waiting_time_collapse_metrics.csv","reports/tri_scaling_test_report.md","","","","","0",""
"run_2026_03_14_071722_tri_scaling_test","aging","results\aging\runs\run_2026_03_14_071722_tri_scaling_test","tables/cross_temperature_per_tp_quality.csv;tables/cross_temperature_per_z_metrics.csv;tables/cross_temperature_scenario_metrics.csv;tables/mode_stability_details.csv;tables/mode_stability_metrics.csv;tables/rank_structure_metrics.csv;tables/tri_scaling_summary.csv;tables/waiting_time_collapse_metrics.csv","reports/tri_scaling_test_report.md","","","","","0",""
"run_2026_03_14_073402_TRI_cross_temperature_test","aging","results\aging\runs\run_2026_03_14_073402_TRI_cross_temperature_test","tables/dominant_mode_summary.csv;tables/dominant_modes_vs_temperature.csv;tables/master_curve_amplitudes.csv;tables/master_curve_comparisons.csv;tables/master_curve_master_modes.csv;tables/master_curve_per_tp_metrics.csv;tables/master_curve_per_z_metrics.csv;tables/master_curve_scenario_metrics.csv;tables/phi_correlation_matrix.csv;tables/phi_cosine_similarity_matrix.csv;tables/phi_l2_difference_matrix.csv;tables/phi_similarity_pairs.csv","reports/tri_cross_temperature_test_report.md","","","","","0",""
"run_2026_03_14_073850_TRI_clock_consistency_test","aging","results\aging\runs\run_2026_03_14_073850_TRI_clock_consistency_test","","","","","","","0",""
"run_2026_03_14_074027_TRI_clock_consistency_test","aging","results\aging\runs\run_2026_03_14_074027_TRI_clock_consistency_test","","","","","","","0",""
"run_2026_03_14_074415_TRI_clock_consistency_test","aging","results\aging\runs\run_2026_03_14_074415_TRI_clock_consistency_test","","","","","","","0",""
