bridge_row_id,branch_family,decomposition_path_id,component_id,component_role,Tp,tw,value,value_units,sign_convention,signed_value_available,absolute_value_used,scalar_type,grid_type,fit_direct_class,producer,source_artifact,source_run,lineage_status,metadata_status,eligible_for_tau,eligible_for_fit_direct_comparison,eligible_for_ratio_robustness,blocked_reason,notes
F7X_L_00048,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,26,3600,"2.07427201171414e-06",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00049,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,30,36,"4.21027830298926e-07",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00050,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,30,36,"8.44001163675723e-07",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00051,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,30,360,"2.99637872939464e-08",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00052,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,30,360,"9.80804986271369e-07",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00053,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,30,3600,"2.7918195620328e-07",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00054,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,30,3600,"2.0014423840081e-06",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00055,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,34,36,"6.51060570905961e-07",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00056,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,34,36,"8.58403730646882e-08",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00057,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,34,360,"4.7383411729457e-08",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00058,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,34,360,"4.6750098273508e-07",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00059,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_DIP_DEPTH_B,AFM_DIP,34,3600,"4.65142859872535e-07",arbitrary,UNKNOWN,FALSE,FALSE,DEPTH,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
F7X_L_00060,TRACK_B_CONSOLIDATION,PATH_CONSOL_RUN_2026_03_12_211204,C_FM_ABS_B,FM,34,3600,"2.59975231893718e-07",arbitrary,ABS_ONLY,FALSE,TRUE,AMPLITUDE,TW_CURVE_PER_TP,CONSOL_EXPORT,run_aging_observable_dataset_consolidation.m,results_old/aging/runs/run_2026_03_12_211204_aging_dataset_build/tables/aging_observable_dataset.csv,run_2026_03_12_211204_aging_dataset_build,PARTIAL,OK,PARTIAL,NO,NO,,"upstream_row_source_run=run_2026_03_11_011643_observable_identification_audit"
