"FILE","CHANGE_DETECTED","CHANGE_CONFIDENCE","FILE_TYPE","IN_BOUNDARY","CHANGE_SCOPE_VERDICT","RECOMMENDED_ACTION","REASON","EVIDENCE_BASIS"
"tables/switching_canonical_connectivity.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_core_vs_substrate.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_definition_audit.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_definition_extraction.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_dependencies.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_drift_report.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_duplicates.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_entrypoint.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_entrypoint_candidates.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_equivalence.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_identity.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_policy.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_risk_flags.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_robustness_contract.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_run_closure.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_scope.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_unknowns_resolution.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_canonical_violations.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_collapse_verification.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_core_analysis_coverage.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_invalid_runs.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_layer_boundary_map.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_layer1_robustness_evidence.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_layer1_robustness_reconciliation.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_layer1_robustness_verdicts.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_noncanonical_scripts.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_parameter_robustness_update_audit.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_replay_plan.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_replay_reconciliation.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_robustness_definition_recovery.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_robustness_execution_trace.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_robustness_rerun_readiness.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_robustness_root_validation.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_robustness_unblock_plan.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_run_trust_classification.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_scaling_canonical_test.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/switching_scaling_metrics_summary.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_calibration_fix_changes.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_calibration_fix_failure_contract.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_calibration_fix_parallel_safety.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_calibration_fix_recheck.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_nonblocking_boundary_audit.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_nonblocking_failure_taxonomy.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_nonblocking_injection_results.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_nonblocking_parallel_safety.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/system_nonblocking_token_efficiency.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/ver12_canonical_audit.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/ver12_overlay_dependency_after.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/ver12_overlay_dependency_before.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/ver12_results_usage_trace.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/wrapper_fix_audit.csv","YES","HIGH","GOVERNANCE_TABLE","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Registry or audit table for canonical or switching policy.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/classify_run_status.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/enforce_canonical_phi1_source.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/ensure_dir.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/get_run_status_value.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/getLatestRun.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=M; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/load_observables.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=M; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/load_run.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/pre_execution_guard.ps1","YES","HIGH","CANONICAL_INFRA_ALLOWED","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Execution wrapper or guard per repo_execution_rules.md.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/resolve_results_input_dir.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=M; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/run_artifact_path.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/run_matlab_safe.bat","YES","HIGH","CANONICAL_INFRA_ALLOWED","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Execution wrapper or guard per repo_execution_rules.md.","git status=M; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/switching_canonical_control_scan.ps1","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/switching_canonical_run_closure.m","YES","HIGH","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Tooling not in MATLAB dependency closure.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/validate_matlab_runnable.ps1","YES","HIGH","CANONICAL_INFRA_ALLOWED","UNCERTAIN","IN_SCOPE_ALLOWED","KEEP","Execution wrapper or guard per repo_execution_rules.md.","git status=M; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tools/write_execution_marker.m","YES","HIGH","CANONICAL_INFRA_ALLOWED","YES","IN_SCOPE_ALLOWED","KEEP","In dependency closure; known repo tables fallback risk per violations table.","git status=??; Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
"tables/ (bulk: tracked legacy artifact deletions, ~150+ paths)","YES","MEDIUM","OTHER","NO","OUT_OF_SCOPE","MANUAL_REVIEW","Mass deletion of tracked tables outputs; confirm retention before rollback.","git status (D) summarized; see full git status for paths Authoritative boundary: tables/canonical_boundary_truth.csv; reports/canonical_boundary_truth.md."
