"analysis_id","file_path","type","run_id","system_status","duplicate_group_id","has_artifacts","notes"
"entity_264","results/switching/runs/run_2026_04_03_000147_switching_canonical/reports/run_switching_canonical_report.md","report","run_2026_04_03_000147_switching_canonical","CANONICAL_CONFIRMED","","YES",""
"entity_265","results/switching/runs/run_2026_04_03_000147_switching_canonical/run_manifest.json","table","run_2026_04_03_000147_switching_canonical","UNKNOWN","","YES",""
"entity_266","results/switching/runs/run_2026_04_03_000147_switching_canonical/run_notes.txt","report","run_2026_04_03_000147_switching_canonical","UNKNOWN","","YES",""
"entity_267","results/switching/runs/run_2026_04_03_000147_switching_canonical/run_status.csv","table","run_2026_04_03_000147_switching_canonical","UNKNOWN","","YES",""
"entity_268","results/switching/runs/run_2026_04_03_000147_switching_canonical/tables/run_switching_canonical_implementation_status.csv","table","run_2026_04_03_000147_switching_canonical","UNKNOWN","","YES",""
"entity_269","results/switching/runs/run_2026_04_03_000147_switching_canonical/tables/switching_canonical_observables.csv","table","run_2026_04_03_000147_switching_canonical","UNKNOWN","","YES",""
"entity_270","results/switching/runs/run_2026_04_03_000147_switching_canonical/tables/switching_canonical_phi1.csv","table","run_2026_04_03_000147_switching_canonical","UNKNOWN","DG2","YES",""
"entity_271","results/switching/runs/run_2026_04_03_000147_switching_canonical/tables/switching_canonical_S_long.csv","table","run_2026_04_03_000147_switching_canonical","CANONICAL_CONFIRMED","","YES",""
"entity_272","results/switching/runs/run_2026_04_03_000147_switching_canonical/tables/switching_canonical_validation.csv","table","run_2026_04_03_000147_switching_canonical","CANONICAL_CONFIRMED","","YES",""
"entity_273","results/switching/runs/run_2026_04_03_091018_switching_canonical/config_snapshot.m","script","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_274","results/switching/runs/run_2026_04_03_091018_switching_canonical/execution_probe.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_275","results/switching/runs/run_2026_04_03_091018_switching_canonical/execution_probe_status.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_276","results/switching/runs/run_2026_04_03_091018_switching_canonical/execution_probe_top.txt","report","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_277","results/switching/runs/run_2026_04_03_091018_switching_canonical/execution_status.csv","table","run_2026_04_03_091018_switching_canonical","CANONICAL_CONFIRMED","","YES",""
"entity_278","results/switching/runs/run_2026_04_03_091018_switching_canonical/log.txt","report","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_279","results/switching/runs/run_2026_04_03_091018_switching_canonical/reports/run_switching_canonical_implementation.md","report","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_280","results/switching/runs/run_2026_04_03_091018_switching_canonical/reports/run_switching_canonical_report.md","report","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_281","results/switching/runs/run_2026_04_03_091018_switching_canonical/run_manifest.json","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_282","results/switching/runs/run_2026_04_03_091018_switching_canonical/run_notes.txt","report","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_283","results/switching/runs/run_2026_04_03_091018_switching_canonical/run_status.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_284","results/switching/runs/run_2026_04_03_091018_switching_canonical/tables/run_switching_canonical_implementation_status.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_285","results/switching/runs/run_2026_04_03_091018_switching_canonical/tables/switching_canonical_observables.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_286","results/switching/runs/run_2026_04_03_091018_switching_canonical/tables/switching_canonical_phi1.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_287","results/switching/runs/run_2026_04_03_091018_switching_canonical/tables/switching_canonical_S_long.csv","table","run_2026_04_03_091018_switching_canonical","UNKNOWN","","YES",""
"entity_288","results/switching/runs/run_2026_04_03_091018_switching_canonical/tables/switching_canonical_validation.csv","table","run_2026_04_03_091018_switching_canonical","CANONICAL_CONFIRMED","","YES",""
"entity_289","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/config_snapshot.m","script","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_290","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/execution_probe_top.txt","report","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_291","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/execution_status.csv","table","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_292","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/log.txt","report","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_293","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/run_manifest.json","table","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_294","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/run_notes.txt","report","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_295","results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/run_status.csv","table","run_2026_04_04_092331_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_296","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/config_snapshot.m","script","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_297","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/execution_probe_top.txt","report","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_298","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/execution_status.csv","table","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_299","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/log.txt","report","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_300","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/run_manifest.json","table","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_301","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/run_notes.txt","report","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_302","results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/run_status.csv","table","run_2026_04_04_092734_post_entry_runtime_fail","UNKNOWN","","YES",""
"entity_303","results/switching/runs/run_2026_04_04_095928_switching_canonical/config_snapshot.m","script","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_304","results/switching/runs/run_2026_04_04_095928_switching_canonical/execution_status.csv","table","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_305","results/switching/runs/run_2026_04_04_095928_switching_canonical/log.txt","report","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_306","results/switching/runs/run_2026_04_04_095928_switching_canonical/reports/run_switching_canonical_implementation.md","report","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_307","results/switching/runs/run_2026_04_04_095928_switching_canonical/run_manifest.json","table","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_308","results/switching/runs/run_2026_04_04_095928_switching_canonical/run_notes.txt","report","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_309","results/switching/runs/run_2026_04_04_095928_switching_canonical/run_status.csv","table","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_310","results/switching/runs/run_2026_04_04_095928_switching_canonical/tables/run_switching_canonical_implementation_status.csv","table","run_2026_04_04_095928_switching_canonical","UNKNOWN","","YES",""
"entity_311","results/switching/runs/run_2026_04_04_100107_switching_canonical/config_snapshot.m","script","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_312","results/switching/runs/run_2026_04_04_100107_switching_canonical/execution_probe.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_313","results/switching/runs/run_2026_04_04_100107_switching_canonical/execution_probe_status.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_314","results/switching/runs/run_2026_04_04_100107_switching_canonical/execution_probe_top.txt","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_315","results/switching/runs/run_2026_04_04_100107_switching_canonical/execution_status.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_316","results/switching/runs/run_2026_04_04_100107_switching_canonical/log.txt","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_317","results/switching/runs/run_2026_04_04_100107_switching_canonical/reports/run_switching_canonical_implementation.md","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_318","results/switching/runs/run_2026_04_04_100107_switching_canonical/reports/run_switching_canonical_report.md","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_319","results/switching/runs/run_2026_04_04_100107_switching_canonical/run_manifest.json","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_320","results/switching/runs/run_2026_04_04_100107_switching_canonical/run_notes.txt","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_321","results/switching/runs/run_2026_04_04_100107_switching_canonical/run_status.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_322","results/switching/runs/run_2026_04_04_100107_switching_canonical/runtime_execution_markers.txt","report","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_323","results/switching/runs/run_2026_04_04_100107_switching_canonical/tables/run_switching_canonical_implementation_status.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_324","results/switching/runs/run_2026_04_04_100107_switching_canonical/tables/switching_canonical_observables.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_325","results/switching/runs/run_2026_04_04_100107_switching_canonical/tables/switching_canonical_phi1.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_326","results/switching/runs/run_2026_04_04_100107_switching_canonical/tables/switching_canonical_S_long.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_327","results/switching/runs/run_2026_04_04_100107_switching_canonical/tables/switching_canonical_validation.csv","table","run_2026_04_04_100107_switching_canonical","UNKNOWN","","YES",""
"entity_328","results/switching/runs/run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018","UNKNOWN","","YES",""
"entity_329","results/switching/runs/run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018/reports/canonicalization_l2_report.md","report","run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018","UNKNOWN","","YES",""
"entity_330","results/switching/runs/run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018/tables/canonicalization_l2_manifest.csv","table","run_2026_04_04_150000_canonicalization_l2_trust_rebind_091018","CANONICAL_CONFIRMED","","YES",""
"entity_331","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","CANONICAL_CONFIRMED","","YES",""
"entity_332","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_boundary_definition","CANONICAL_CONFIRMED","","YES",""
"entity_333","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_boundary_definition","UNKNOWN","","YES",""
"entity_334","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","CANONICAL_CONFIRMED","","YES",""
"entity_335","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/switching_canonical_boundary_and_runs.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","CANONICAL_CONFIRMED","","YES",""
"entity_336","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","UNKNOWN","","YES",""
"entity_337","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","UNKNOWN","","YES",""
"entity_338","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","UNKNOWN","","YES",""
"entity_339","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_boundary_definition/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_boundary_definition","UNKNOWN","","YES",""
"entity_340","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","CANONICAL_CONFIRMED","","YES",""
"entity_341","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_collapse_verification","CANONICAL_CONFIRMED","","YES",""
"entity_342","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_collapse_verification","UNKNOWN","","YES",""
"entity_343","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","CANONICAL_CONFIRMED","","YES",""
"entity_344","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","UNKNOWN","","YES",""
"entity_345","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","UNKNOWN","","YES",""
"entity_346","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","UNKNOWN","","YES",""
"entity_347","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","UNKNOWN","","YES",""
"entity_348","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_collapse_verification/tables/switching_collapse_verification.csv","table","run_2026_04_04_150000_canonicalization_l3_collapse_verification","CANONICAL_CONFIRMED","","YES",""
"entity_349","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","CANONICAL_CONFIRMED","","YES",""
"entity_350","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","CANONICAL_CONFIRMED","","YES",""
"entity_351","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","UNKNOWN","","YES",""
"entity_352","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","CANONICAL_CONFIRMED","","YES",""
"entity_353","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","UNKNOWN","","YES",""
"entity_354","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","UNKNOWN","","YES",""
"entity_355","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","UNKNOWN","","YES",""
"entity_356","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","UNKNOWN","","YES",""
"entity_357","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage/tables/switching_core_analysis_coverage.csv","table","run_2026_04_04_150000_canonicalization_l3_core_analysis_coverage","CANONICAL_CONFIRMED","","YES",""
"entity_358","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","CANONICAL_CONFIRMED","","YES",""
"entity_359","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_definition_audit","CANONICAL_CONFIRMED","","YES",""
"entity_360","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_definition_audit","UNKNOWN","","YES",""
"entity_361","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","CANONICAL_CONFIRMED","","YES",""
"entity_362","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/switching_canonical_definition_audit.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","CANONICAL_CONFIRMED","","YES",""
"entity_363","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","UNKNOWN","","YES",""
"entity_364","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","UNKNOWN","","YES",""
"entity_365","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","UNKNOWN","","YES",""
"entity_366","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_definition_audit/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_definition_audit","UNKNOWN","","YES",""
"entity_367","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","CANONICAL_CONFIRMED","","YES",""
"entity_368","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","CANONICAL_CONFIRMED","","YES",""
"entity_369","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_370","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","CANONICAL_CONFIRMED","","YES",""
"entity_371","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_entrypoint.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","CANONICAL_CONFIRMED","","YES",""
"entity_372","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_entrypoint_candidates.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_373","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_entrypoint_status.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_374","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_375","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_376","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_377","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_entrypoint_audit/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_entrypoint_audit","UNKNOWN","","YES",""
"entity_378","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","CANONICAL_CONFIRMED","","YES",""
"entity_379","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","CANONICAL_CONFIRMED","","YES",""
"entity_380","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","UNKNOWN","","YES",""
"entity_381","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","CANONICAL_CONFIRMED","","YES",""
"entity_382","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/phase1_execution_audit.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","CANONICAL_CONFIRMED","","YES",""
"entity_383","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","UNKNOWN","","YES",""
"entity_384","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","UNKNOWN","","YES",""
"entity_385","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","UNKNOWN","","YES",""
"entity_386","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_phase1_execution_audit","UNKNOWN","","YES",""
"entity_387","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/execution_status.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","CANONICAL_CONFIRMED","","YES",""
"entity_388","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/reports/canonicalization_l3_report.md","report","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","CANONICAL_CONFIRMED","","YES",""
"entity_389","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/reports/run_switching_canonical_report_from_source_run.md","report","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","UNKNOWN","","YES",""
"entity_390","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/canonicalization_manifest.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","CANONICAL_CONFIRMED","","YES",""
"entity_391","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_canonical_observables.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","UNKNOWN","","YES",""
"entity_392","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_canonical_phi1.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","UNKNOWN","","YES",""
"entity_393","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_canonical_S_long.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","UNKNOWN","","YES",""
"entity_394","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_canonical_validation.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","UNKNOWN","","YES",""
"entity_395","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_scaling_canonical_test.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","CANONICAL_CONFIRMED","","YES",""
"entity_396","results/switching/runs/run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test/tables/switching_scaling_metrics_summary.csv","table","run_2026_04_04_150000_canonicalization_l3_scaling_canonical_test","CANONICAL_CONFIRMED","","YES",""
