file_path,has_time_axis,has_signal,signal_varies_with_time,valid_relaxation
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_012410_switching_relaxation_amplitude_test\tables\switching_relaxation_peak_temperature_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_012602_switching_relaxation_amplitude_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_012602_switching_relaxation_amplitude_test\tables\switching_relaxation_amplitude_correlation.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_012602_switching_relaxation_amplitude_test\tables\switching_relaxation_amplitude_overlay.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_012602_switching_relaxation_amplitude_test\tables\switching_relaxation_peak_temperature_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_015017_switching_ridge_linear_test\tables\linear_fit_results.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis\tables\aging_switching_lagged_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis\tables\aging_switching_pair_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis\tables\optional_two_basis_fit_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_075103_unified_dynamical_crossover_synthesis\tables\unified_crossover_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_081243_relaxation_switching_observable_scan\tables\observable_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_081243_relaxation_switching_observable_scan\tables\observable_curves.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_081243_relaxation_switching_observable_scan\tables\repository_discovery.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_081243_relaxation_switching_observable_scan\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\observable_matrix.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\observable_pairwise_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\pc_scores.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\pca_loadings.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\repository_state_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_12_084004_common_dynamical_subspace\tables\variance_explained.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_001549_switching_width_relaxation_correlation\tables\correlation_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_001549_switching_width_relaxation_correlation\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002324_switching_width_relaxation_correlation\tables\correlation_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002324_switching_width_relaxation_correlation\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002809_switching_width_relaxation_correlation\tables\correlation_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_002809_switching_width_relaxation_correlation\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_011259_switching_width_dynamics_analysis\tables\analysis_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_011259_switching_width_dynamics_analysis\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan\tables\composite_observables_table.csv,YES,YES,YES,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_020519_switching_composite_observable_scan\tables\top_candidate_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan\tables\composite_observables_table.csv,YES,YES,YES,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_021053_switching_composite_observable_scan\tables\top_candidate_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan\tables\composite_observables_table.csv,YES,YES,YES,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_022413_switching_composite_observable_scan\tables\top_candidate_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan\tables\composite_observables_table.csv,YES,YES,YES,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_071713_switching_composite_observable_scan\tables\top_candidate_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis\tables\ridge_motion_feature_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis\tables\ridge_motion_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis\tables\ridge_motion_results.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_072517_ridge_motion_relaxation_analysis\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link\tables\dip_switching_control_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link\tables\fm_representation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link\tables\fm_switching_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link\tables\repository_scan_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_074018_aging_fm_switching_sector_link\tables\switching_observable_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link\tables\dip_switching_control_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link\tables\fm_representation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link\tables\fm_switching_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link\tables\repository_scan_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_075458_aging_fm_switching_sector_link\tables\switching_observable_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\baseline_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\component_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\endpoint_trim_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\interpolation_sensitivity.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\leave_one_out_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\merged_relaxation_switching_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082430_switching_relaxation_bridge_robustness_a\tables\subsampling_statistics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\baseline_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\component_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\endpoint_trim_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\interpolation_sensitivity.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\leave_one_out_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\merged_relaxation_switching_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_082753_switching_relaxation_bridge_robustness_a\tables\subsampling_statistics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_090347_relaxation_switching_bridge_visualizatio\tables\merged_relaxation_switching_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_090347_relaxation_switching_bridge_visualizatio\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison\tables\motion_activity_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison\tables\motion_activity_curves.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison\tables\motion_activity_peaks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111242_motion_activity_comparison\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test\tables\barrier_observable_correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test\tables\barrier_observable_curves.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test\tables\barrier_observable_leave_one_out.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111257_barrier_observable_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111303_activation_coordinate_test\tables\activation_coordinate_aligned_data.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111303_activation_coordinate_test\tables\activation_coordinate_fit_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_111303_activation_coordinate_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test\tables\barrier_observable_correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test\tables\barrier_observable_curves.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test\tables\barrier_observable_leave_one_out.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_112143_barrier_observable_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_aligned_data.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_best_fit_curve.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_bootstrap_family_rankings.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_bootstrap_family_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_family_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_loocv_family_rankings.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_loocv_family_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_model_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\AX_parameter_estimates.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115111_AX_functional_relation_analysis\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_aligned_data.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_best_fit_curve.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_bootstrap_family_rankings.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_bootstrap_family_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_family_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_loocv_family_rankings.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_loocv_family_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_model_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\AX_parameter_estimates.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_115401_AX_functional_relation_analysis\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121414_AX_power_law_exponent_summary\tables\ax_exponent_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121414_AX_power_law_exponent_summary\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\aligned_dynamical_timescale_dataset.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\pearson_correlation_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\spearman_correlation_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_121740_aging_timescale_bridge\tables\temperature_alignment_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\aligned_dynamical_timescale_dataset.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\pearson_correlation_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\spearman_correlation_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_122404_aging_timescale_bridge\tables\temperature_alignment_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness\tables\beta_exclusion_tests.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness\tables\beta_leave_one_temperature_out.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness\tables\residual_statistics.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_123230_AX_scaling_temperature_robustness\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\coordinate_comparison_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\heating_model_predictions.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\heating_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\master_curve_library.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\relaxation_bridge_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_154252_switching_joule_heating_null_test\tables\temperature_observable_bridge_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\coordinate_comparison_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\heating_model_predictions.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\heating_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\master_curve_library.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\relaxation_bridge_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_13_160239_switching_joule_heating_null_test\tables\temperature_observable_bridge_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_063231_switching_dynamical_susceptibility\tables\susceptibility_observables.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_111741_aging_switching_clock_bridge\tables\correlation_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_111741_aging_switching_clock_bridge\tables\table_clock_switching_bridge.csv,YES,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition\tables\chi_decomposition_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition\tables\chi_decomposition_shifted_maps.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition\tables\chi_decomposition_vs_T.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121511_switching_chi_shift_shape_decomposition\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121519_switching_dyn_susc_robustness_audit\tables\susceptibility_robustness_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_121519_switching_dyn_susc_robustness_audit\tables\susceptibility_robustness_variants.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te\tables\susceptibility_ridge_motion_aligned.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te\tables\susceptibility_ridge_motion_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te\tables\susceptibility_ridge_motion_model_summary.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_122017_switching_susceptibility_ridge_motion_te\tables\susceptibility_ridge_motion_peaks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm\tables\epsilon_asymmetry_vs_shape_aligned.csv,NO,YES,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm\tables\epsilon_asymmetry_vs_shape_correlations.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm\tables\epsilon_asymmetry_vs_shape_peaks.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_131230_switching_shape_sector_vs_collapse_asymm\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\aging_observables_vs_temperature.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\dip_shape_aligned_overlays.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\dip_shape_correlation_table.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\dip_shape_peak_comparison.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\source_run_manifest.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_14_132600_aging_dip_switching_shape_link\tables\switching_shape_observables_vs_temperature.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog\tables\effective_observables_catalog.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog\tables\new_effective_observables_values.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog\tables\new_relaxation_observables_vs_T.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_205938_effective_observables_catalog\tables\new_switching_observables_vs_T.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog\observables.csv,NO,NO,NO,NO
C:\Dev\matlab-functions\results\cross_experiment\runs\run_2026_03_15_210111_effective_observables_catalog\tables\effective_observables_catalog.csv,NO,NO,NO,NO
