"file_path","classification","reason"
"./GUIs/FCS_setColormapOnly.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./GUIs/FigureControlStudio.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./GUIs/FinalFigureFormatterGUI.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./GUIs/FinalFigureFormatterUI.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./GUIs/SmartFigureEngine.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./GUIs/test_architecture_fixes.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_compose_annotation_zorder.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_compose_annotation_zorder_direct.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_FCS_state_persistence_audit.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_improvements.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_layout_fixes.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_paper_width_calculator.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/test_ui_integration.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./GUIs/tests/engine_apply_probe.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/engine_parse_probe.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/_single_fig_smoke.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/ANALYZE_FIG_QUALITY.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/BATCH_FIX_AGING_FIGURES.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/CHECK_COLORMAP_FUNCTIONALITY.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/CtrlGUI.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/DIAGNOSE_SCM8_Path.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/FinalFigureFormatterGUI.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/FIND_ALL_COLORMAPS.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/PARANOIA_EdgeCaseTests.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/refLineGUI.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/RUN_URGENT_VALIDATION.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/SCM8_DETECTION_DOCUMENTATION.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_AllColormapsIntegrity.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/test_final_nested_scope_regression.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_FinalFigureFormatterUI.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_Improved_SCM8_Detection.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_Improved_SCM8_Simple.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/test_nested_scope_fix.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/test_required_fixes.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_SCM8_Detection.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/test_ui.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/test_uifigure_fix.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/TEST_WindowCreationFix.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/VALIDATE_ColormapPreview.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/VALIDATE_FinalFigureFormatterUI_Complete.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/legacy/verify_nested_scope_complete.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/phase21_validation.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/phase21_validation_runner.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./GUIs/tests/smoke_test_annotation_style.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./HC ver1/analysisAndFittHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./HC ver1/cleanDataForCoolingOrHeating.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./HC ver1/getFileListHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./HC ver1/HC_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./HC ver1/importFilesHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./HC ver1/importOneFileHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./HC ver1/PlotsHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./junk/aging_trace_structure_attempt/FINAL_INTEGRATION_TEST.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./junk/aging_trace_structure_attempt/run_aging_trace_structure_canonical.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./junk/aging_trace_structure_attempt/run_aging_trace_structure_canonical_exec.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./junk/aging_trace_structure_attempt/run_aging_trace_structure_canonical_final.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./junk/aging_trace_structure_attempt/run_aging_trace_structure_canonical_wrapper.m","EXPERIMENTAL","Wrapper runner script; not declared canonical entrypoint"
"./junk/aging_trace_structure_attempt/test_aging_trace_structure_minimal.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./junk/aging_trace_structure_attempt/validate_matlab_syntax_direct.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./junk/aging_trace_structure_attempt/validate_syntax_final.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./junk/aging_trace_structure_attempt/verify_aging_trace_structure_final.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./junk/aging_trace_structure_attempt/verify_matlab_environment.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./load.m","UTILITY","Repository/helper infrastructure script (non-entrypoint)"
"./MH ver1/clean_MH_data.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/detect_MH_file_type.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/divideByStableTemperatures.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/getFileList_MH.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/importFiles_MH.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/importOneFile_MH.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/importOneFile_MH_diff_temps.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/importOneFile_MH_diff_temps_MPMS.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/importOneFile_MH_MPMS.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/MH_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./MH ver1/parse_MH_metadata.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MH ver1/Plots_MH.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/add_MT_legend.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/analysisAndFitt_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/buildMagneticYLabel.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/clean_MT_data.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/compute_unitsRatio_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/detect_MT_file_type.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/find_decreasing_temperature_segments_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/find_increasing_temperature_segments_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/getFileList_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/importFiles_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/importOneFile_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/importOneFile_MT_MPMS.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/MT_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./MT ver2/plot_founded_decreasing_temperature_segments_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/plot_founded_increasing_temperature_segments_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/plot_MT_2D_maps_segments.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/Plots_MT.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/Plots_MT_combined.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./MT ver2/Plots_MT_Tcuts.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/apply_fieldwise_smoothing.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/apply_median_and_smooth_per_sweep.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/clean_after_normalization.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/filter_AMR_channels.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/fitTwoSineFixedB.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/latex_from_plain_label.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/normalize_index_for_channel.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/parse_number_list.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/parse_TB_from_filename.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/plain_label.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/plot_from_filename_T_by_B.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/plot_T_by_B.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/PS_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./PS ver4/remove_outliers.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/smart_fill.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./PS ver4/smooth_angle_loess.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./readtable.m","UTILITY","Repository/helper infrastructure script (non-entrypoint)"
"./Relaxation ver3/aging_geometry_visualization.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Relaxation ver3/analyzeRelaxationAdvanced.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/diagnostics/analyze_relaxation_derivative_smoothing.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/compare_relaxation_models.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/compute_relaxation_coordinates.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/diagnose_tau_beta_degeneracy.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/relaxation_corrected_geometry_analysis.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/render_relaxation_derivative_interpretable.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_beta_T_audit.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_coordinate_audit.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_coordinate_extraction.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_derivative_smoothing_run.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_geometry_observables.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_measurement_focused_t0_norm_window_script.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_measurement_robustness_audit_script.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_observable_stability_audit.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_svd_audit.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_time_mode_analysis.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/run_relaxation_timelaw_observables.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/survey_relaxation_observables.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/validate_relaxation_band_boundaries.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/visualize_relaxation_band_maps.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/diagnostics/visualize_relaxation_geometry.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Relaxation ver3/fitAllRelaxations.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/fitLogRelaxation.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/fitRelaxationModel.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/fitStretchedExp.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/getFileList_relaxation.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/getScalar.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/importFiles_relaxation.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/main_relaxation.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Relaxation ver3/overlayRelaxationFits.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/pickRelaxWindow.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/plotArrhenius.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/plotRelaxationCollapse.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/plotRelaxationFits.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/plotRelaxationParamsVsTemp.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/Plots_relaxation.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/relaxation_config_helper.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/relaxation_perturbation_matrix_report.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Relaxation ver3/run_relaxation_canonical.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./Relaxation ver3/run_relaxation_canonical_script.m","UNKNOWN","Runnable script not explicitly declared canonical in repository registry/docs"
"./Relaxation ver3/run_relaxation_perturbation_demo.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./Relaxation ver3/scalarOrNaN.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/showRelaxationFitTable.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Relaxation ver3/testAdvancedRelaxationRegression.m","EXPERIMENTAL","Filename indicates validation/debug/audit/experimental intent"
"./repo_state_generator.m","UTILITY","Repository/helper infrastructure script (non-entrypoint)"
"./repo_state_validator.m","UTILITY","Repository/helper infrastructure script (non-entrypoint)"
"./reports/functional_form_test_analysis.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./Resistivity MagLab ver1/ACHC_RH_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Resistivity MagLab ver1/analysisAndFittRHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity MagLab ver1/getFileListRHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity MagLab ver1/importFilesRHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity MagLab ver1/importOneFileRHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity MagLab ver1/PlotsRHC.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/build_resistivity_analysis_table.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/clean_after_normalization.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/clean_resistivity_curve_auto.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/read_and_combine_resistivity _tables.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Resistivity ver6/remove_outliers_simple.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/Resistivity_analysis.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/Resistivity_import_data.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./Resistivity ver6/Resistivity_main.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./Resistivity ver6/Resistivity_plot_results.m","UTILITY","MATLAB function file without canonical entrypoint designation"
"./results/relaxation/runs/run_2026_04_02_162859_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_163335_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_164457_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_165415_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_165659_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_171707_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_172047_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_172321_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_172717_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_173521_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_174147_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_175706_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_180055_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_181532_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_183106_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_183156_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185437_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185525_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185621_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185727_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185837_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_185940_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_190538_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_191729_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_191838_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_02_200219_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_03_091700_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/relaxation/runs/run_2026_04_03_172028_test_execution_probe/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_02_213133_minimal_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_02_213408_phi_kappa_canonical_space_analysis/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_02_234844_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_03_000008_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_03_000147_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_03_091018_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_092331_post_entry_runtime_fail/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_092734_post_entry_runtime_fail/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_095928_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_100107_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_140550_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_140808_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_141019_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_141426_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_143211_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_143749_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_155620_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_223618_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_223734_switching_canonical_failure/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_223827_switching_canonical_failure/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_230034_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_234548_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_235147_switching_canonical_failure/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_04_235812_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results/switching/runs/run_2026_04_05_013535_switching_canonical/config_snapshot.m","EXPERIMENTAL","Path indicates test/diagnostic/temporary/report/documentation context"
"./results_old/aging/runs/run_2026_03_09_014130_MG119_3sec/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/aging/runs/run_2026_03_09_124648_geometry_visualization/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/aging/runs/run_2026_03_09_130918_geometry_visualization/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
"./results_old/aging/runs/run_2026_03_09_140848_geometry_visualization/config_snapshot.m","UNKNOWN","Insufficient explicit canonical or helper signal from path/name alone"
