finding_id,severity,category,source_file,source_row_or_line,rule_id,semantic_family_id,message,recommended_action,hard_fail_condition,notes
SW_PF_00066,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_5,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_materialized_artifact_registry.csv at row_5.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Mislabel as corrected-old residual axis
SW_PF_00067,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_5,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_materialized_artifact_registry.csv at row_5.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,Mislabel as corrected-old residual axis
SW_PF_00068,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_6,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_materialized_artifact_registry.csv at row_6.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,AUTHORITY backbone CORRECTED without id Quarantine vs corrected-old manuscript backbone.
SW_PF_00069,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_6,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_materialized_artifact_registry.csv at row_6.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,AUTHORITY backbone CORRECTED without id Quarantine vs corrected-old manuscript backbone.
SW_PF_00070,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_9,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_materialized_artifact_registry.csv at row_9.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,residual_percent as CORRECTED_OLD residual authority Classification rows forbid as corrected-old residual authority.
SW_PF_00071,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_9,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_materialized_artifact_registry.csv at row_9.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,residual_percent as CORRECTED_OLD residual authority Classification rows forbid as corrected-old residual authority.
SW_PF_00072,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_13,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_materialized_artifact_registry.csv at row_13.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Bare canonical Phi kappa authority claims
SW_PF_00073,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_13,SW_LINT_005,,Lint pattern matched (SW_LINT_005) in tables/switching_semantic_materialized_artifact_registry.csv at row_13.,Cite switching_canonical_phi1.csv vs switching_corrected_old_authoritative_phi1.csv explicitly,,Bare canonical Phi kappa authority claims
SW_PF_00074,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_14,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_materialized_artifact_registry.csv at row_14.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Manuscript canonical decomposition authority Filename canonical misleading per synthesis.
SW_PF_00075,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_15,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_materialized_artifact_registry.csv at row_15.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Redefine authoritative corrected-old Phi1
SW_PF_00076,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_15,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_materialized_artifact_registry.csv at row_15.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,Redefine authoritative corrected-old Phi1
SW_PF_00077,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_18,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_materialized_artifact_registry.csv at row_18.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,MSS corrected-old without builder tables
SW_PF_00078,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_18,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_materialized_artifact_registry.csv at row_18.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,MSS corrected-old without builder tables
SW_PF_00079,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_23,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_materialized_artifact_registry.csv at row_23.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Cite as physics canonical evidence Grep false positive risk by filename.
SW_PF_00080,WARN,lint_text_scan,tables/switching_semantic_materialized_artifact_registry.csv,row_34,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_materialized_artifact_registry.csv at row_34.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Manuscript canonical decomposition
SW_PF_00081,WARN,lint_text_scan,tables/switching_semantic_allowed_use_matrix.csv,row_12,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_allowed_use_matrix.csv at row_12.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Forensic plus styled replot; not authoritative corrected-old alone.
SW_PF_00082,WARN,lint_text_scan,tables/switching_semantic_allowed_use_matrix.csv,row_12,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_allowed_use_matrix.csv at row_12.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,Forensic plus styled replot; not authoritative corrected-old alone.
SW_PF_00083,WARN,lint_text_scan,tables/switching_semantic_allowed_use_matrix.csv,row_15,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_allowed_use_matrix.csv at row_15.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Audit OLD residual pathway repairs only.
SW_PF_00084,WARN,lint_text_scan,tables/switching_semantic_allowed_use_matrix.csv,row_25,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_allowed_use_matrix.csv at row_25.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Canonical pair subset filter not CANON_GEN umbrella.
SW_PF_00085,WARN,lint_text_scan,tables/switching_semantic_writer_contract.csv,row_21,SW_LINT_010,,Lint pattern matched (SW_LINT_010) in tables/switching_semantic_writer_contract.csv at row_21.,Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims,,Never merge legacy_old corrected canonical_residual geocanon replay diagnostic without bridge task.
SW_PF_00086,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_2,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_lint_rules.csv at row_2.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,bare word canonical without namespace_id column_class or path bare_canonical_ambiguous Add semantic_family_id plus source_column_class per switching_semantic_taxonomy bare canonical / canonical without qualifier
SW_PF_00087,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_3,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_lint_rules.csv at row_3.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,bare old or old analysis without LEGACY_OLD_TEMPLATE or replay scope old_analysis_ambiguous Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id old analysis
SW_PF_00088,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_4,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_lint_rules.csv at row_4.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,bare corrected-old prose without artifact index row corrected_old_shorthand_unqualified Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row corrected-old
SW_PF_00089,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_4,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_lint_rules.csv at row_4.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,bare corrected-old prose without artifact index row corrected_old_shorthand_unqualified Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row corrected-old
SW_PF_00090,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_5,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_lint_rules.csv at row_5.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,phrase canonical backbone canonical_backbone_collision Expand backbone_object plus namespace_id SPEAK_cdf vs EXPERIMENTAL vs CORRECTED PT canonical backbone
SW_PF_00091,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_5,SW_LINT_004,,Lint pattern matched (SW_LINT_004) in tables/switching_semantic_lint_rules.csv at row_5.,Expand backbone_object plus namespace_id SPEAK_cdf vs EXPERIMENTAL vs CORRECTED PT,,phrase canonical backbone canonical_backbone_collision Expand backbone_object plus namespace_id SPEAK_cdf vs EXPERIMENTAL vs CORRECTED PT canonical backbone
SW_PF_00092,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_6,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_lint_rules.csv at row_6.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,phrase canonical Phi or canonical kappa without file path canonical_phi_kappa_collision Cite switching_canonical_phi1.csv vs switching_corrected_old_authoritative_phi1.csv explicitly canonical Phi / canonical kappa
SW_PF_00093,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_6,SW_LINT_005,,Lint pattern matched (SW_LINT_005) in tables/switching_semantic_lint_rules.csv at row_6.,Cite switching_canonical_phi1.csv vs switching_corrected_old_authoritative_phi1.csv explicitly,,phrase canonical Phi or canonical kappa without file path canonical_phi_kappa_collision Cite switching_canonical_phi1.csv vs switching_corrected_old_authoritative_phi1.csv explicitly canonical Phi / canonical kappa
SW_PF_00094,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_7,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_lint_rules.csv at row_7.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,phrase canonical residual without S_minus_formula State residual equals S minus WHICH backbone plus namespace_id canonical residual forbidden_terms
SW_PF_00095,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_7,SW_LINT_006,,Lint pattern matched (SW_LINT_006) in tables/switching_semantic_lint_rules.csv at row_7.,canonical residual,,phrase canonical residual without S_minus_formula State residual equals S minus WHICH backbone plus namespace_id canonical residual forbidden_terms
SW_PF_00096,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_8,SW_LINT_007,,Lint pattern matched (SW_LINT_007) in tables/switching_semantic_lint_rules.csv at row_8.,Tag staged_figure_candidate vs manuscript_locked tier,,phrase paper figures or paper-facing without tier flag paper_figures_readiness_implied Tag staged_figure_candidate vs manuscript_locked tier paper figures
SW_PF_00097,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_10,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_lint_rules.csv at row_10.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,PTCDF or P_T_CDF shorthand as CORRECTED backbone ptcdf_as_corrected_authority S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge PTCDF as corrected-old authority
SW_PF_00098,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_10,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_lint_rules.csv at row_10.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,PTCDF or P_T_CDF shorthand as CORRECTED backbone ptcdf_as_corrected_authority S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge PTCDF as corrected-old authority
SW_PF_00099,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_10,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in tables/switching_semantic_lint_rules.csv at row_10.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,PTCDF or P_T_CDF shorthand as CORRECTED backbone ptcdf_as_corrected_authority S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge PTCDF as corrected-old authority
SW_PF_00100,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_11,SW_LINT_010,,Lint pattern matched (SW_LINT_010) in tables/switching_semantic_lint_rules.csv at row_11.,Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims,,geocanon treated as residual backbone equivalence geocanon_residual_canon_confusion Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims geocanon as residual canon
SW_PF_00101,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_16,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_lint_rules.csv at row_16.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,final canonical wording final_canonical_absolute_tone Use frozen registered artifact row language per taxonomy final canonical
SW_PF_00102,WARN,lint_text_scan,tables/switching_semantic_lint_rules.csv,row_18,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in tables/switching_semantic_lint_rules.csv at row_18.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,diagnostic_quarantine_flag NO while claiming EXPERIMENTAL backbone in prose quarantine_flag_mismatch_family Set diagnostic_quarantine_flag YES for PT/CDF diagnostic scripts PTCDF quarantine
SW_PF_00103,WARN,lint_text_scan,tables/switching_semantic_sidecar_template.csv,row_2,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_sidecar_template.csv at row_2.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Canonical path to the artifact file this sidecar describes. Join with workspace root; reject absolute paths outside repo.
SW_PF_00104,WARN,lint_text_scan,tables/switching_semantic_sidecar_template.csv,row_18,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_sidecar_template.csv at row_18.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,May feed canonical or authoritative outputs.
SW_PF_00105,WARN,lint_text_scan,tables/switching_semantic_run_manifest_template.csv,row_24,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in tables/switching_semantic_run_manifest_template.csv at row_24.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,Run is safe for corrected-old replay harness.
SW_PF_00106,WARN,lint_text_scan,tables/switching_semantic_run_manifest_template.csv,row_24,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in tables/switching_semantic_run_manifest_template.csv at row_24.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,Run is safe for corrected-old replay harness.
SW_PF_00107,WARN,lint_text_scan,tables/switching_semantic_run_manifest_template.csv,row_25,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in tables/switching_semantic_run_manifest_template.csv at row_25.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Run may touch canonical or authoritative outputs.
SW_PF_00108,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,18,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_synthesis_and_rename_plan.md at 18.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,Stable **`semantic_family_id`** values are defined in **`tables/switching_semantic_taxonomy.csv`**. Operation-based names replace informal “canonical” where possible.
SW_PF_00109,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,27,SW_LINT_010,,Lint pattern matched (SW_LINT_010) in reports/switching_semantic_synthesis_and_rename_plan.md at 27.,Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims,,| **Keep GEOCANON_DESCRIPTOR separate from residual/CDF families** | Ridge geometry **descriptors** must not be read as subtractive CDF backbone physics (`docs/switching_artifact_policy.md`). |
SW_PF_00110,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,51,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in reports/switching_semantic_synthesis_and_rename_plan.md at 51.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,"Extended rows (core analysis / replay): **CANON_FIGURE_COLUMN_REPLAY**, **CANON_COLLAPSE_PTCDF_OVERLAY_DIAGNOSTIC**, **PTCDF_DIAGNOSTIC_QUARANTINE_REPLAY**, **CORRECTED_OLD_REPLAY_FROM_CANON_S_INPUT**, **GOVERNANCE_DOC_AND_PLANNING**, **CORRECTED_OLD_TASK_QA_DIAGNOSTIC**, **RANK3_STAGE_CHAIN_CLASSIFICATION_AUDIT**, **PHI_KAPPA_STABILITY_CANONICAL_SUBSET**."
SW_PF_00111,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,55,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_synthesis_and_rename_plan.md at 55.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"Each family row includes **`recommended_alias`**, **`plain_english_meaning`** (in CSV), **`allowed_use` / `forbidden_use`**, **`claim_level`**, **`manuscript_safe`**, **`replay_safe`**, **`canonical_safe`** (interpreted as safe use of **CANON_GEN_SOURCE / governance canonical** claims — **not** “anything named canonical”), **`required_namespace_fields`**, **`required_lineage_fields`**, **`evidence_paths`**. See **`tables/switching_semantic_taxonomy.csv`**."
SW_PF_00112,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00113,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00114,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00115,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_004,,Lint pattern matched (SW_LINT_004) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Expand backbone_object plus namespace_id SPEAK_cdf vs EXPERIMENTAL vs CORRECTED PT,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00116,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_005,,Lint pattern matched (SW_LINT_005) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Cite switching_canonical_phi1.csv vs switching_corrected_old_authoritative_phi1.csv explicitly,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00117,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_007,,Lint pattern matched (SW_LINT_007) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Tag staged_figure_candidate vs manuscript_locked tier,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00118,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00119,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,61,SW_LINT_010,,Lint pattern matched (SW_LINT_010) in reports/switching_semantic_synthesis_and_rename_plan.md at 61.,Separate GEOCANON_DESCRIPTOR from OLD_RESIDUAL_DECOMP backbone claims,,"**`tables/switching_semantic_forbidden_terms.csv`** lists bare phrases (*canonical backbone*, *canonical Phi/kappa*, *corrected-old*, *paper figures*, *X_canon*, *collapse_canon*, *Phi_canon*, *kappa_canon*, *geocanon as residual canon*, *PTCDF as corrected-old authority*, etc.) with **severity**, **required qualification**, and **safe replacement** language."
SW_PF_00120,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,73,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_synthesis_and_rename_plan.md at 73.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"| **`run_minimal_canonical.m`** | **`RENAME_LATER_MEDIUM`** — **INFRA_SMOKE_CANONICAL_CONTEXT**, not physics canonical. |"
SW_PF_00121,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,80,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_synthesis_and_rename_plan.md at 80.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"1. **Registry rows** must include **`semantic_family_id`** and **`recommended_alias`** from **`tables/switching_semantic_taxonomy.csv`** / **`tables/switching_semantic_alias_map.csv`**. Do **not** register outputs using bare *old*, *canonical*, or *corrected-old* without **`namespace_id`** and lineage."
SW_PF_00122,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,80,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_synthesis_and_rename_plan.md at 80.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"1. **Registry rows** must include **`semantic_family_id`** and **`recommended_alias`** from **`tables/switching_semantic_taxonomy.csv`** / **`tables/switching_semantic_alias_map.csv`**. Do **not** register outputs using bare *old*, *canonical*, or *corrected-old* without **`namespace_id`** and lineage."
SW_PF_00123,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,80,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_synthesis_and_rename_plan.md at 80.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"1. **Registry rows** must include **`semantic_family_id`** and **`recommended_alias`** from **`tables/switching_semantic_taxonomy.csv`** / **`tables/switching_semantic_alias_map.csv`**. Do **not** register outputs using bare *old*, *canonical*, or *corrected-old* without **`namespace_id`** and lineage."
SW_PF_00124,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,86,SW_LINT_009,,Lint pattern matched (SW_LINT_009) in reports/switching_semantic_synthesis_and_rename_plan.md at 86.,S_tag EXPERIMENTAL_PTCDF_DIAGNOSTIC never CORRECTED backbone without bridge,,4. **EXPERIMENTAL_PTCDF_DIAGNOSTIC** outputs stay **quarantined** from **CORRECTED_CANONICAL_OLD_ANALYSIS** backbone claims — **no** weakening of PT/CDF fence.
SW_PF_00125,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,88,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_synthesis_and_rename_plan.md at 88.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,"5. **Replay scripts** (figure replay, visual replay, PS1 audits) **must not** be promoted to **CANON_GEN_SOURCE** or authoritative corrected-old evidence without **artifact index + gates**."
SW_PF_00126,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,88,SW_LINT_003,,Lint pattern matched (SW_LINT_003) in reports/switching_semantic_synthesis_and_rename_plan.md at 88.,Use CORRECTED_CANONICAL_OLD_ANALYSIS namespace_id plus authoritative index row,,"5. **Replay scripts** (figure replay, visual replay, PS1 audits) **must not** be promoted to **CANON_GEN_SOURCE** or authoritative corrected-old evidence without **artifact index + gates**."
SW_PF_00127,WARN,lint_text_scan,reports/switching_semantic_synthesis_and_rename_plan.md,90,SW_LINT_002,,Lint pattern matched (SW_LINT_002) in reports/switching_semantic_synthesis_and_rename_plan.md at 90.,Declare LEGACY_OLD_TEMPLATE vs CORRECTED_CANONICAL_OLD_ANALYSIS vs replay runner id,,6. **Broad old-analysis replay** remains **NO-GO** for unattended execution until Phase 2 contracts materialize (`docs/switching_pre_replay_contract_reset.md` principles).
SW_PF_00128,WARN,lint_text_scan,reports/switching_semantic_contract_materialization.md,21,SW_LINT_001,,Lint pattern matched (SW_LINT_001) in reports/switching_semantic_contract_materialization.md at 21.,Add semantic_family_id plus source_column_class per switching_semantic_taxonomy,,"| `tables/switching_semantic_allowed_use_matrix.csv` | Machine-readable **YES / NO / CONDITIONAL / WARN** grid per family vs canonical-source claims, corrected-old pathway, diagnostics, visualization, replay, future comparison, **forbidden-evidence tagging**, old-analysis gating, cross-module gating. |"
