"a","b","c","pearson_A","spearman_A","deltaT_peak","loo_min_pearson","loo_min_spearman","source","score_basic"
"1.4","0.75","1.35","0.984062288487557","1","0","0.981829304663146","1","computed_refine_extension","0.991584547478897"
"1.25","0.65","1.4","0.984082815782334","1","0","0.981792582909672","1","computed_refine_extension","0.991583361316635"
"1.05","0.6","1.4","0.984172601975409","1","0","0.981627950919546","1","computed_refine_extension","0.991577370776532"
"1.2","0.7","1.4","0.984171932780827","1","0","0.981619672951066","1","computed_refine_extension","0.991575514424461"
"1","0.55","1.4","0.984152028526739","1","0","0.981648735593391","1","computed_refine_extension","0.9915753556767"
"1.35","0.85","1.35","0.98416974608516","1","0","0.981557613577639","1","computed_refine_extension","0.991562446541076"
"0.9","0.6","1.15","0.987046961284368","0.995604395604396","0","0.984911793354732","0.994505494505495","computed_refine_extension","0.991557985517795"
"0.75","0.55","1","0.987049366050728","0.995604395604396","0","0.984906757226192","0.994505494505495","computed_refine_extension","0.991557699721995"
"1.4","0.85","1.35","0.984129616634793","1","0","0.981558408370063","1","computed_refine_extension","0.991550566664451"
"1.1","0.65","1.4","0.984115025566873","1","0","0.981526480505593","1","computed_refine_extension","0.99153980377118"
"0.95","0.5","1.4","0.984049738029698","1","0","0.981585500760094","1","computed_refine_extension","0.991532021560928"
"1.1","0.5","1.4","0.983876480204232","1","0","0.981845009794103","1","computed_refine_extension","0.99153194602009"
"1.05","0.7","1","0.986974510338636","0.995604395604396","0","0.98488108688505","0.994505494505495","computed_refine_extension","0.991530108940139"
"1.05","0.5","1.05","0.986846374813939","0.995604395604396","0","0.985051591434598","0.994505494505495","computed_refine_extension","0.99152576919264"
"1.3","0.7","1.4","0.983991074586036","1","0","0.981611303179338","1","computed_refine_extension","0.991519583011678"
"0.7","0.5","1.05","0.986966720301471","0.995604395604396","0","0.984814183566799","0.994505494505495","computed_refine_extension","0.991514391265339"
"0.7","0.5","0.8","0.986920726946432","0.995604395604396","0","0.98485884513806","0.994505494505495","computed_refine_extension","0.99150952557308"
"1.3","0.75","1.4","0.98399563403879","1","0","0.981450441367304","1","computed_refine_extension","0.991488778485098"
"0.9","0.65","1","0.986914270495731","0.995604395604396","0","0.98474850879662","0.994505494505495","computed_refine_extension","0.991485521369581"
"1","0.5","0.95","0.986720487557991","0.995604395604396","0","0.985001621517337","0.994505494505495","computed_refine_extension","0.991478009032403"
"1.25","0.75","1.4","0.983980683291368","1","0","0.981365427059652","1","computed_refine_extension","0.991467290399341"
"1","0.7","1.05","0.98687857225855","0.995604395604396","0","0.984708715119732","0.994505494505495","computed_refine_extension","0.99146685316305"
"0.75","0.5","1.3","0.983991173475906","1","0","0.981335350784544","1","computed_refine_extension","0.991464422199681"
"1.15","0.7","1.4","0.98398279689891","1","0","0.981347618495895","1","computed_refine_extension","0.991464362768852"
"0.85","0.6","1.1","0.986870504332786","0.995604395604396","0","0.984695706520479","0.994505494505495","computed_refine_extension","0.99146183106547"
"1.05","0.7","1.15","0.98686650636897","0.995604395604396","0","0.984699887622727","0.994505494505495","computed_refine_extension","0.991461467896775"
"1.3","0.6","1.35","0.983709099587168","1","0","0.98163388895389","1","computed_refine_extension","0.991439507666928"
"1.1","0.55","1.05","0.986679971979538","0.995604395604396","0","0.98486511399686","0.994505494505495","computed_refine_extension","0.991438552854772"
"1.25","0.6","1.4","0.983699870463905","1","0","0.981624386051079","1","computed_refine_extension","0.991434838349387"
"0.75","0.55","0.85","0.98680249103755","0.995604395604396","0","0.984656103652438","0.994505494505495","computed_refine_extension","0.991433506503291"
"0.9","0.65","1.05","0.986815634015624","0.995604395604396","0","0.984631088699897","0.994505494505495","computed_refine_extension","0.991432446406205"
"1.35","0.65","1.35","0.983693272617989","1","0","0.981610709841401","1","computed_refine_extension","0.991430123753677"
"1","0.7","1","0.98680160714331","0.995604395604396","0","0.984628431449929","0.994505494505495","computed_refine_extension","0.991427706894517"
"0.9","0.65","0.95","0.986791361610409","0.995604395604396","0","0.984612667058161","0.994505494505495","computed_refine_extension","0.991421480356293"
"1.35","0.75","1.4","0.983825062036149","1","0","0.981353766304206","1","computed_refine_extension","0.991418271871686"
"1.3","0.65","1.4","0.983700866553589","1","0","0.981521934845019","1","computed_refine_extension","0.99141464693508"
"1.15","0.75","1.1","0.986757926096539","0.995604395604396","0","0.984610558973416","0.994505494505495","computed_refine_extension","0.991411028085184"
"0.95","0.65","1.15","0.986758872835077","0.995604395604396","0","0.984566288609918","0.994505494505495","computed_refine_extension","0.991402458034045"
"1","0.7","1.1","0.986733205081459","0.995604395604396","0","0.98453518917795","0.994505494505495","computed_refine_extension","0.991388537821566"
"0.75","0.55","1.05","0.986731307882274","0.995604395604396","0","0.984532860243071","0.994505494505495","computed_refine_extension","0.991387502874835"
"0.95","0.55","1.4","0.983817981864394","1","0","0.981189391427308","1","computed_refine_extension","0.99138327284478"
"1","0.6","1.4","0.983823241933701","1","0","0.981167008155624","1","computed_refine_extension","0.991380374211235"
"1.4","0.7","1.35","0.983595413054191","1","0","0.981495584535395","1","computed_refine_extension","0.991377740823336"
"0.8","0.6","0.95","0.986704961711279","0.995604395604396","0","0.984503066848076","0.994505494505495","computed_refine_extension","0.991373640344537"
"0.65","0.5","0.9","0.986686171496541","0.995604395604396","0","0.984487674865625","0.994505494505495","computed_refine_extension","0.991364924883626"
"1.15","0.75","1.15","0.986665707272588","0.995604395604396","0","0.984483005335934","0.994505494505495","computed_refine_extension","0.991357851710502"
"0.9","0.6","0.85","0.986606550177997","0.995604395604396","0","0.984570541883676","0.994505494505495","computed_refine_extension","0.991357611891673"
"1.35","0.7","1.4","0.9836230569159","1","0","0.981339228167695","1","computed_refine_extension","0.991354762708309"
"1.2","0.75","1.4","0.983779339853905","1","0","0.981094613938283","1","computed_refine_extension","0.991352724743828"
"0.95","0.65","0.9","0.986632094689407","0.995604395604396","0","0.984505824940114","0.994505494505495","computed_refine_extension","0.991352331856383"
"1.35","0.8","1.4","0.983747012813579","1","0","0.981122351280696","1","computed_refine_extension","0.991348574100213"
"0.9","0.5","1.4","0.983732234753115","1","0","0.981128690707337","1","computed_refine_extension","0.991345408567402"
"0.8","0.6","1","0.986651210993963","0.995604395604396","0","0.984439338094212","0.994505494505495","computed_refine_extension","0.99134476937857"
"1.2","0.75","0.9","0.983598039346001","1","0","0.981303660476005","1","computed_refine_extension","0.991340143899001"
"0.85","0.55","1.35","0.983757238400736","1","0","0.98106299252719","1","computed_refine_extension","0.991339770025659"
"1.15","0.75","1.05","0.986611546857584","0.995604395604396","0","0.984468257541612","0.994505494505495","computed_refine_extension","0.991338654027136"
"1.05","0.65","1.4","0.983751534208171","1","0","0.981064832665307","1","computed_refine_extension","0.991338426795513"
"1.4","0.9","1.35","0.983742771125714","1","0","0.981048179573172","1","computed_refine_extension","0.991332467252348"
"1.1","0.75","1.1","0.98661973341648","0.995604395604396","0","0.984409415522935","0.994505494505495","computed_refine_extension","0.991329341591069"
"1.15","0.5","1.4","0.983446703144546","1","0","0.981466924290737","1","computed_refine_extension","0.991327395801511"
"0.8","0.5","1.35","0.983727011239021","1","0","0.981039082494961","1","computed_refine_extension","0.991325919870698"
"1.3","0.8","1.4","0.98372054575722","1","0","0.981039518790984","1","computed_refine_extension","0.991324067485363"
"1.1","0.75","1.05","0.986592298522155","0.995604395604396","0","0.984389050515755","0.994505494505495","computed_refine_extension","0.991317038121336"
"0.65","0.5","0.95","0.986590951437039","0.995604395604396","0","0.984370898791353","0.994505494505495","computed_refine_extension","0.991313003650921"
"0.9","0.6","1.35","0.983707181872029","1","0","0.981003177852846","1","computed_refine_extension","0.991312790132178"
"0.65","0.5","0.85","0.986578833462648","0.995604395604396","0","0.984372746747338","0.994505494505495","computed_refine_extension","0.991309737849801"
"1","0.65","0.9","0.986508455786636","0.995604395604396","0","0.984473556210202","0.994505494505495","computed_refine_extension","0.99130878643957"
"0.85","0.6","0.85","0.986546134527308","0.995604395604396","0","0.98439437140873","0.994505494505495","computed_refine_extension","0.991304253101477"
"0.8","0.55","0.8","0.986505006740501","0.995604395604396","0","0.984435326335767","0.994505494505495","computed_refine_extension","0.991300105750842"
"1.05","0.55","0.95","0.986379998272343","0.995604395604396","0","0.984620884391668","0.994505494505495","computed_refine_extension","0.991299714821575"
"1.15","0.6","1.05","0.986407363079286","0.995604395604396","0","0.984557053418382","0.994505494505495","computed_refine_extension","0.991295158069001"
"0.8","0.55","1.15","0.986552081852687","0.995604395604396","0","0.984326477111633","0.994505494505495","computed_refine_extension","0.991292458439671"
"1.05","0.7","0.95","0.986509365775001","0.995604395604396","0","0.984374868320135","0.994505494505495","computed_refine_extension","0.991289321858066"
"0.8","0.6","0.9","0.986538856850149","0.995604395604396","0","0.984315063589353","0.994505494505495","computed_refine_extension","0.991286208234454"
"0.85","0.5","0.7","0.983285527729004","1","0","0.98150205656644","1","computed_refine_extension","0.991286069631989"
"1.4","0.8","1.4","0.983588255673854","1","0","0.981023284311953","1","computed_refine_extension","0.991281133564547"
"1.35","0.85","1","0.983534038862681","1","0","0.981085427399724","1","computed_refine_extension","0.991277297138749"
"0.9","0.65","1.1","0.986519435112583","0.995604395604396","0","0.984287068378156","0.994505494505495","computed_refine_extension","0.991274782670945"
"0.85","0.55","0.8","0.986385359554081","0.995604395604396","0","0.984449731775335","0.994505494505495","computed_refine_extension","0.99126709268283"
"1.1","0.7","1.4","0.983606308560498","1","0","0.980886117476106","1","computed_refine_extension","0.991259116063371"
"1.4","0.75","1.4","0.983470038476643","1","0","0.981079665633595","1","computed_refine_extension","0.991256944669712"
"1","0.7","0.95","0.98647406007757","0.995604395604396","0","0.984263129906019","0.994505494505495","computed_refine_extension","0.991256382466013"
"1.05","0.5","1","0.986307790921373","0.995604395604396","0","0.984480329636708","0.994505494505495","computed_refine_extension","0.991249941665292"
"0.7","0.5","1.1","0.986426721559483","0.995604395604396","0","0.984179337036531","0.994505494505495","computed_refine_extension","0.991225422336689"
"0.9","0.65","0.9","0.986417818250258","0.995604395604396","0","0.984191249623425","0.994505494505495","computed_refine_extension","0.991225133861301"
"1.1","0.75","1.15","0.986424937396292","0.995604395604396","0","0.984176392512692","0.994505494505495","computed_refine_extension","0.991224298182964"
"0.9","0.6","1.2","0.98642252907073","0.995604395604396","0","0.984176702914508","0.994505494505495","computed_refine_extension","0.991223637765659"
"1.15","0.55","1.15","0.986266131857976","0.995604395604396","0","0.984373430337266","0.994505494505495","computed_refine_extension","0.991216064086385"
"0.8","0.6","1.05","0.986401931567644","0.995604395604396","0","0.984151070476672","0.994505494505495","computed_refine_extension","0.991212332027166"
"1.25","0.8","1.4","0.983508001043478","1","0","0.980770665828404","1","computed_refine_extension","0.991206533478724"
"1","0.7","1.15","0.986389037859493","0.995604395604396","0","0.984133885711817","0.994505494505495","computed_refine_extension","0.99120502696175"
"1.15","0.75","1.2","0.986360180752067","0.995604395604396","0","0.984113188107635","0.994505494505495","computed_refine_extension","0.991192230308686"
"0.85","0.6","1.15","0.986341312059453","0.995604395604396","0","0.98407771014157","0.994505494505495","computed_refine_extension","0.991179474107688"
"0.95","0.7","1","0.986337856716357","0.995604395604396","0","0.984073663011967","0.994505494505495","computed_refine_extension","0.991177628078839"
"1.4","0.85","1.4","0.983431886506109","1","0","0.980725151411069","1","computed_refine_extension","0.991174596234046"
"1.1","0.75","1","0.986315292697281","0.995604395604396","0","0.984085243815519","0.994505494505495","computed_refine_extension","0.991173175033827"
"0.95","0.7","1.05","0.986315594102332","0.995604395604396","0","0.984051152303752","0.994505494505495","computed_refine_extension","0.991166447152989"
"0.65","0.5","1","0.986315423950752","0.995604395604396","0","0.98404735446744","0.994505494505495","computed_refine_extension","0.991165636540252"
"1.05","0.75","1.05","0.986299652644616","0.995604395604396","0","0.984028936393655","0.994505494505495","computed_refine_extension","0.991157221533654"
"1.35","0.65","1.4","0.983135317074638","1","0","0.981069480448654","1","computed_refine_extension","0.991154491212122"
"1.1","0.5","1.1","0.986137495498488","0.995604395604396","0","0.984227488677691","0.994505494505495","computed_refine_extension","0.991148284846623"
"1.35","0.85","1.4","0.98339483115776","1","0","0.980645131023653","1","computed_refine_extension","0.991147475552059"
"1.3","0.6","1.4","0.983119266383577","1","0","0.981057406478132","1","computed_refine_extension","0.9911472612107"
"1.2","0.6","1.15","0.986135212002635","0.995604395604396","0","0.984223633916082","0.994505494505495","computed_refine_extension","0.991146828845545"
"1.15","0.75","1.4","0.98339094152337","1","0","0.980634070503202","1","computed_refine_extension","0.991144096557651"
"0.65","0.5","0.8","0.98624130050301","0.995604395604396","0","0.983995118680026","0.994505494505495","computed_refine_extension","0.991132952348446"
"0.75","0.55","0.8","0.986226472654003","0.995604395604396","0","0.984011103257251","0.994505494505495","computed_refine_extension","0.991131700909189"
"0.75","0.55","1.1","0.986247392871717","0.995604395604396","0","0.983968460873811","0.994505494505495","computed_refine_extension","0.991129448497816"
"1.15","0.75","1","0.986196409110971","0.995604395604396","0","0.984023273894742","0.994505494505495","computed_refine_extension","0.991125115973778"
"1.1","0.55","1","0.98606658593422","0.995604395604396","0","0.98421099877443","0.994505494505495","computed_refine_extension","0.99112371399669"
"0.7","0.5","0.75","0.986177322086399","0.995604395604396","0","0.984036694437549","0.994505494505495","computed_refine_extension","0.991122073974968"
"1.05","0.75","1.1","0.986224646399079","0.995604395604396","0","0.983943255551251","0.994505494505495","computed_refine_extension","0.991117583491512"
"0.7","0.55","0.9","0.9862226884925","0.995604395604396","0","0.983939545488891","0.994505494505495","computed_refine_extension","0.991116254107067"
"0.7","0.55","0.95","0.98621355326135","0.995604395604396","0","0.983928916288169","0.994505494505495","computed_refine_extension","0.991111387697577"
"1.15","0.55","1.1","0.986050713811153","0.995604395604396","0","0.984129852093079","0.994505494505495","computed_refine_extension","0.9911027230235"
"1.4","0.7","1.4","0.983071625918786","1","0","0.980894358450639","1","computed_refine_extension","0.991100359465764"
"1.2","0.8","1.1","0.98618113870507","0.995604395604396","0","0.983915387866784","0.994505494505495","computed_refine_extension","0.991098957646416"
"1.2","0.65","1.05","0.986034804884052","0.995604395604396","0","0.984134438614326","0.994505494505495","computed_refine_extension","0.991098867649619"
"0.9","0.55","1.4","0.983295380886363","1","0","0.980538079522248","1","computed_refine_extension","0.991096230170359"
"0.95","0.65","1.2","0.986183948658948","0.995604395604396","0","0.983893873306835","0.994505494505495","computed_refine_extension","0.99109549772059"
"0.95","0.6","1.4","0.983285536249267","1","0","0.980513643315382","1","computed_refine_extension","0.991088389537856"
"0.85","0.65","1","0.98616170312949","0.995604395604396","0","0.983873486592354","0.994505494505495","computed_refine_extension","0.991084746718856"
"1.2","0.8","1.15","0.986155138908301","0.995604395604396","0","0.983871118153702","0.994505494505495","computed_refine_extension","0.991082303764769"
"1.05","0.75","1","0.986142159393334","0.995604395604396","0","0.983848505334549","0.994505494505495","computed_refine_extension","0.991073887346448"
"0.85","0.65","0.95","0.986132640438404","0.995604395604396","0","0.983834793737428","0.994505494505495","computed_refine_extension","0.991068289340545"
"0.8","0.6","0.85","0.986123059740647","0.995604395604396","0","0.983841979889554","0.994505494505495","computed_refine_extension","0.991066852361643"
"0.95","0.7","0.95","0.986127039840029","0.995604395604396","0","0.983829033703337","0.994505494505495","computed_refine_extension","0.991065457154214"
"0.85","0.5","1.4","0.983226007133794","1","0","0.980480423585124","1","computed_refine_extension","0.991063886857163"
"1.1","0.6","0.95","0.985927084515277","0.995604395604396","0","0.984110194538557","0.994505494505495","computed_refine_extension","0.991061702723833"
"0.95","0.7","1.1","0.98608580597793","0.995604395604396","0","0.98378999481808","0.994505494505495","computed_refine_extension","0.991045279218533"
"1","0.65","1.4","0.983199942942742","1","0","0.980410363483541","1","computed_refine_extension","0.991042055579531"
"0.95","0.5","0.85","0.985803807752882","0.995604395604396","0","0.984130957373411","0.994505494505495","computed_refine_extension","0.991028872262085"
"1.25","0.65","1.15","0.9859092610357","0.995604395604396","0","0.983965850816836","0.994505494505495","computed_refine_extension","0.991027486935616"
"0.9","0.65","1.15","0.986045710446218","0.995604395604396","0","0.983738739911124","0.994505494505495","computed_refine_extension","0.991022999577629"
"1.15","0.8","1.1","0.986039248992719","0.995604395604396","0","0.983725596485545","0.994505494505495","computed_refine_extension","0.991018432456463"
"1.1","0.75","1.2","0.986030903363747","0.995604395604396","0","0.983715305422178","0.994505494505495","computed_refine_extension","0.991013870555098"
"0.7","0.55","0.85","0.986014471849421","0.995604395604396","0","0.983700849638713","0.994505494505495","computed_refine_extension","0.991006049944108"
"0.7","0.55","1","0.986011625003838","0.995604395604396","0","0.983696583437348","0.994505494505495","computed_refine_extension","0.991004342650159"
"1.2","0.6","1.1","0.985859973902949","0.995604395604396","0","0.983913668348627","0.994505494505495","computed_refine_extension","0.991002264302149"
"0.85","0.65","1.05","0.985984020334344","0.995604395604396","0","0.983674152908819","0.994505494505495","computed_refine_extension","0.990991575143605"
"0.8","0.6","1.1","0.985977251386746","0.995604395604396","0","0.983660765956744","0.994505494505495","computed_refine_extension","0.990986867068911"
"1.2","0.8","1.05","0.98595944674807","0.995604395604396","0","0.98367871517292","0.994505494505495","computed_refine_extension","0.990985115520544"
"1","0.5","0.9","0.985731981764073","0.995604395604396","0","0.983963028444915","0.994505494505495","computed_refine_extension","0.990973738679743"
"1.05","0.75","1.15","0.985941984258326","0.995604395604396","0","0.983619026295696","0.994505494505495","computed_refine_extension","0.990967938998175"
"1.15","0.8","1.05","0.985938037474667","0.995604395604396","0","0.983613039096855","0.994505494505495","computed_refine_extension","0.99096555752331"
"1.15","0.8","1.15","0.985909249216154","0.995604395604396","0","0.983573834409332","0.994505494505495","computed_refine_extension","0.990949080108251"
"1.2","0.8","1.2","0.985907832155382","0.995604395604396","0","0.983574781050181","0.994505494505495","computed_refine_extension","0.990948844318189"
"1.15","0.6","1","0.985715267834195","0.995604395604396","0","0.983814955082869","0.994505494505495","computed_refine_extension","0.990939109828371"
"1.4","0.9","1.4","0.983006766944551","1","0","0.980185387350269","1","computed_refine_extension","0.990939107553419"
"1","0.7","0.9","0.985861588085061","0.995604395604396","0","0.983574922622051","0.994505494505495","computed_refine_extension","0.990934999411467"
"0.65","0.5","1.05","0.985877813769772","0.995604395604396","0","0.983537449906848","0.994505494505495","computed_refine_extension","0.99093237257384"
"0.85","0.65","0.9","0.985870617503548","0.995604395604396","0","0.98352868315155","0.994505494505495","computed_refine_extension","0.990928460342913"
"1.15","0.75","1.25","0.985862782446583","0.995604395604396","0","0.983524550319171","0.994505494505495","computed_refine_extension","0.990925283259348"
"0.95","0.65","0.85","0.985812245240837","0.995604395604396","0","0.983595478073033","0.994505494505495","computed_refine_extension","0.990924307648396"
"1.1","0.5","1.05","0.985700015214554","0.995604395604396","0","0.98375163463234","0.994505494505495","computed_refine_extension","0.990921869952373"
"0.8","0.55","1.2","0.985824282115164","0.995604395604396","0","0.983474524499039","0.994505494505495","computed_refine_extension","0.990903727995895"
"1.05","0.7","0.9","0.985735404146303","0.995604395604396","0","0.983521709183777","0.994505494505495","computed_refine_extension","0.990886501542185"
"1.1","0.75","0.95","0.985755833517023","0.995604395604396","0","0.983461918220418","0.994505494505495","computed_refine_extension","0.990880672160729"
"0.9","0.65","0.85","0.985757862306466","0.995604395604396","0","0.983444543862603","0.994505494505495","computed_refine_extension","0.990877805925999"
"1.25","0.8","1.05","0.985707116920504","0.995604395604396","0","0.983467497350822","0.994505494505495","computed_refine_extension","0.990867173007854"
"0.75","0.5","1.35","0.982868788751822","1","0","0.980023686085226","1","computed_refine_extension","0.990865373842592"
"0.7","0.5","1.15","0.985744471177612","0.995604395604396","0","0.983381103409653","0.994505494505495","computed_refine_extension","0.990861100496753"
"1.3","0.7","1.15","0.985593458427194","0.995604395604396","0","0.983605885427134","0.994505494505495","computed_refine_extension","0.990860753075124"
"1","0.75","1.05","0.985735801398268","0.995604395604396","0","0.983385168079276","0.994505494505495","computed_refine_extension","0.990859312496874"
"0.75","0.6","0.95","0.985737484249756","0.995604395604396","0","0.983380262756285","0.994505494505495","computed_refine_extension","0.990858836287722"
"0.85","0.6","0.8","0.985688389386536","0.995604395604396","0","0.983435817544199","0.994505494505495","computed_refine_extension","0.990855218786339"
"1.25","0.7","1.05","0.985568336999279","0.995604395604396","0","0.983604090514127","0.994505494505495","computed_refine_extension","0.990852857664147"
"1.05","0.75","0.95","0.985722378175479","0.995604395604396","0","0.983368960591306","0.994505494505495","computed_refine_extension","0.990852044032443"
"1.25","0.65","1.1","0.985571087307952","0.995604395604396","0","0.983585441832946","0.994505494505495","computed_refine_extension","0.990849953020513"
"1.15","0.55","1.05","0.985548334801986","0.995604395604396","0","0.983582432397886","0.994505494505495","computed_refine_extension","0.990842525381712"
"0.95","0.7","1.15","0.985669855380751","0.995604395604396","0","0.983314031924467","0.994505494505495","computed_refine_extension","0.990825301460657"
"0.65","0.5","0.75","0.98563861717663","0.995604395604396","0","0.983315562239679","0.994505494505495","computed_refine_extension","0.990816236062463"
"0.85","0.6","1.2","0.985658984445209","0.995604395604396","0","0.983283376856469","0.994505494505495","computed_refine_extension","0.990815909166395"
"0.75","0.6","0.9","0.985657003189657","0.995604395604396","0","0.983280591540225","0.994505494505495","computed_refine_extension","0.99081475772648"
"0.9","0.6","0.8","0.9855615672634","0.995604395604396","0","0.983421870223806","0.994505494505495","computed_refine_extension","0.99081438268532"
"0.95","0.7","0.9","0.98565218571589","0.995604395604396","0","0.983282775822416","0.994505494505495","computed_refine_extension","0.990813749340789"
"1.1","0.8","1.05","0.985644585634842","0.995604395604396","0","0.983267115222971","0.994505494505495","computed_refine_extension","0.990808337196585"
"1.1","0.8","1.1","0.9856415781496","0.995604395604396","0","0.983271216478232","0.994505494505495","computed_refine_extension","0.990808255202065"
"0.7","0.55","1.05","0.985637013810442","0.995604395604396","0","0.983265151196957","0.994505494505495","computed_refine_extension","0.990805672844062"
"1.05","0.5","0.95","0.985438617993339","0.995604395604396","0","0.98355661804293","0.994505494505495","computed_refine_extension","0.990804447468126"
"0.85","0.65","1.1","0.985621293101703","0.995604395604396","0","0.983261129188055","0.994505494505495","computed_refine_extension","0.99080015222966"
"0.75","0.6","1","0.985612546310109","0.995604395604396","0","0.98324312644725","0.994505494505495","computed_refine_extension","0.990793927644021"
"0.75","0.55","1.15","0.985613178605348","0.995604395604396","0","0.983230887853505","0.994505494505495","computed_refine_extension","0.990791669613844"
"1","0.65","0.85","0.985500617614307","0.995604395604396","0","0.983372681488381","0.994505494505495","computed_refine_extension","0.990786260043507"
"1.3","0.85","1.15","0.985582186043076","0.995604395604396","0","0.983224070385702","0.994505494505495","computed_refine_extension","0.990781008351602"
"0.9","0.7","1","0.985586550250572","0.995604395604396","0","0.98321490226967","0.994505494505495","computed_refine_extension","0.990780483990644"
"1","0.75","1.1","0.985574398430115","0.995604395604396","0","0.98320921740483","0.994505494505495","computed_refine_extension","0.990775701471539"
"1.15","0.8","1","0.985577001558867","0.995604395604396","0","0.98320462203916","0.994505494505495","computed_refine_extension","0.990775563337031"
"1.25","0.85","1.15","0.985573601231952","0.995604395604396","0","0.983183654975988","0.994505494505495","computed_refine_extension","0.990770349826322"
"1.15","0.8","1.2","0.98557212970538","0.995604395604396","0","0.983184362342147","0.994505494505495","computed_refine_extension","0.990770049841582"
"1.15","0.65","0.95","0.985369202348628","0.995604395604396","0","0.983478001116852","0.994505494505495","computed_refine_extension","0.990767899389497"
"0.7","0.55","0.8","0.98555841785784","0.995604395604396","0","0.983178522751058","0.994505494505495","computed_refine_extension","0.990764768369102"
"1.15","0.75","0.95","0.985476135534646","0.995604395604396","0","0.983236107825352","0.994505494505495","computed_refine_extension","0.990751600687003"
"1.25","0.85","1.1","0.98553197373845","0.995604395604396","0","0.983143025589301","0.994505494505495","computed_refine_extension","0.990749735700934"
"1.05","0.55","0.9","0.985291811588731","0.995604395604396","0","0.983470906317317","0.994505494505495","computed_refine_extension","0.990743263201621"
"0.8","0.55","0.75","0.985434179272303","0.995604395604396","0","0.983251314408682","0.994505494505495","computed_refine_extension","0.990742055124966"
"1.3","0.85","1.2","0.985498854270189","0.995604395604396","0","0.983110475400973","0.994505494505495","computed_refine_extension","0.99073328982279"
"1","0.55","0.85","0.985237948607178","0.995604395604396","0","0.983496892791197","0.994505494505495","computed_refine_extension","0.990732301601931"
"0.9","0.7","1.05","0.985482817344653","0.995604395604396","0","0.983107304367413","0.994505494505495","computed_refine_extension","0.990727844538417"
"1.2","0.8","1","0.985458641524398","0.995604395604396","0","0.983126796328103","0.994505494505495","computed_refine_extension","0.990724490184478"
"0.8","0.5","0.65","0.982295029499367","1","0","0.980179720109353","1","computed_refine_extension","0.990724452871681"
"1.15","0.5","1.2","0.985322410303176","0.995604395604396","0","0.983316884799512","0.994505494505495","computed_refine_extension","0.990721638512394"
"0.9","0.7","0.95","0.985472313084114","0.995604395604396","0","0.983070972577434","0.994505494505495","computed_refine_extension","0.99071742690226"
"0.6","0.5","0.9","0.985469039701541","0.995604395604396","0","0.983060334310767","0.994505494505495","computed_refine_extension","0.990714317234154"
"0.85","0.55","1.4","0.982583916463238","1","0","0.979691325119463","1","computed_refine_extension","0.990713439962864"
"1.2","0.8","1.25","0.985461604824776","0.995604395604396","0","0.983050936433867","0.994505494505495","computed_refine_extension","0.990710207195745"
"1.1","0.75","1.25","0.985457179147412","0.995604395604396","0","0.983047727374821","0.994505494505495","computed_refine_extension","0.990708237680726"
"0.95","0.65","1.25","0.985453707858348","0.995604395604396","0","0.983042706338122","0.994505494505495","computed_refine_extension","0.990706192086667"
"1.2","0.6","1.05","0.985288903732625","0.995604395604396","0","0.983289762106487","0.994505494505495","computed_refine_extension","0.990706162002623"
"1.25","0.6","1.2","0.985292286227346","0.995604395604396","0","0.983277492135435","0.994505494505495","computed_refine_extension","0.990704722756829"
"0.9","0.55","0.7","0.982241059096632","1","0","0.980160274212912","1","computed_refine_extension","0.990704372571572"
"0.9","0.6","1.4","0.982559198117129","1","0","0.979664375343842","1","computed_refine_extension","0.990700634503907"
"1.2","0.65","1","0.985260714498134","0.995604395604396","0","0.983299959338017","0.994505494505495","computed_refine_extension","0.990699744678582"
"1.3","0.85","1.1","0.985420463333497","0.995604395604396","0","0.983060028304903","0.994505494505495","computed_refine_extension","0.990699683122568"
"0.8","0.6","0.8","0.985420404894112","0.995604395604396","0","0.983042284498802","0.994505494505495","computed_refine_extension","0.990696116829532"
"0.6","0.5","0.85","0.985431148231082","0.995604395604396","0","0.983015335030751","0.994505494505495","computed_refine_extension","0.990693949937013"
"1.1","0.8","1.15","0.985422094346715","0.995604395604396","0","0.983026040857039","0.994505494505495","computed_refine_extension","0.990693374936961"
"0.8","0.5","1.4","0.982530721988618","1","0","0.979637230272653","1","computed_refine_extension","0.990686662651116"
"0.9","0.65","1.2","0.985411411067293","0.995604395604396","0","0.983004979489064","0.994505494505495","computed_refine_extension","0.990685957679539"
"1.15","0.5","1.15","0.985252345568837","0.995604395604396","0","0.983218008756669","0.994505494505495","computed_refine_extension","0.990680843883523"
"1.1","0.8","1","0.985405001275707","0.995604395604396","0","0.982984690221029","0.994505494505495","computed_refine_extension","0.990679976888456"
"0.8","0.6","1.15","0.985394057528584","0.995604395604396","0","0.982987307135415","0.994505494505495","computed_refine_extension","0.990677217147197"
"1.2","0.85","1.1","0.985387576658697","0.995604395604396","0","0.982965370474399","0.994505494505495","computed_refine_extension","0.990670885554027"
"1.25","0.85","1.2","0.985385971409218","0.995604395604396","0","0.982962477758604","0.994505494505495","computed_refine_extension","0.990669825436025"
"1","0.75","0.95","0.985379117463245","0.995604395604396","0","0.982954780724758","0.994505494505495","computed_refine_extension","0.990666229845464"
"0.75","0.55","0.75","0.985338310950078","0.995604395604396","0","0.983012681630151","0.994505494505495","computed_refine_extension","0.990665568072592"
